danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
0.589,0.868,2.0,-5.264,1.0,0.0312,0.024,0.00227,0.316,0.92,120.042,audio_features,1mZkIyHDxJ6A51rFQOhkUy,spotify:track:1mZkIyHDxJ6A51rFQOhkUy,https://api.spotify.com/v1/tracks/1mZkIyHDxJ6A51rFQOhkUy,https://api.spotify.com/v1/audio-analysis/1mZkIyHDxJ6A51rFQOhkUy,215067.0,4.0,
0.747,0.581,9.0,-8.628,1.0,0.0331,0.279,0.238,0.0208,0.903,121.154,audio_features,6esEMGN2ISI6AOvpqMjxqf,spotify:track:6esEMGN2ISI6AOvpqMjxqf,https://api.spotify.com/v1/tracks/6esEMGN2ISI6AOvpqMjxqf,https://api.spotify.com/v1/audio-analysis/6esEMGN2ISI6AOvpqMjxqf,245307.0,4.0,
0.597,0.561,2.0,-10.54,1.0,0.0565,0.161,0.000141,0.0765,0.64,145.814,audio_features,7500gsNhTnI06WAsvpj9Mf,spotify:track:7500gsNhTnI06WAsvpj9Mf,https://api.spotify.com/v1/tracks/7500gsNhTnI06WAsvpj9Mf,https://api.spotify.com/v1/audio-analysis/7500gsNhTnI06WAsvpj9Mf,180320.0,4.0,
0.59,0.633,4.0,-6.402,1.0,0.0244,0.169,0.000157,0.0971,0.508,110.455,audio_features,61FQN5jE91PmpzicxQxjiY,spotify:track:61FQN5jE91PmpzicxQxjiY,https://api.spotify.com/v1/tracks/61FQN5jE91PmpzicxQxjiY,https://api.spotify.com/v1/audio-analysis/61FQN5jE91PmpzicxQxjiY,167160.0,4.0,
0.397,0.79,6.0,-6.145,1.0,0.0336,0.000176,0.0619,0.167,0.488,154.139,audio_features,2ws9VFJlPaxfeAX8YtQSiY,spotify:track:2ws9VFJlPaxfeAX8YtQSiY,https://api.spotify.com/v1/tracks/2ws9VFJlPaxfeAX8YtQSiY,https://api.spotify.com/v1/audio-analysis/2ws9VFJlPaxfeAX8YtQSiY,244240.0,4.0,
0.739,0.713,1.0,-5.817,0.0,0.0316,0.263,0.482,0.354,0.901,116.986,audio_features,4UI61nJPFufxBYSuMnMaxA,spotify:track:4UI61nJPFufxBYSuMnMaxA,https://api.spotify.com/v1/tracks/4UI61nJPFufxBYSuMnMaxA,https://api.spotify.com/v1/audio-analysis/4UI61nJPFufxBYSuMnMaxA,224493.0,4.0,
0.225,0.782,5.0,-5.542,1.0,0.0385,0.0268,0.000603,0.147,0.371,90.088,audio_features,1tMJ9MXPbSWbQSyIPxtWII,spotify:track:1tMJ9MXPbSWbQSyIPxtWII,https://api.spotify.com/v1/tracks/1tMJ9MXPbSWbQSyIPxtWII,https://api.spotify.com/v1/audio-analysis/1tMJ9MXPbSWbQSyIPxtWII,267147.0,4.0,
0.684,0.799,7.0,-6.097,1.0,0.0324,0.212,4.32e-05,0.0671,0.851,107.525,audio_features,5XRgh8sTHjMQLcYQHXIYBt,spotify:track:5XRgh8sTHjMQLcYQHXIYBt,https://api.spotify.com/v1/tracks/5XRgh8sTHjMQLcYQHXIYBt,https://api.spotify.com/v1/audio-analysis/5XRgh8sTHjMQLcYQHXIYBt,240160.0,4.0,
0.596,0.392,2.0,-9.145,1.0,0.0283,0.867,0.0513,0.11,0.304,83.315,audio_features,48ysUnnPXixuLWwjn9TLKf,spotify:track:48ysUnnPXixuLWwjn9TLKf,https://api.spotify.com/v1/tracks/48ysUnnPXixuLWwjn9TLKf,https://api.spotify.com/v1/audio-analysis/48ysUnnPXixuLWwjn9TLKf,211533.0,4.0,
0.609,0.796,2.0,-6.832,1.0,0.0268,0.197,0.662,0.272,0.47,137.024,audio_features,2cMpdjuAHJDuabECNtISbK,spotify:track:2cMpdjuAHJDuabECNtISbK,https://api.spotify.com/v1/tracks/2cMpdjuAHJDuabECNtISbK,https://api.spotify.com/v1/audio-analysis/2cMpdjuAHJDuabECNtISbK,220880.0,3.0,
0.569,0.975,10.0,-3.678,1.0,0.0416,0.00199,3.01e-06,0.249,0.581,136.047,audio_features,74yX0hOd0P3Vp622Vt4uSP,spotify:track:74yX0hOd0P3Vp622Vt4uSP,https://api.spotify.com/v1/tracks/74yX0hOd0P3Vp622Vt4uSP,https://api.spotify.com/v1/audio-analysis/74yX0hOd0P3Vp622Vt4uSP,248213.0,4.0,
0.463,0.963,4.0,-3.62,0.0,0.0764,0.0152,0.00274,0.263,0.231,178.085,audio_features,4qdlm9dTDn155PBUNcYNL3,spotify:track:4qdlm9dTDn155PBUNcYNL3,https://api.spotify.com/v1/tracks/4qdlm9dTDn155PBUNcYNL3,https://api.spotify.com/v1/audio-analysis/4qdlm9dTDn155PBUNcYNL3,251120.0,4.0,
0.607,0.924,11.0,-3.763,1.0,0.0448,0.0439,1.67e-05,0.386,0.778,132.032,audio_features,7qsBXdwpIw2helu5VJ4KIX,spotify:track:7qsBXdwpIw2helu5VJ4KIX,https://api.spotify.com/v1/tracks/7qsBXdwpIw2helu5VJ4KIX,https://api.spotify.com/v1/audio-analysis/7qsBXdwpIw2helu5VJ4KIX,231093.0,4.0,
0.53,0.986,9.0,-3.07,1.0,0.13,0.0102,0.0,0.17,0.689,167.121,audio_features,2zo4zZ7nMxRediEEQP5hb6,spotify:track:2zo4zZ7nMxRediEEQP5hb6,https://api.spotify.com/v1/tracks/2zo4zZ7nMxRediEEQP5hb6,https://api.spotify.com/v1/audio-analysis/2zo4zZ7nMxRediEEQP5hb6,173000.0,4.0,
0.456,0.747,8.0,-6.107,1.0,0.0292,0.31,2.41e-06,0.0814,0.612,85.001,audio_features,4l9fOpDy6cqwaXSsl5l48v,spotify:track:4l9fOpDy6cqwaXSsl5l48v,https://api.spotify.com/v1/tracks/4l9fOpDy6cqwaXSsl5l48v,https://api.spotify.com/v1/audio-analysis/4l9fOpDy6cqwaXSsl5l48v,252960.0,3.0,
0.694,0.497,7.0,-6.605,0.0,0.0284,0.0377,8.46e-05,0.126,0.516,129.848,audio_features,1vTAeV45Er8hZIVTu4yJ77,spotify:track:1vTAeV45Er8hZIVTu4yJ77,https://api.spotify.com/v1/tracks/1vTAeV45Er8hZIVTu4yJ77,https://api.spotify.com/v1/audio-analysis/1vTAeV45Er8hZIVTu4yJ77,229467.0,4.0,
0.541,0.651,1.0,-5.676,1.0,0.0309,0.1,0.00135,0.106,0.576,121.775,audio_features,5o1V7pSZXKjzit6YY5EQLv,spotify:track:5o1V7pSZXKjzit6YY5EQLv,https://api.spotify.com/v1/tracks/5o1V7pSZXKjzit6YY5EQLv,https://api.spotify.com/v1/audio-analysis/5o1V7pSZXKjzit6YY5EQLv,257827.0,4.0,
0.393,0.583,0.0,-5.438,1.0,0.0341,0.0344,3.46e-06,0.117,0.313,131.893,audio_features,1put7egc4DNGo2jKxxxCvF,spotify:track:1put7egc4DNGo2jKxxxCvF,https://api.spotify.com/v1/tracks/1put7egc4DNGo2jKxxxCvF,https://api.spotify.com/v1/audio-analysis/1put7egc4DNGo2jKxxxCvF,326053.0,4.0,
0.244,0.746,7.0,-4.848,1.0,0.0566,0.000626,0.145,0.277,0.441,160.896,audio_features,1yI8PwDJM8v7AoulUr65km,spotify:track:1yI8PwDJM8v7AoulUr65km,https://api.spotify.com/v1/tracks/1yI8PwDJM8v7AoulUr65km,https://api.spotify.com/v1/audio-analysis/1yI8PwDJM8v7AoulUr65km,184293.0,4.0,
0.374,0.804,9.0,-5.5,1.0,0.0463,0.0181,0.000476,0.0936,0.432,126.822,audio_features,1jpOjpPUmysELAliSI70uQ,spotify:track:1jpOjpPUmysELAliSI70uQ,https://api.spotify.com/v1/tracks/1jpOjpPUmysELAliSI70uQ,https://api.spotify.com/v1/audio-analysis/1jpOjpPUmysELAliSI70uQ,157573.0,4.0,
0.636,0.73,9.0,-6.317,0.0,0.03,0.00813,0.00967,0.0882,0.823,94.314,audio_features,504tgqELooVwE79elYUO8j,spotify:track:504tgqELooVwE79elYUO8j,https://api.spotify.com/v1/tracks/504tgqELooVwE79elYUO8j,https://api.spotify.com/v1/audio-analysis/504tgqELooVwE79elYUO8j,222280.0,4.0,
0.487,0.903,2.0,-3.789,1.0,0.0598,0.0845,0.0869,0.0704,0.524,134.274,audio_features,5SsAwKD7iskHbCGk5s0SSd,spotify:track:5SsAwKD7iskHbCGk5s0SSd,https://api.spotify.com/v1/tracks/5SsAwKD7iskHbCGk5s0SSd,https://api.spotify.com/v1/audio-analysis/5SsAwKD7iskHbCGk5s0SSd,243173.0,4.0,
0.423,0.753,9.0,-5.829,1.0,0.0538,0.00617,0.00134,0.304,0.554,135.054,audio_features,5U6IFAVfKa2E7oDbNAZM6H,spotify:track:5U6IFAVfKa2E7oDbNAZM6H,https://api.spotify.com/v1/tracks/5U6IFAVfKa2E7oDbNAZM6H,https://api.spotify.com/v1/audio-analysis/5U6IFAVfKa2E7oDbNAZM6H,174213.0,4.0,
0.488,0.717,9.0,-5.486,1.0,0.0281,0.168,0.000143,0.114,0.3,104.749,audio_features,4IT145mRPN70t0KW15F7E9,spotify:track:4IT145mRPN70t0KW15F7E9,https://api.spotify.com/v1/tracks/4IT145mRPN70t0KW15F7E9,https://api.spotify.com/v1/audio-analysis/4IT145mRPN70t0KW15F7E9,241533.0,4.0,
0.457,0.268,0.0,-14.371,0.0,0.0319,0.674,5.77e-06,0.11,0.348,117.141,audio_features,3BQLTtpQOYGXQY2lT3ZZeU,spotify:track:3BQLTtpQOYGXQY2lT3ZZeU,https://api.spotify.com/v1/tracks/3BQLTtpQOYGXQY2lT3ZZeU,https://api.spotify.com/v1/audio-analysis/3BQLTtpQOYGXQY2lT3ZZeU,154667.0,4.0,
0.423,0.79,4.0,-8.161,1.0,0.0336,0.000734,0.0084,0.308,0.797,113.878,audio_features,74njazGdnO2igjEkb0mGiy,spotify:track:74njazGdnO2igjEkb0mGiy,https://api.spotify.com/v1/tracks/74njazGdnO2igjEkb0mGiy,https://api.spotify.com/v1/audio-analysis/74njazGdnO2igjEkb0mGiy,168067.0,4.0,
0.327,0.472,1.0,-9.442,1.0,0.0309,0.043,0.0,0.0419,0.347,143.771,audio_features,1B5kQto4k99RG67TJEwwS5,spotify:track:1B5kQto4k99RG67TJEwwS5,https://api.spotify.com/v1/tracks/1B5kQto4k99RG67TJEwwS5,https://api.spotify.com/v1/audio-analysis/1B5kQto4k99RG67TJEwwS5,260160.0,4.0,
0.48,0.721,0.0,-9.23,1.0,0.0391,0.00391,0.0457,0.0902,0.59,124.901,audio_features,7fwUb4zqdjakeeyuYEhkI8,spotify:track:7fwUb4zqdjakeeyuYEhkI8,https://api.spotify.com/v1/tracks/7fwUb4zqdjakeeyuYEhkI8,https://api.spotify.com/v1/audio-analysis/7fwUb4zqdjakeeyuYEhkI8,174733.0,4.0,
0.384,0.892,9.0,-7.343,1.0,0.0672,0.0783,0.00728,0.0774,0.736,152.521,audio_features,1ER5eW30eFxKo49gHOHgFi,spotify:track:1ER5eW30eFxKo49gHOHgFi,https://api.spotify.com/v1/tracks/1ER5eW30eFxKo49gHOHgFi,https://api.spotify.com/v1/audio-analysis/1ER5eW30eFxKo49gHOHgFi,338000.0,4.0,
0.646,0.18,4.0,-16.29,1.0,0.0374,0.738,0.00135,0.14,0.36,76.245,audio_features,74bzzspSpM2X8k3PYwaxry,spotify:track:74bzzspSpM2X8k3PYwaxry,https://api.spotify.com/v1/tracks/74bzzspSpM2X8k3PYwaxry,https://api.spotify.com/v1/audio-analysis/74bzzspSpM2X8k3PYwaxry,107347.0,4.0,
0.423,0.332,4.0,-12.598,1.0,0.0304,0.444,0.00025,0.0639,0.142,104.37,audio_features,1whMjbJhHxPX56XjnbpUiZ,spotify:track:1whMjbJhHxPX56XjnbpUiZ,https://api.spotify.com/v1/tracks/1whMjbJhHxPX56XjnbpUiZ,https://api.spotify.com/v1/audio-analysis/1whMjbJhHxPX56XjnbpUiZ,215931.0,4.0,
0.381,0.383,7.0,-12.043,1.0,0.0257,0.572,3.88e-05,0.0732,0.384,87.551,audio_features,6nMdbyGREwavkn8mH5oQJV,spotify:track:6nMdbyGREwavkn8mH5oQJV,https://api.spotify.com/v1/tracks/6nMdbyGREwavkn8mH5oQJV,https://api.spotify.com/v1/audio-analysis/6nMdbyGREwavkn8mH5oQJV,223907.0,4.0,
0.487,0.136,0.0,-17.294,1.0,0.0315,0.816,0.000116,0.108,0.267,105.246,audio_features,3FT9ntKByU1tZ6dBD8lAEl,spotify:track:3FT9ntKByU1tZ6dBD8lAEl,https://api.spotify.com/v1/tracks/3FT9ntKByU1tZ6dBD8lAEl,https://api.spotify.com/v1/audio-analysis/3FT9ntKByU1tZ6dBD8lAEl,126227.0,4.0,
0.386,0.579,2.0,-8.884,1.0,0.0406,0.000713,0.0177,0.113,0.353,115.354,audio_features,3DbEbS7dExqASuAxOwbGfq,spotify:track:3DbEbS7dExqASuAxOwbGfq,https://api.spotify.com/v1/tracks/3DbEbS7dExqASuAxOwbGfq,https://api.spotify.com/v1/audio-analysis/3DbEbS7dExqASuAxOwbGfq,212907.0,4.0,
0.547,0.534,4.0,-11.275,1.0,0.0303,0.386,0.446,0.243,0.572,94.0,audio_features,2XTjamhOEI6Q11PSvnVtNQ,spotify:track:2XTjamhOEI6Q11PSvnVtNQ,https://api.spotify.com/v1/tracks/2XTjamhOEI6Q11PSvnVtNQ,https://api.spotify.com/v1/audio-analysis/2XTjamhOEI6Q11PSvnVtNQ,156000.0,4.0,
0.425,0.795,2.0,-5.37,1.0,0.0478,0.0227,0.0174,0.0685,0.367,148.414,audio_features,64BaolZ7GYctwlqYQcFezI,spotify:track:64BaolZ7GYctwlqYQcFezI,https://api.spotify.com/v1/tracks/64BaolZ7GYctwlqYQcFezI,https://api.spotify.com/v1/audio-analysis/64BaolZ7GYctwlqYQcFezI,267387.0,4.0,
0.199,0.866,6.0,-4.88,1.0,0.0926,0.0803,6.46e-06,0.435,0.684,209.905,audio_features,5uAEx8Gbz7FIWhhorTfU9o,spotify:track:5uAEx8Gbz7FIWhhorTfU9o,https://api.spotify.com/v1/tracks/5uAEx8Gbz7FIWhhorTfU9o,https://api.spotify.com/v1/audio-analysis/5uAEx8Gbz7FIWhhorTfU9o,210693.0,4.0,
0.578,0.709,0.0,-7.321,1.0,0.03,0.00138,0.000367,0.0977,0.565,110.707,audio_features,66sILUyYqbrG9wDcIAM23o,spotify:track:66sILUyYqbrG9wDcIAM23o,https://api.spotify.com/v1/tracks/66sILUyYqbrG9wDcIAM23o,https://api.spotify.com/v1/audio-analysis/66sILUyYqbrG9wDcIAM23o,188907.0,4.0,
0.322,0.488,2.0,-10.088,1.0,0.0264,0.0242,0.00029,0.31,0.416,97.134,audio_features,3ORuyaRQOM4kthHPdvdKxW,spotify:track:3ORuyaRQOM4kthHPdvdKxW,https://api.spotify.com/v1/tracks/3ORuyaRQOM4kthHPdvdKxW,https://api.spotify.com/v1/audio-analysis/3ORuyaRQOM4kthHPdvdKxW,215333.0,4.0,
0.696,0.892,0.0,-4.098,1.0,0.0396,0.645,0.00102,0.442,0.861,126.035,audio_features,02NPmiimA6oWnIjlSk7VGg,spotify:track:02NPmiimA6oWnIjlSk7VGg,https://api.spotify.com/v1/tracks/02NPmiimA6oWnIjlSk7VGg,https://api.spotify.com/v1/audio-analysis/02NPmiimA6oWnIjlSk7VGg,238120.0,4.0,
0.691,0.803,0.0,-4.684,1.0,0.0295,0.0301,0.0,0.24,0.954,128.033,audio_features,3aw0JYpwqVXDslUovmknRW,spotify:track:3aw0JYpwqVXDslUovmknRW,https://api.spotify.com/v1/tracks/3aw0JYpwqVXDslUovmknRW,https://api.spotify.com/v1/audio-analysis/3aw0JYpwqVXDslUovmknRW,242933.0,4.0,
0.584,0.737,11.0,-5.376,1.0,0.0281,0.168,1.02e-06,0.266,0.848,132.1,audio_features,6NXwEqaN3OfFkh8nqis7bq,spotify:track:6NXwEqaN3OfFkh8nqis7bq,https://api.spotify.com/v1/tracks/6NXwEqaN3OfFkh8nqis7bq,https://api.spotify.com/v1/audio-analysis/6NXwEqaN3OfFkh8nqis7bq,180267.0,4.0,
0.545,0.832,0.0,-5.077,1.0,0.0708,0.327,9.04e-06,0.305,0.756,144.519,audio_features,63lVbTVeufaVs3VgamOlZC,spotify:track:63lVbTVeufaVs3VgamOlZC,https://api.spotify.com/v1/tracks/63lVbTVeufaVs3VgamOlZC,https://api.spotify.com/v1/audio-analysis/63lVbTVeufaVs3VgamOlZC,203920.0,4.0,
0.369,0.593,7.0,-13.683,1.0,0.0404,0.00168,0.508,0.0977,0.713,132.124,audio_features,0VJJBQ9WDz4BP2HzIlYy3J,spotify:track:0VJJBQ9WDz4BP2HzIlYy3J,https://api.spotify.com/v1/tracks/0VJJBQ9WDz4BP2HzIlYy3J,https://api.spotify.com/v1/audio-analysis/0VJJBQ9WDz4BP2HzIlYy3J,206160.0,4.0,
0.637,0.902,0.0,-5.064,1.0,0.0292,0.0391,3.36e-06,0.128,0.843,136.572,audio_features,6h0lrpGtRIwbBiPHthDB3o,spotify:track:6h0lrpGtRIwbBiPHthDB3o,https://api.spotify.com/v1/tracks/6h0lrpGtRIwbBiPHthDB3o,https://api.spotify.com/v1/audio-analysis/6h0lrpGtRIwbBiPHthDB3o,271200.0,4.0,
0.682,0.511,10.0,-6.051,0.0,0.0283,0.013,0.000222,0.366,0.623,122.345,audio_features,2muiH10QnLBqwva1IwFPTs,spotify:track:2muiH10QnLBqwva1IwFPTs,https://api.spotify.com/v1/tracks/2muiH10QnLBqwva1IwFPTs,https://api.spotify.com/v1/audio-analysis/2muiH10QnLBqwva1IwFPTs,145493.0,4.0,
0.716,0.659,6.0,-7.451,1.0,0.0427,0.393,1.7e-05,0.127,0.593,138.122,audio_features,2RDVUW42IahtVvdeI9tcfN,spotify:track:2RDVUW42IahtVvdeI9tcfN,https://api.spotify.com/v1/tracks/2RDVUW42IahtVvdeI9tcfN,https://api.spotify.com/v1/audio-analysis/2RDVUW42IahtVvdeI9tcfN,202587.0,4.0,
0.498,0.759,0.0,-9.969,1.0,0.0361,0.0744,0.0,0.15,0.694,136.453,audio_features,3R6GxZEzCWDNnwo8QWeOw6,spotify:track:3R6GxZEzCWDNnwo8QWeOw6,https://api.spotify.com/v1/tracks/3R6GxZEzCWDNnwo8QWeOw6,https://api.spotify.com/v1/audio-analysis/3R6GxZEzCWDNnwo8QWeOw6,205200.0,4.0,
0.676,0.847,10.0,-5.47,1.0,0.0288,0.0232,6.03e-05,0.0408,0.65,117.21,audio_features,5IFo5AU8CdLVDqk3qfWq7c,spotify:track:5IFo5AU8CdLVDqk3qfWq7c,https://api.spotify.com/v1/tracks/5IFo5AU8CdLVDqk3qfWq7c,https://api.spotify.com/v1/audio-analysis/5IFo5AU8CdLVDqk3qfWq7c,257173.0,4.0,
0.524,0.185,9.0,-17.565,1.0,0.0327,0.283,0.0,0.186,0.34,73.498,audio_features,6EIP7ooR2kwARrU5OsINDA,spotify:track:6EIP7ooR2kwARrU5OsINDA,https://api.spotify.com/v1/tracks/6EIP7ooR2kwARrU5OsINDA,https://api.spotify.com/v1/audio-analysis/6EIP7ooR2kwARrU5OsINDA,167400.0,4.0,
0.531,0.975,4.0,-5.373,0.0,0.0579,0.0101,0.000864,0.121,0.587,150.143,audio_features,06MhP46Qv4SIwmMfE89d0P,spotify:track:06MhP46Qv4SIwmMfE89d0P,https://api.spotify.com/v1/tracks/06MhP46Qv4SIwmMfE89d0P,https://api.spotify.com/v1/audio-analysis/06MhP46Qv4SIwmMfE89d0P,224107.0,4.0,
0.487,0.915,2.0,-3.508,1.0,0.0356,0.00337,0.000158,0.0697,0.912,139.749,audio_features,1R4LMv5g2crpOhlG7V88Dv,spotify:track:1R4LMv5g2crpOhlG7V88Dv,https://api.spotify.com/v1/tracks/1R4LMv5g2crpOhlG7V88Dv,https://api.spotify.com/v1/audio-analysis/1R4LMv5g2crpOhlG7V88Dv,170640.0,4.0,
0.482,0.96,5.0,-3.466,1.0,0.0437,0.0118,0.0,0.216,0.388,129.394,audio_features,5p5OWIEdksVXg2E7EozyFQ,spotify:track:5p5OWIEdksVXg2E7EozyFQ,https://api.spotify.com/v1/tracks/5p5OWIEdksVXg2E7EozyFQ,https://api.spotify.com/v1/audio-analysis/5p5OWIEdksVXg2E7EozyFQ,210133.0,4.0,
0.594,0.222,10.0,-12.238,1.0,0.0274,0.529,0.00041,0.0867,0.196,67.024,audio_features,6C26Jlku5nZDj7km5QS0aU,spotify:track:6C26Jlku5nZDj7km5QS0aU,https://api.spotify.com/v1/tracks/6C26Jlku5nZDj7km5QS0aU,https://api.spotify.com/v1/audio-analysis/6C26Jlku5nZDj7km5QS0aU,259533.0,4.0,
0.0847,0.0192,10.0,-24.582,1.0,0.0395,0.982,0.932,0.0765,0.0361,84.432,audio_features,0MPFNeTFeGL6JEQxl7KWcf,spotify:track:0MPFNeTFeGL6JEQxl7KWcf,https://api.spotify.com/v1/tracks/0MPFNeTFeGL6JEQxl7KWcf,https://api.spotify.com/v1/audio-analysis/0MPFNeTFeGL6JEQxl7KWcf,213080.0,4.0,
0.14,0.108,2.0,-24.28,1.0,0.036,0.867,0.882,0.186,0.047,90.714,audio_features,23g98BSK6SaVzcBcHF8eeu,spotify:track:23g98BSK6SaVzcBcHF8eeu,https://api.spotify.com/v1/tracks/23g98BSK6SaVzcBcHF8eeu,https://api.spotify.com/v1/audio-analysis/23g98BSK6SaVzcBcHF8eeu,242719.0,4.0,
0.174,0.0781,2.0,-23.861,1.0,0.0391,0.901,0.954,0.0709,0.0373,70.569,audio_features,3QBs06492L9idKCjyMRSaH,spotify:track:3QBs06492L9idKCjyMRSaH,https://api.spotify.com/v1/tracks/3QBs06492L9idKCjyMRSaH,https://api.spotify.com/v1/audio-analysis/3QBs06492L9idKCjyMRSaH,180147.0,3.0,
0.258,0.0895,4.0,-23.357,1.0,0.0388,0.929,0.765,0.0822,0.0381,56.352,audio_features,1EEjPCstVE8xVJGdckuODS,spotify:track:1EEjPCstVE8xVJGdckuODS,https://api.spotify.com/v1/tracks/1EEjPCstVE8xVJGdckuODS,https://api.spotify.com/v1/audio-analysis/1EEjPCstVE8xVJGdckuODS,135915.0,3.0,
0.167,0.083,2.0,-19.676,1.0,0.0458,0.732,0.91,0.0938,0.0307,133.961,audio_features,57N5qCYY4eg8mbr7xx4KU5,spotify:track:57N5qCYY4eg8mbr7xx4KU5,https://api.spotify.com/v1/tracks/57N5qCYY4eg8mbr7xx4KU5,https://api.spotify.com/v1/audio-analysis/57N5qCYY4eg8mbr7xx4KU5,103820.0,3.0,
0.533,0.0302,9.0,-23.212,1.0,0.0351,0.863,0.895,0.11,0.183,79.803,audio_features,1KXQ0PwU3qWn22MsvLQR4r,spotify:track:1KXQ0PwU3qWn22MsvLQR4r,https://api.spotify.com/v1/tracks/1KXQ0PwU3qWn22MsvLQR4r,https://api.spotify.com/v1/audio-analysis/1KXQ0PwU3qWn22MsvLQR4r,111212.0,3.0,
0.176,0.301,4.0,-23.563,1.0,0.052,0.979,0.918,0.0737,0.0391,118.504,audio_features,4j6q2kdvj4MRMqb0o7pYkf,spotify:track:4j6q2kdvj4MRMqb0o7pYkf,https://api.spotify.com/v1/tracks/4j6q2kdvj4MRMqb0o7pYkf,https://api.spotify.com/v1/audio-analysis/4j6q2kdvj4MRMqb0o7pYkf,100005.0,4.0,
0.628,0.338,5.0,-14.687,0.0,0.0263,0.696,0.907,0.11,0.0562,109.968,audio_features,1UJu3GRj6aNL4IReJFSa2o,spotify:track:1UJu3GRj6aNL4IReJFSa2o,https://api.spotify.com/v1/tracks/1UJu3GRj6aNL4IReJFSa2o,https://api.spotify.com/v1/audio-analysis/1UJu3GRj6aNL4IReJFSa2o,124749.0,4.0,
0.641,0.682,10.0,-10.408,1.0,0.0341,0.315,0.752,0.102,0.172,101.025,audio_features,01mCf3jKcq444ov2ypS4mC,spotify:track:01mCf3jKcq444ov2ypS4mC,https://api.spotify.com/v1/tracks/01mCf3jKcq444ov2ypS4mC,https://api.spotify.com/v1/audio-analysis/01mCf3jKcq444ov2ypS4mC,111172.0,4.0,
0.606,0.0553,6.0,-27.19,1.0,0.0538,0.983,0.879,0.108,0.0601,119.422,audio_features,6LWAmYeORbFNZXcKQ25XMJ,spotify:track:6LWAmYeORbFNZXcKQ25XMJ,https://api.spotify.com/v1/tracks/6LWAmYeORbFNZXcKQ25XMJ,https://api.spotify.com/v1/audio-analysis/6LWAmYeORbFNZXcKQ25XMJ,85000.0,4.0,
0.417,0.454,7.0,-8.954,1.0,0.0362,0.572,5.77e-05,0.26,0.511,153.416,audio_features,6eEchTSWRTQtAzzeEPtOpr,spotify:track:6eEchTSWRTQtAzzeEPtOpr,https://api.spotify.com/v1/tracks/6eEchTSWRTQtAzzeEPtOpr,https://api.spotify.com/v1/audio-analysis/6eEchTSWRTQtAzzeEPtOpr,200000.0,3.0,
0.305,0.264,9.0,-10.828,1.0,0.0408,0.801,0.11,0.0648,0.208,172.984,audio_features,1ISGSSgVnZhyiOGSI8itNa,spotify:track:1ISGSSgVnZhyiOGSI8itNa,https://api.spotify.com/v1/tracks/1ISGSSgVnZhyiOGSI8itNa,https://api.spotify.com/v1/audio-analysis/1ISGSSgVnZhyiOGSI8itNa,218640.0,4.0,
0.596,0.261,7.0,-13.778,1.0,0.0335,0.967,0.00454,0.112,0.62,125.329,audio_features,1RbhQxFFJM7QNKALY5JebS,spotify:track:1RbhQxFFJM7QNKALY5JebS,https://api.spotify.com/v1/tracks/1RbhQxFFJM7QNKALY5JebS,https://api.spotify.com/v1/audio-analysis/1RbhQxFFJM7QNKALY5JebS,154573.0,4.0,
0.715,0.743,11.0,-5.042,0.0,0.044,0.334,0.0851,0.0722,0.485,120.076,audio_features,5MOHiX0uAj555wbYJyBnDy,spotify:track:5MOHiX0uAj555wbYJyBnDy,https://api.spotify.com/v1/tracks/5MOHiX0uAj555wbYJyBnDy,https://api.spotify.com/v1/audio-analysis/5MOHiX0uAj555wbYJyBnDy,210347.0,4.0,
0.52,0.883,1.0,-6.224,0.0,0.0316,0.0237,0.249,0.205,0.694,96.499,audio_features,6vyVxWBHLIqNdhy4IGz1LN,spotify:track:6vyVxWBHLIqNdhy4IGz1LN,https://api.spotify.com/v1/tracks/6vyVxWBHLIqNdhy4IGz1LN,https://api.spotify.com/v1/audio-analysis/6vyVxWBHLIqNdhy4IGz1LN,166440.0,4.0,
0.504,0.559,7.0,-6.838,1.0,0.0331,0.514,0.178,0.321,0.428,131.926,audio_features,2KY7UK4IBIXjUya41cMnYl,spotify:track:2KY7UK4IBIXjUya41cMnYl,https://api.spotify.com/v1/tracks/2KY7UK4IBIXjUya41cMnYl,https://api.spotify.com/v1/audio-analysis/2KY7UK4IBIXjUya41cMnYl,219053.0,3.0,
0.454,0.611,9.0,-6.749,1.0,0.0262,0.312,1.22e-05,0.0901,0.435,151.958,audio_features,6dqJ50r54N2CrddT8XEtgc,spotify:track:6dqJ50r54N2CrddT8XEtgc,https://api.spotify.com/v1/tracks/6dqJ50r54N2CrddT8XEtgc,https://api.spotify.com/v1/audio-analysis/6dqJ50r54N2CrddT8XEtgc,245067.0,3.0,
0.495,0.537,0.0,-4.959,0.0,0.0296,0.754,0.0109,0.633,0.171,132.395,audio_features,4nNft158MTJ5fbbPt0tb2l,spotify:track:4nNft158MTJ5fbbPt0tb2l,https://api.spotify.com/v1/tracks/4nNft158MTJ5fbbPt0tb2l,https://api.spotify.com/v1/audio-analysis/4nNft158MTJ5fbbPt0tb2l,223880.0,3.0,
