danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
0.701,0.299,0.0,-8.308,1.0,0.0441,0.76,0.000143,0.103,0.756,131.044,audio_features,5HQttEYPkTK8wS4qRUaOhA,spotify:track:5HQttEYPkTK8wS4qRUaOhA,https://api.spotify.com/v1/tracks/5HQttEYPkTK8wS4qRUaOhA,https://api.spotify.com/v1/audio-analysis/5HQttEYPkTK8wS4qRUaOhA,266040.0,4.0,
0.569,0.328,11.0,-11.857,1.0,0.0284,0.798,0.00875,0.0981,0.23,142.906,audio_features,2YVVS4ZMoLzTHmp9kQAqcW,spotify:track:2YVVS4ZMoLzTHmp9kQAqcW,https://api.spotify.com/v1/tracks/2YVVS4ZMoLzTHmp9kQAqcW,https://api.spotify.com/v1/audio-analysis/2YVVS4ZMoLzTHmp9kQAqcW,207987.0,4.0,
0.581,0.466,5.0,-9.116,0.0,0.0357,0.0394,0.567,0.0794,0.275,122.036,audio_features,1IFcut13RX9SduibZiDc1B,spotify:track:1IFcut13RX9SduibZiDc1B,https://api.spotify.com/v1/tracks/1IFcut13RX9SduibZiDc1B,https://api.spotify.com/v1/audio-analysis/1IFcut13RX9SduibZiDc1B,250040.0,4.0,
0.498,0.276,0.0,-9.628,0.0,0.0304,0.351,0.882,0.109,0.184,129.892,audio_features,7FhgwVNPdRNUVVoQrqrcwD,spotify:track:7FhgwVNPdRNUVVoQrqrcwD,https://api.spotify.com/v1/tracks/7FhgwVNPdRNUVVoQrqrcwD,https://api.spotify.com/v1/audio-analysis/7FhgwVNPdRNUVVoQrqrcwD,253840.0,3.0,
0.609,0.622,0.0,-6.127,1.0,0.0325,0.149,0.975,0.361,0.738,126.0,audio_features,235UDSE1c89C1Ok3XZiHeb,spotify:track:235UDSE1c89C1Ok3XZiHeb,https://api.spotify.com/v1/tracks/235UDSE1c89C1Ok3XZiHeb,https://api.spotify.com/v1/audio-analysis/235UDSE1c89C1Ok3XZiHeb,218320.0,1.0,
0.301,0.657,5.0,-7.113,1.0,0.0306,0.00706,0.928,0.116,0.0386,95.935,audio_features,7bFDIupP0nU6x11SL7xNSV,spotify:track:7bFDIupP0nU6x11SL7xNSV,https://api.spotify.com/v1/tracks/7bFDIupP0nU6x11SL7xNSV,https://api.spotify.com/v1/audio-analysis/7bFDIupP0nU6x11SL7xNSV,220907.0,4.0,
0.386,0.736,2.0,-6.477,1.0,0.0537,0.00373,0.93,0.203,0.212,123.071,audio_features,3lR9RAIXwuDTVNc2eEZGqE,spotify:track:3lR9RAIXwuDTVNc2eEZGqE,https://api.spotify.com/v1/tracks/3lR9RAIXwuDTVNc2eEZGqE,https://api.spotify.com/v1/audio-analysis/3lR9RAIXwuDTVNc2eEZGqE,225733.0,3.0,
0.273,0.579,2.0,-8.315,1.0,0.0354,0.0438,0.586,0.0654,0.0399,134.558,audio_features,3g2LTUuX4YUgcEG91neQip,spotify:track:3g2LTUuX4YUgcEG91neQip,https://api.spotify.com/v1/tracks/3g2LTUuX4YUgcEG91neQip,https://api.spotify.com/v1/audio-analysis/3g2LTUuX4YUgcEG91neQip,434173.0,4.0,
0.472,0.566,10.0,-9.726,1.0,0.0459,0.000627,0.954,0.0849,0.53,169.196,audio_features,0y2D8swrkq32OhKXtztsYx,spotify:track:0y2D8swrkq32OhKXtztsYx,https://api.spotify.com/v1/tracks/0y2D8swrkq32OhKXtztsYx,https://api.spotify.com/v1/audio-analysis/0y2D8swrkq32OhKXtztsYx,172979.0,4.0,
0.25,0.387,7.0,-9.301,0.0,0.0327,0.56,0.939,0.123,0.181,100.015,audio_features,3IiWVE4GJYrqSVhgjEH1Yl,spotify:track:3IiWVE4GJYrqSVhgjEH1Yl,https://api.spotify.com/v1/tracks/3IiWVE4GJYrqSVhgjEH1Yl,https://api.spotify.com/v1/audio-analysis/3IiWVE4GJYrqSVhgjEH1Yl,264800.0,4.0,
0.453,0.515,5.0,-7.438,1.0,0.0283,0.0377,0.858,0.092,0.209,81.989,audio_features,0D1DLjgktbmqpq0JAcbNrl,spotify:track:0D1DLjgktbmqpq0JAcbNrl,https://api.spotify.com/v1/tracks/0D1DLjgktbmqpq0JAcbNrl,https://api.spotify.com/v1/audio-analysis/0D1DLjgktbmqpq0JAcbNrl,253373.0,4.0,
0.469,0.253,0.0,-9.574,1.0,0.0386,0.754,0.0533,0.0877,0.546,96.138,audio_features,18QspjXLRPDXetvluF5AZa,spotify:track:18QspjXLRPDXetvluF5AZa,https://api.spotify.com/v1/tracks/18QspjXLRPDXetvluF5AZa,https://api.spotify.com/v1/audio-analysis/18QspjXLRPDXetvluF5AZa,306400.0,3.0,
0.724,0.481,2.0,-9.359,1.0,0.0313,0.00468,0.000126,0.106,0.453,110.012,audio_features,3qtK2mNSdwMbQSYvdhSpb1,spotify:track:3qtK2mNSdwMbQSYvdhSpb1,https://api.spotify.com/v1/tracks/3qtK2mNSdwMbQSYvdhSpb1,https://api.spotify.com/v1/audio-analysis/3qtK2mNSdwMbQSYvdhSpb1,281456.0,4.0,
0.58,0.468,2.0,-7.212,1.0,0.032,0.0141,0.0375,0.107,0.332,76.539,audio_features,1Y3C4SPejRXB6Rcuyp7WCk,spotify:track:1Y3C4SPejRXB6Rcuyp7WCk,https://api.spotify.com/v1/tracks/1Y3C4SPejRXB6Rcuyp7WCk,https://api.spotify.com/v1/audio-analysis/1Y3C4SPejRXB6Rcuyp7WCk,241520.0,4.0,
0.683,0.881,9.0,-4.729,0.0,0.0405,0.0456,0.00249,0.347,0.399,133.897,audio_features,6Yy9iylKlDwVuBnMEcmGYP,spotify:track:6Yy9iylKlDwVuBnMEcmGYP,https://api.spotify.com/v1/tracks/6Yy9iylKlDwVuBnMEcmGYP,https://api.spotify.com/v1/audio-analysis/6Yy9iylKlDwVuBnMEcmGYP,204213.0,4.0,
0.318,0.138,5.0,-13.81,0.0,0.0298,0.894,0.322,0.0861,0.103,74.388,audio_features,0Rhl31nc6W2Kpa758hLXN6,spotify:track:0Rhl31nc6W2Kpa758hLXN6,https://api.spotify.com/v1/tracks/0Rhl31nc6W2Kpa758hLXN6,https://api.spotify.com/v1/audio-analysis/0Rhl31nc6W2Kpa758hLXN6,231760.0,3.0,
0.28,0.735,5.0,-6.02,1.0,0.0367,0.00279,0.0452,0.133,0.197,169.544,audio_features,3rC8jwuqIkHTcKzulKNdOE,spotify:track:3rC8jwuqIkHTcKzulKNdOE,https://api.spotify.com/v1/tracks/3rC8jwuqIkHTcKzulKNdOE,https://api.spotify.com/v1/audio-analysis/3rC8jwuqIkHTcKzulKNdOE,270907.0,4.0,
0.644,0.587,10.0,-9.967,0.0,0.0355,0.0411,2.32e-06,0.0498,0.955,93.002,audio_features,2CPLgKgpsUBriiOhCL9gT3,spotify:track:2CPLgKgpsUBriiOhCL9gT3,https://api.spotify.com/v1/tracks/2CPLgKgpsUBriiOhCL9gT3,https://api.spotify.com/v1/audio-analysis/2CPLgKgpsUBriiOhCL9gT3,207660.0,4.0,
0.748,0.524,2.0,-7.388,0.0,0.0358,0.00915,9.3e-05,0.0696,0.738,118.005,audio_features,21d7XA1ST4lohkOHNLj2dp,spotify:track:21d7XA1ST4lohkOHNLj2dp,https://api.spotify.com/v1/tracks/21d7XA1ST4lohkOHNLj2dp,https://api.spotify.com/v1/audio-analysis/21d7XA1ST4lohkOHNLj2dp,244351.0,4.0,
0.742,0.603,0.0,-8.12,0.0,0.0366,0.00388,0.00494,0.191,0.559,122.991,audio_features,0Igi0J9ZKaB8j1QyzLW8AH,spotify:track:0Igi0J9ZKaB8j1QyzLW8AH,https://api.spotify.com/v1/tracks/0Igi0J9ZKaB8j1QyzLW8AH,https://api.spotify.com/v1/audio-analysis/0Igi0J9ZKaB8j1QyzLW8AH,245328.0,4.0,
0.552,0.807,6.0,-5.859,0.0,0.0546,0.196,0.166,0.312,0.773,76.001,audio_features,7rrrnYMNcG0p7ANVnMjfFL,spotify:track:7rrrnYMNcG0p7ANVnMjfFL,https://api.spotify.com/v1/tracks/7rrrnYMNcG0p7ANVnMjfFL,https://api.spotify.com/v1/audio-analysis/7rrrnYMNcG0p7ANVnMjfFL,224000.0,4.0,
0.681,0.555,11.0,-5.509,1.0,0.0307,0.191,0.46,0.114,0.378,92.991,audio_features,7uB5Aeo6BdtW7hZ5aA5gzH,spotify:track:7uB5Aeo6BdtW7hZ5aA5gzH,https://api.spotify.com/v1/tracks/7uB5Aeo6BdtW7hZ5aA5gzH,https://api.spotify.com/v1/audio-analysis/7uB5Aeo6BdtW7hZ5aA5gzH,284827.0,4.0,
0.678,0.523,8.0,-8.17,0.0,0.0341,0.383,0.000546,0.112,0.48,93.019,audio_features,14XWxMtz3iJ0vmy5tNebyB,spotify:track:14XWxMtz3iJ0vmy5tNebyB,https://api.spotify.com/v1/tracks/14XWxMtz3iJ0vmy5tNebyB,https://api.spotify.com/v1/audio-analysis/14XWxMtz3iJ0vmy5tNebyB,250101.0,4.0,
0.736,0.367,6.0,-9.499,1.0,0.0527,0.431,1.92e-05,0.187,0.222,92.978,audio_features,4J4qMrWXI1Q5bEJhdstSje,spotify:track:4J4qMrWXI1Q5bEJhdstSje,https://api.spotify.com/v1/tracks/4J4qMrWXI1Q5bEJhdstSje,https://api.spotify.com/v1/audio-analysis/4J4qMrWXI1Q5bEJhdstSje,226818.0,4.0,
0.628,0.395,7.0,-8.025,0.0,0.0332,0.426,0.000804,0.219,0.404,158.999,audio_features,2oq3h6o4hdbb0a8QTLPn7K,spotify:track:2oq3h6o4hdbb0a8QTLPn7K,https://api.spotify.com/v1/tracks/2oq3h6o4hdbb0a8QTLPn7K,https://api.spotify.com/v1/audio-analysis/2oq3h6o4hdbb0a8QTLPn7K,276520.0,4.0,
0.723,0.781,10.0,-7.623,0.0,0.0272,0.125,0.392,0.0674,0.673,119.996,audio_features,0RwdJV9OWWFOtIn0cIlnZo,spotify:track:0RwdJV9OWWFOtIn0cIlnZo,https://api.spotify.com/v1/tracks/0RwdJV9OWWFOtIn0cIlnZo,https://api.spotify.com/v1/audio-analysis/0RwdJV9OWWFOtIn0cIlnZo,233453.0,4.0,
0.692,0.618,7.0,-6.447,0.0,0.062,0.0527,0.000208,0.0572,0.453,167.967,audio_features,14PlT32LqNoRbxk7oC4Qfh,spotify:track:14PlT32LqNoRbxk7oC4Qfh,https://api.spotify.com/v1/tracks/14PlT32LqNoRbxk7oC4Qfh,https://api.spotify.com/v1/audio-analysis/14PlT32LqNoRbxk7oC4Qfh,234143.0,4.0,
0.662,0.632,1.0,-9.65,0.0,0.0296,0.201,0.018,0.161,0.351,109.0,audio_features,5972xQpms2e4pm7wU9RcF2,spotify:track:5972xQpms2e4pm7wU9RcF2,https://api.spotify.com/v1/tracks/5972xQpms2e4pm7wU9RcF2,https://api.spotify.com/v1/audio-analysis/5972xQpms2e4pm7wU9RcF2,211172.0,4.0,
0.718,0.666,8.0,-7.281,0.0,0.032,0.424,0.00264,0.0831,0.701,121.981,audio_features,5gIKgtILziBIcN9WY7tDtW,spotify:track:5gIKgtILziBIcN9WY7tDtW,https://api.spotify.com/v1/tracks/5gIKgtILziBIcN9WY7tDtW,https://api.spotify.com/v1/audio-analysis/5gIKgtILziBIcN9WY7tDtW,183014.0,4.0,
0.744,0.461,11.0,-10.873,0.0,0.037,0.573,0.153,0.128,0.337,99.991,audio_features,7KO4qPyqzkdV07Jnq1YxP0,spotify:track:7KO4qPyqzkdV07Jnq1YxP0,https://api.spotify.com/v1/tracks/7KO4qPyqzkdV07Jnq1YxP0,https://api.spotify.com/v1/audio-analysis/7KO4qPyqzkdV07Jnq1YxP0,227507.0,4.0,
0.707,0.579,9.0,-7.523,0.0,0.268,0.139,8.43e-05,0.343,0.192,110.012,audio_features,2qi7DXfSjS9lkDCrRUsnIJ,spotify:track:2qi7DXfSjS9lkDCrRUsnIJ,https://api.spotify.com/v1/tracks/2qi7DXfSjS9lkDCrRUsnIJ,https://api.spotify.com/v1/audio-analysis/2qi7DXfSjS9lkDCrRUsnIJ,281455.0,4.0,
0.665,0.515,0.0,-6.991,1.0,0.0745,0.705,0.0652,0.343,0.29,92.01,audio_features,0nVexjCLu4IGRX8VxVpGmk,spotify:track:0nVexjCLu4IGRX8VxVpGmk,https://api.spotify.com/v1/tracks/0nVexjCLu4IGRX8VxVpGmk,https://api.spotify.com/v1/audio-analysis/0nVexjCLu4IGRX8VxVpGmk,208902.0,4.0,
0.42,0.706,9.0,-4.062,1.0,0.043,0.111,0.0,0.044,0.815,94.014,audio_features,06OTh3RF2IIBukgVHkrNDv,spotify:track:06OTh3RF2IIBukgVHkrNDv,https://api.spotify.com/v1/tracks/06OTh3RF2IIBukgVHkrNDv,https://api.spotify.com/v1/audio-analysis/06OTh3RF2IIBukgVHkrNDv,228235.0,4.0,
0.329,0.511,6.0,-6.249,0.0,0.0471,0.259,0.000121,0.531,0.359,77.006,audio_features,1Ff8faCk5h44MadoIExxF4,spotify:track:1Ff8faCk5h44MadoIExxF4,https://api.spotify.com/v1/tracks/1Ff8faCk5h44MadoIExxF4,https://api.spotify.com/v1/audio-analysis/1Ff8faCk5h44MadoIExxF4,287719.0,4.0,
0.486,0.851,6.0,-4.405,0.0,0.043,0.0719,6.91e-06,0.365,0.422,86.982,audio_features,2YWWiXAqA3uv75WtBHzZsx,spotify:track:2YWWiXAqA3uv75WtBHzZsx,https://api.spotify.com/v1/tracks/2YWWiXAqA3uv75WtBHzZsx,https://api.spotify.com/v1/audio-analysis/2YWWiXAqA3uv75WtBHzZsx,259278.0,4.0,
0.364,0.691,6.0,-5.778,0.0,0.0463,0.491,0.000931,0.278,0.517,160.683,audio_features,4wR2cuDiIkxj5w3yAflqGG,spotify:track:4wR2cuDiIkxj5w3yAflqGG,https://api.spotify.com/v1/tracks/4wR2cuDiIkxj5w3yAflqGG,https://api.spotify.com/v1/audio-analysis/4wR2cuDiIkxj5w3yAflqGG,265480.0,4.0,
0.366,0.659,2.0,-6.255,0.0,0.0349,0.184,0.00251,0.392,0.208,144.011,audio_features,2iD8mQ089AchDV7mQbPexa,spotify:track:2iD8mQ089AchDV7mQbPexa,https://api.spotify.com/v1/tracks/2iD8mQ089AchDV7mQbPexa,https://api.spotify.com/v1/audio-analysis/2iD8mQ089AchDV7mQbPexa,309368.0,4.0,
0.232,0.571,2.0,-7.199,0.0,0.0366,0.745,0.0,0.0957,0.229,137.074,audio_features,5NXt7fGhxFGfU6h1m9x06A,spotify:track:5NXt7fGhxFGfU6h1m9x06A,https://api.spotify.com/v1/tracks/5NXt7fGhxFGfU6h1m9x06A,https://api.spotify.com/v1/audio-analysis/5NXt7fGhxFGfU6h1m9x06A,355929.0,3.0,
0.594,0.768,8.0,-5.187,0.0,0.0445,0.058,0.000123,0.212,0.476,100.586,audio_features,3K7Yui8Q02wWjSg2XB5e1x,spotify:track:3K7Yui8Q02wWjSg2XB5e1x,https://api.spotify.com/v1/tracks/3K7Yui8Q02wWjSg2XB5e1x,https://api.spotify.com/v1/audio-analysis/3K7Yui8Q02wWjSg2XB5e1x,336067.0,4.0,
0.544,0.819,10.0,-5.667,1.0,0.0447,0.272,1.34e-05,0.195,0.597,98.041,audio_features,0cqQ6dShatfYiIMjYFDuON,spotify:track:0cqQ6dShatfYiIMjYFDuON,https://api.spotify.com/v1/tracks/0cqQ6dShatfYiIMjYFDuON,https://api.spotify.com/v1/audio-analysis/0cqQ6dShatfYiIMjYFDuON,254578.0,4.0,
0.24,0.426,7.0,-7.965,1.0,0.032,0.925,0.00239,0.196,0.178,144.919,audio_features,3BgjAkzxhPchXCIy3KE7pQ,spotify:track:3BgjAkzxhPchXCIy3KE7pQ,https://api.spotify.com/v1/tracks/3BgjAkzxhPchXCIy3KE7pQ,https://api.spotify.com/v1/audio-analysis/3BgjAkzxhPchXCIy3KE7pQ,336951.0,3.0,
0.324,0.681,9.0,-7.611,0.0,0.0419,0.411,1.38e-05,0.111,0.109,81.99,audio_features,1fhQsQd3iIZRK0S6JqUV8f,spotify:track:1fhQsQd3iIZRK0S6JqUV8f,https://api.spotify.com/v1/tracks/1fhQsQd3iIZRK0S6JqUV8f,https://api.spotify.com/v1/audio-analysis/1fhQsQd3iIZRK0S6JqUV8f,284617.0,4.0,
0.719,0.868,5.0,-5.705,1.0,0.0919,0.0385,1.88e-06,0.0947,0.613,111.976,audio_features,1XghUZVP5lD9r11zSq6hdW,spotify:track:1XghUZVP5lD9r11zSq6hdW,https://api.spotify.com/v1/tracks/1XghUZVP5lD9r11zSq6hdW,https://api.spotify.com/v1/audio-analysis/1XghUZVP5lD9r11zSq6hdW,220040.0,4.0,
0.447,0.729,11.0,-4.01,1.0,0.0339,0.000595,0.0248,0.277,0.471,137.195,audio_features,4GhBmjiomCDOZbLq4j2MKs,spotify:track:4GhBmjiomCDOZbLq4j2MKs,https://api.spotify.com/v1/tracks/4GhBmjiomCDOZbLq4j2MKs,https://api.spotify.com/v1/audio-analysis/4GhBmjiomCDOZbLq4j2MKs,285893.0,4.0,
0.758,0.299,7.0,-10.01,1.0,0.0295,0.409,0.255,0.116,0.273,138.099,audio_features,0lTnFTtv4pa2XUWzEQVvSQ,spotify:track:0lTnFTtv4pa2XUWzEQVvSQ,https://api.spotify.com/v1/tracks/0lTnFTtv4pa2XUWzEQVvSQ,https://api.spotify.com/v1/audio-analysis/0lTnFTtv4pa2XUWzEQVvSQ,341993.0,4.0,
0.495,0.854,8.0,-3.711,1.0,0.0473,0.00087,2.53e-06,0.0347,0.778,125.146,audio_features,3D8A7LOk7QJVBDdK0aVzmz,spotify:track:3D8A7LOk7QJVBDdK0aVzmz,https://api.spotify.com/v1/tracks/3D8A7LOk7QJVBDdK0aVzmz,https://api.spotify.com/v1/audio-analysis/3D8A7LOk7QJVBDdK0aVzmz,220240.0,4.0,
0.454,0.886,0.0,-5.186,1.0,0.0555,0.0011,0.041,0.411,0.45,164.877,audio_features,0ifbmfSOomgQptehPpQWvt,spotify:track:0ifbmfSOomgQptehPpQWvt,https://api.spotify.com/v1/tracks/0ifbmfSOomgQptehPpQWvt,https://api.spotify.com/v1/audio-analysis/0ifbmfSOomgQptehPpQWvt,222853.0,4.0,
0.548,0.544,2.0,-8.543,0.0,0.0399,0.442,0.0255,0.329,0.508,95.967,audio_features,5duRQcJxIwBz9TK3cuSABD,spotify:track:5duRQcJxIwBz9TK3cuSABD,https://api.spotify.com/v1/tracks/5duRQcJxIwBz9TK3cuSABD,https://api.spotify.com/v1/audio-analysis/5duRQcJxIwBz9TK3cuSABD,264932.0,4.0,
0.709,0.662,7.0,-6.548,1.0,0.0449,0.0176,0.802,0.066,0.4,127.057,audio_features,68oRUtwK4WqlRbrenUedhe,spotify:track:68oRUtwK4WqlRbrenUedhe,https://api.spotify.com/v1/tracks/68oRUtwK4WqlRbrenUedhe,https://api.spotify.com/v1/audio-analysis/68oRUtwK4WqlRbrenUedhe,220537.0,4.0,
0.44,0.871,3.0,-4.115,1.0,0.0826,0.408,0.0,0.23,0.471,125.969,audio_features,2EsapMjaoCsXGl1G2eubUI,spotify:track:2EsapMjaoCsXGl1G2eubUI,https://api.spotify.com/v1/tracks/2EsapMjaoCsXGl1G2eubUI,https://api.spotify.com/v1/audio-analysis/2EsapMjaoCsXGl1G2eubUI,219010.0,4.0,
0.601,0.596,0.0,-6.555,0.0,0.0252,0.0238,0.00663,0.38,0.43,98.029,audio_features,3RpTj1rkBochCfdkOwmAZn,spotify:track:3RpTj1rkBochCfdkOwmAZn,https://api.spotify.com/v1/tracks/3RpTj1rkBochCfdkOwmAZn,https://api.spotify.com/v1/audio-analysis/3RpTj1rkBochCfdkOwmAZn,222080.0,4.0,
0.67,0.691,3.0,-6.367,1.0,0.0313,0.502,0.0546,0.161,0.556,131.911,audio_features,219DgZUKHAZuzrruslaBvO,spotify:track:219DgZUKHAZuzrruslaBvO,https://api.spotify.com/v1/tracks/219DgZUKHAZuzrruslaBvO,https://api.spotify.com/v1/audio-analysis/219DgZUKHAZuzrruslaBvO,218458.0,4.0,
0.562,0.921,8.0,-7.919,1.0,0.0537,0.0229,0.000202,0.265,0.752,149.695,audio_features,6oLgJATx3ECZ7Pcghmz38L,spotify:track:6oLgJATx3ECZ7Pcghmz38L,https://api.spotify.com/v1/tracks/6oLgJATx3ECZ7Pcghmz38L,https://api.spotify.com/v1/audio-analysis/6oLgJATx3ECZ7Pcghmz38L,228855.0,4.0,
0.785,0.795,7.0,-7.624,0.0,0.0443,0.0431,0.000475,0.101,0.692,99.996,audio_features,4hFMy4uUSJ4hFfYpAVd1OI,spotify:track:4hFMy4uUSJ4hFfYpAVd1OI,https://api.spotify.com/v1/tracks/4hFMy4uUSJ4hFfYpAVd1OI,https://api.spotify.com/v1/audio-analysis/4hFMy4uUSJ4hFfYpAVd1OI,329958.0,4.0,
0.688,0.886,7.0,-6.741,0.0,0.0366,0.00353,0.000262,0.105,0.7,135.025,audio_features,1NTUgyvADYcSYUPrwClkMN,spotify:track:1NTUgyvADYcSYUPrwClkMN,https://api.spotify.com/v1/tracks/1NTUgyvADYcSYUPrwClkMN,https://api.spotify.com/v1/audio-analysis/1NTUgyvADYcSYUPrwClkMN,309333.0,4.0,
0.517,0.607,2.0,-8.902,1.0,0.0299,0.000657,0.0,0.422,0.398,89.996,audio_features,4tBDO1ph3o0y4PLxJ79gZq,spotify:track:4tBDO1ph3o0y4PLxJ79gZq,https://api.spotify.com/v1/tracks/4tBDO1ph3o0y4PLxJ79gZq,https://api.spotify.com/v1/audio-analysis/4tBDO1ph3o0y4PLxJ79gZq,226424.0,4.0,
0.699,0.683,4.0,-7.637,1.0,0.192,0.305,0.0,0.586,0.544,149.981,audio_features,5QY1GdFoXDJBY7BVEaVY8F,spotify:track:5QY1GdFoXDJBY7BVEaVY8F,https://api.spotify.com/v1/tracks/5QY1GdFoXDJBY7BVEaVY8F,https://api.spotify.com/v1/audio-analysis/5QY1GdFoXDJBY7BVEaVY8F,141980.0,4.0,
0.606,0.713,0.0,-6.181,1.0,0.04,0.0174,0.0,0.191,0.355,160.028,audio_features,4fnxkfUWp4ZfR7yuQihHK4,spotify:track:4fnxkfUWp4ZfR7yuQihHK4,https://api.spotify.com/v1/tracks/4fnxkfUWp4ZfR7yuQihHK4,https://api.spotify.com/v1/audio-analysis/4fnxkfUWp4ZfR7yuQihHK4,123209.0,4.0,
0.628,0.73,8.0,-6.843,0.0,0.0281,0.000846,8.31e-05,0.0815,0.684,99.988,audio_features,20QpTp2mYS2G15YnOhhLOc,spotify:track:20QpTp2mYS2G15YnOhhLOc,https://api.spotify.com/v1/tracks/20QpTp2mYS2G15YnOhhLOc,https://api.spotify.com/v1/audio-analysis/20QpTp2mYS2G15YnOhhLOc,251972.0,4.0,
0.705,0.696,9.0,-6.492,1.0,0.0791,0.0223,0.0,0.313,0.793,144.95,audio_features,2DIwgmGJtqDKyIxfWUeEvW,spotify:track:2DIwgmGJtqDKyIxfWUeEvW,https://api.spotify.com/v1/tracks/2DIwgmGJtqDKyIxfWUeEvW,https://api.spotify.com/v1/audio-analysis/2DIwgmGJtqDKyIxfWUeEvW,103878.0,4.0,
0.45,0.757,9.0,-8.442,1.0,0.0684,0.0067,0.000248,0.706,0.613,124.87,audio_features,6tAsCreKqgvLTIg15bjzqf,spotify:track:6tAsCreKqgvLTIg15bjzqf,https://api.spotify.com/v1/tracks/6tAsCreKqgvLTIg15bjzqf,https://api.spotify.com/v1/audio-analysis/6tAsCreKqgvLTIg15bjzqf,207015.0,4.0,
0.478,0.852,1.0,-7.883,0.0,0.0779,0.22,0.000437,0.101,0.793,141.615,audio_features,1U4V1TAIZdTLYVlue1BFiK,spotify:track:1U4V1TAIZdTLYVlue1BFiK,https://api.spotify.com/v1/tracks/1U4V1TAIZdTLYVlue1BFiK,https://api.spotify.com/v1/audio-analysis/1U4V1TAIZdTLYVlue1BFiK,219006.0,4.0,
0.705,0.869,10.0,-5.901,0.0,0.0519,0.0155,6.2e-06,0.107,0.535,101.983,audio_features,7zyqJJ0QwajaHaPLCqZFXN,spotify:track:7zyqJJ0QwajaHaPLCqZFXN,https://api.spotify.com/v1/tracks/7zyqJJ0QwajaHaPLCqZFXN,https://api.spotify.com/v1/audio-analysis/7zyqJJ0QwajaHaPLCqZFXN,193800.0,4.0,
0.424,0.676,1.0,-8.643,1.0,0.134,0.0136,0.000116,0.116,0.268,76.318,audio_features,54zjAmM6zJoW8X0t8brP7u,spotify:track:54zjAmM6zJoW8X0t8brP7u,https://api.spotify.com/v1/tracks/54zjAmM6zJoW8X0t8brP7u,https://api.spotify.com/v1/audio-analysis/54zjAmM6zJoW8X0t8brP7u,314813.0,4.0,
0.701,0.752,10.0,-7.575,0.0,0.0437,0.015,3.2e-05,0.108,0.282,141.955,audio_features,3G05DblSK0kTRwE2SG7clZ,spotify:track:3G05DblSK0kTRwE2SG7clZ,https://api.spotify.com/v1/tracks/3G05DblSK0kTRwE2SG7clZ,https://api.spotify.com/v1/audio-analysis/3G05DblSK0kTRwE2SG7clZ,255787.0,4.0,
0.696,0.784,10.0,-6.034,0.0,0.0527,0.00386,3.62e-06,0.115,0.332,141.93,audio_features,1COOaXjTMj3KF7BTNF4rn6,spotify:track:1COOaXjTMj3KF7BTNF4rn6,https://api.spotify.com/v1/tracks/1COOaXjTMj3KF7BTNF4rn6,https://api.spotify.com/v1/audio-analysis/1COOaXjTMj3KF7BTNF4rn6,250053.0,4.0,
0.504,0.792,5.0,-6.492,0.0,0.0611,0.213,3.49e-05,0.33,0.883,83.83,audio_features,3f7c9WV6cgYsvPm2Ce2zsz,spotify:track:3f7c9WV6cgYsvPm2Ce2zsz,https://api.spotify.com/v1/tracks/3f7c9WV6cgYsvPm2Ce2zsz,https://api.spotify.com/v1/audio-analysis/3f7c9WV6cgYsvPm2Ce2zsz,213507.0,4.0,
0.689,0.876,3.0,-5.732,1.0,0.0666,0.00498,9.12e-06,0.0432,0.576,95.678,audio_features,0MrVZphOOBKs6z9i7maacd,spotify:track:0MrVZphOOBKs6z9i7maacd,https://api.spotify.com/v1/tracks/0MrVZphOOBKs6z9i7maacd,https://api.spotify.com/v1/audio-analysis/0MrVZphOOBKs6z9i7maacd,206333.0,4.0,
0.566,0.693,7.0,-7.141,1.0,0.0975,0.0009,0.0,0.104,0.538,178.013,audio_features,6jds9XHDaH762sPU0bZmRF,spotify:track:6jds9XHDaH762sPU0bZmRF,https://api.spotify.com/v1/tracks/6jds9XHDaH762sPU0bZmRF,https://api.spotify.com/v1/audio-analysis/6jds9XHDaH762sPU0bZmRF,203869.0,4.0,
0.638,0.757,1.0,-6.08,1.0,0.122,0.202,0.0,0.145,0.392,122.203,audio_features,7GlFMJN3RRZEUqbUnJhEEe,spotify:track:7GlFMJN3RRZEUqbUnJhEEe,https://api.spotify.com/v1/tracks/7GlFMJN3RRZEUqbUnJhEEe,https://api.spotify.com/v1/audio-analysis/7GlFMJN3RRZEUqbUnJhEEe,141467.0,4.0,
0.714,0.768,1.0,-6.037,1.0,0.0393,0.0267,0.00582,0.156,0.471,116.017,audio_features,6p8WOEtAdFq4514mpd0eGD,spotify:track:6p8WOEtAdFq4514mpd0eGD,https://api.spotify.com/v1/tracks/6p8WOEtAdFq4514mpd0eGD,https://api.spotify.com/v1/audio-analysis/6p8WOEtAdFq4514mpd0eGD,264749.0,4.0,
0.679,0.837,9.0,-4.587,1.0,0.0772,0.00287,7.6e-06,0.275,0.426,91.061,audio_features,34bQ1UmD4YbFGgZjyiOODz,spotify:track:34bQ1UmD4YbFGgZjyiOODz,https://api.spotify.com/v1/tracks/34bQ1UmD4YbFGgZjyiOODz,https://api.spotify.com/v1/audio-analysis/34bQ1UmD4YbFGgZjyiOODz,174293.0,4.0,
