name,id,artist_popularity,artist_genre,artist_track,likable
Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,67,"['chamber pop', 'folk', 'indie folk', 'indie rock', 'seattle indie', 'stomp and holler']",4EVpmkEwrLYEg6jIsiPMIb,1
Green Day,7oPftvlwr6VrsViSDV7fJY,83,"['permanent wave', 'punk']",7oPftvlwr6VrsViSDV7fJY,1
Biz Markie,22282KfMxDo2PMjnBc82I4,54,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",22282KfMxDo2PMjnBc82I4,1
Band of Horses,0OdUWJ0sBjDrqHygGUXeCF,65,"['indie pop', 'indie rock', 'modern rock', 'stomp and holler']",0OdUWJ0sBjDrqHygGUXeCF,1
Bleachers,2eam0iDomRHGBypaDQLwWI,66,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock']",2eam0iDomRHGBypaDQLwWI,1
blink-182,6FBDaR13swtiWwGhX1WQsP,80,"['pop punk', 'punk', 'rock', 'socal pop punk']",6FBDaR13swtiWwGhX1WQsP,1
Lil Wayne,55Aa2cqylxrFIXC767Z865,91,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",55Aa2cqylxrFIXC767Z865,1
Bad Veins,33rvAGSgPehaV3bvTasx5i,24,[],33rvAGSgPehaV3bvTasx5i,1
L.A. Salami,23HG5wQ67P2pMksEMTbkur,43,['london indie'],23HG5wQ67P2pMksEMTbkur,1
Toh Kay,3ASyBGOeYD6Sk0Vccg8sBW,36,"['folk punk', 'ska', 'ska punk']",3ASyBGOeYD6Sk0Vccg8sBW,1
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,76,"['indie folk', 'stomp and holler']",6ltzsmQQbmdoHHbLZ4ZN25,1
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],0LyfQWJT6nXafLPZqxe9Of,1
Kiltro,27CC3tpq7WQR25M03jKTZm,45,[],27CC3tpq7WQR25M03jKTZm,1
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,92,"['permanent wave', 'pop']",4gzpq5DPGxSnKTe4SA8HAU,1
Brandtson,4wlNIqMnqGY8g2lcFTkzsY,28,"['emo', 'emo punk', 'midwest emo']",4wlNIqMnqGY8g2lcFTkzsY,1
Joe Kaplow,43yeVCwwKolbh0jKiGhiN4,39,['western americana'],43yeVCwwKolbh0jKiGhiN4,1
Jay & The Americans,0DAqhikcMKLo2lPADVz2fs,56,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']",0DAqhikcMKLo2lPADVz2fs,1
Lewis Del Mar,2oqwwcM17wrP9hBD25zKSR,55,"['indie poptimism', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",2oqwwcM17wrP9hBD25zKSR,1
MisterWives,5ivCbtrcD5N4rD337xIb2z,65,"['electropop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock', 'stomp and holler']",5ivCbtrcD5N4rD337xIb2z,1
Joey Dosik,3kANxNTLNOhxpOPoCbGq9E,50,['retro soul'],3kANxNTLNOhxpOPoCbGq9E,1
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,86,"['hip hop', 'ohio hip hop', 'rap']",0fA0VVWsXO9YnASrzqfmYu,1
Relient K,3nJWBJvK7uGvfp4iZh9CkN,60,"['canadian ccm', 'christian alternative rock', 'christian music', 'christian punk', 'pop punk']",3nJWBJvK7uGvfp4iZh9CkN,1
The Greeting Committee,1MIe1z4RdqLqHSJsb7EBMm,59,"['indie pop', 'kc indie', 'modern rock']",1MIe1z4RdqLqHSJsb7EBMm,1
Weezer,3jOstUTkEu2JkjvRdBA5Gu,77,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",3jOstUTkEu2JkjvRdBA5Gu,1
Sonntag,2x5vl3urcjjRGTagZlNh61,31,[],2x5vl3urcjjRGTagZlNh61,1
Wilderado,1Tp7C6LzxZe9Mix6rn4zbI,59,"['deep new americana', 'indie folk', 'modern rock', 'stomp and holler']",1Tp7C6LzxZe9Mix6rn4zbI,1
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,76,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",3NPpFNZtSTHheNBaWC82rB,1
Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,62,"['alternative rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']",1n65zfwYIj5kKEtNgxUlWb,1
Outkast,1G9G7WwrXka3Z1r7aIDjI7,79,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",1G9G7WwrXka3Z1r7aIDjI7,1
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,65,"['folk-pop', 'indie folk', 'indie pop', 'indiecoustica', 'san marcos tx indie', 'shimmer pop', 'stomp and holler']",3Fe3pszR2t4TOBVz41B1WR,1
Architecture In Helsinki,60eT7q88iLWKnuSXed1AGr,48,"['alternative dance', 'australian indie', 'indie pop', 'indie rock', 'indietronica', 'new rave', 'shimmer pop']",60eT7q88iLWKnuSXed1AGr,1
HNNY,6Yae9Ia1nq6JLLojBzwN1r,58,"['deep house', 'electronica', 'indie soul', 'swedish electronic', 'swedish house', 'swedish synthpop']",6Yae9Ia1nq6JLLojBzwN1r,1
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,67,"['alternative rock', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",0YrtvWJMgSdVrk3SfNjTbx,1
Tanya Davis,4m8uSUMBrDsx5Ym1LKRfEj,32,['pei indie'],4m8uSUMBrDsx5Ym1LKRfEj,1
Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,79,"['modern rock', 'punk blues', 'rock']",26T3LtbuGT1Fu9m0eRq5X3,1
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,81,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",16oZKvXb6WkQlVAjwo2Wbg,1
Queen,1dfeR4HaWDbWqFHLkxsg1d,88,"['classic rock', 'glam rock', 'rock']",1dfeR4HaWDbWqFHLkxsg1d,1
Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy,62,"['acoustic punk', 'alternative rock', 'punk', 'rock']",0rpMdBzQXf7aYRnu5fDBJy,1
Vance Joy,10exVja0key0uqUkk6LJRT,80,"['folk-pop', 'modern rock', 'pop', 'pop rock']",10exVja0key0uqUkk6LJRT,1
Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,79,"['modern rock', 'punk blues', 'rock']",26T3LtbuGT1Fu9m0eRq5X3,1
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,81,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",16oZKvXb6WkQlVAjwo2Wbg,1
Radical Face,5EM6xJN2QNk0cL7EEm9HR9,63,"['indie folk', 'jacksonville indie', 'stomp and holler']",5EM6xJN2QNk0cL7EEm9HR9,1
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,82,"['emo', 'modern rock', 'rock']",4UXqAaa6dQYAk18Lv7PEgX,1
Wilderado,1Tp7C6LzxZe9Mix6rn4zbI,59,"['deep new americana', 'indie folk', 'modern rock', 'stomp and holler']",1Tp7C6LzxZe9Mix6rn4zbI,1
Shovels & Rope,1M3BVQ36cqPQix8lQNCh4K,54,"['alternative country', 'deep new americana', 'folk', 'indie folk', 'new americana', 'roots rock', 'south carolina indie', 'stomp and holler']",1M3BVQ36cqPQix8lQNCh4K,1
Secondhand Serenade,6eouuqqGggqDlYRV63cgPo,63,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",6eouuqqGggqDlYRV63cgPo,1
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,70,"['alternative rock', 'pop rock']",2iEvnFsWxR0Syqu2JNopAd,1
Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,55,"['anti-folk', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",3UpIbyXfGzmHG6TMH4dJEk,1
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,68,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",6TcnmlCSxihzWOQJ8k0rNS,1
Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,74,"['ambient worship', 'chamber pop', 'pop']",0MeLMJJcouYXCymQSHPn8g,1
Lewis Del Mar,2oqwwcM17wrP9hBD25zKSR,55,"['indie poptimism', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",2oqwwcM17wrP9hBD25zKSR,1
Coast Modern,4wYk01oPJNfaEssVFL46oQ,57,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock']",4wYk01oPJNfaEssVFL46oQ,1
The White Stripes,4F84IBURUo98rz4r61KF70,75,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",4F84IBURUo98rz4r61KF70,1
Ezra Bell,1nGqKVGfPPiVgxMdx8hYOI,45,"['deep new americana', 'portland indie']",1nGqKVGfPPiVgxMdx8hYOI,1
Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,63,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",1bwUhKRmEkOZ1wuTnV9XjC,1
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,76,"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",3gd8FJtBJtkRxdfbTu19U2,1
Little Green Cars,2Vz3AN2wY3xjS2jCaGMVsy,41,"['irish rock', 'melancholia', 'metropopolis', 'shimmer pop', 'shiver pop', 'stomp and holler']",2Vz3AN2wY3xjS2jCaGMVsy,1
The Mountain Goats,3hyGGjxu73JuzBa757H6R5,61,"['alternative rock', 'anti-folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",3hyGGjxu73JuzBa757H6R5,1
Hozier,2FXC3k01G6Gw61bmprjgqS,82,"['irish singer-songwriter', 'modern rock', 'pop']",2FXC3k01G6Gw61bmprjgqS,1
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,69,"['electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'pop rock', 'shimmer pop']",3CjlHNtplJyTf9npxaPl5w,1
alt-J,3XHO7cRUPCLOr6jwp8vsx5,76,['indie rock'],3XHO7cRUPCLOr6jwp8vsx5,1
The Airborne Toxic Event,7xovAENFxmyEWhzbnHsB3Z,55,"['indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",7xovAENFxmyEWhzbnHsB3Z,1
Walter Mitty and His Makeshift Orchestra,1iuJNmtyZVJxHVrnosRipw,38,['folk punk'],1iuJNmtyZVJxHVrnosRipw,1
Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,66,"['bow pop', 'pop punk', 'pop rock', 'rock', 'socal pop punk']",3zxKH0qp3nBCuPZCZT5Vaf,1
Atta Boy,3RcaUsjj5gt1x2QK3TSNS2,45,"['deep new americana', 'indie pop']",3RcaUsjj5gt1x2QK3TSNS2,1
The Felice Brothers,4Ajgo7nAsTzjSFymIfBjZ1,47,"['alternative country', 'anti-folk', 'chamber pop', 'deep new americana', 'folk', 'indie folk', 'modern folk rock', 'new americana', 'roots rock', 'stomp and holler']",4Ajgo7nAsTzjSFymIfBjZ1,1
Caamp,0wyMPXGfOuQzNR54ujR9Ix,71,"['indie folk', 'stomp and holler']",0wyMPXGfOuQzNR54ujR9Ix,1
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,73,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",6DIS6PRrLS3wbnZsf7vYic,1
Journey,0rvjqX7ttXeg3mTy8Xscbt,77,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0rvjqX7ttXeg3mTy8Xscbt,1
The Dodos,10tysauSA5JATqniBDu2Ed,43,"['art pop', 'bay area indie', 'indie rock', 'stomp and holler']",10tysauSA5JATqniBDu2Ed,1
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,74,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",7nwUJBm0HE4ZxD3f5cy5ok,1
Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh,64,"['alabama indie', 'modern blues rock', 'rock']",16GcWuvvybAoaHr0NqT8Eh,1
Walter Mitty and His Makeshift Orchestra,1iuJNmtyZVJxHVrnosRipw,38,['folk punk'],1iuJNmtyZVJxHVrnosRipw,1
Noah And The Whale,0aeLcja6hKzb7Uz2ou7ulP,60,"['indie folk', 'indie pop', 'indie rock', 'stomp and holler']",0aeLcja6hKzb7Uz2ou7ulP,1
Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,66,"['alternative rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'piano rock', 'pop rock', 'rock', 'stomp and holler']",6VDdCwrBM4qQaGxoAyxyJC,1
The Kooks,1GLtl8uqKmnyCWxHmw9tL4,72,"['brighton indie', 'modern rock', 'rock']",1GLtl8uqKmnyCWxHmw9tL4,1
Sister Sparrow,5kah03Pzp6s8eD8vRIhdfL,39,['retro soul'],5kah03Pzp6s8eD8vRIhdfL,1
Cloud Control,5DCtsJfyBEzvZ9qN7jSA6j,44,"['australian indie', 'australian indie folk', 'australian indie rock']",5DCtsJfyBEzvZ9qN7jSA6j,1
The Happy Fits,73rPcaYEhBd0UuVZBqqyQJ,61,"['indie pop', 'modern alternative rock', 'modern folk rock', 'modern rock', 'new jersey indie']",73rPcaYEhBd0UuVZBqqyQJ,1
Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,72,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",4tX2TplrkIP4v05BNC903e,1
Paul Baribeau,6I3KHx5mARRC9v1k1wZiIQ,16,"['acoustic punk', 'anti-folk', 'folk punk']",6I3KHx5mARRC9v1k1wZiIQ,1
The Wombats,0Ya43ZKWHTKkAbkoJJkwIB,71,"['liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",0Ya43ZKWHTKkAbkoJJkwIB,1
Bright Eyes,5o206eFLx38glA2bb4zqIU,62,"['anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",5o206eFLx38glA2bb4zqIU,1
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,74,"['neo mellow', 'piano rock', 'pop', 'pop rock']",0zOcE3mg9nS6l3yxt1Y0bK,1
OK Go,3hozsZ9hqNq7CoBGYNlFTz,60,"['alternative rock', 'chicago indie', 'indie rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']",3hozsZ9hqNq7CoBGYNlFTz,1
The Mountain Goats,3hyGGjxu73JuzBa757H6R5,61,"['alternative rock', 'anti-folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",3hyGGjxu73JuzBa757H6R5,1
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,67,"['alternative rock', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",0YrtvWJMgSdVrk3SfNjTbx,1
Langhorne Slim,099toTcKJoywTosZr2hHjy,57,"['anti-folk', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",099toTcKJoywTosZr2hHjy,1
Wild Child,1xLMexpeeTKQ20SwGMaGSK,55,"['austin americana', 'austindie', 'deep new americana', 'folk-pop', 'indie folk', 'new americana', 'stomp and holler']",1xLMexpeeTKQ20SwGMaGSK,1
Yellow House,2jAzx88tHo3KNYauXANisl,50,['south african alternative'],2jAzx88tHo3KNYauXANisl,1
Foster The People,7gP3bB2nilZXLfPHJhMdvc,76,"['indietronica', 'modern rock', 'pop rock', 'rock']",7gP3bB2nilZXLfPHJhMdvc,1
The Mountain Goats,3hyGGjxu73JuzBa757H6R5,61,"['alternative rock', 'anti-folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",3hyGGjxu73JuzBa757H6R5,1
Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,67,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']",2xaAOVImG2O6lURwqperlD,1
Rainbow Kitten Surprise,4hz8tIajF2INpgM0qzPJz2,74,['modern rock'],4hz8tIajF2INpgM0qzPJz2,1
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,83,['modern rock'],20JZFwl6HVl6yg8a4H3ZqK,1
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,82,"['emo', 'modern rock', 'rock']",4UXqAaa6dQYAk18Lv7PEgX,1
Nathaniel Rateliff & The Night Sweats,02seUFsFQP7TH4hLrTj77o,65,"['modern blues rock', 'new americana', 'rock', 'roots rock', 'stomp and holler']",02seUFsFQP7TH4hLrTj77o,1
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],0LyfQWJT6nXafLPZqxe9Of,1
Steve Lacy,57vWImR43h4CaDao012Ofp,81,"['afrofuturism', 'pop']",57vWImR43h4CaDao012Ofp,1
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,82,"['emo', 'modern rock', 'rock']",4UXqAaa6dQYAk18Lv7PEgX,1
The Struts,3lDpdwM8KILepMHqBWUhIA,64,"['glam rock', 'modern alternative rock', 'modern rock']",3lDpdwM8KILepMHqBWUhIA,1
Charlie Allen,33SdDU5uSCrD6hI3dE5ft8,27,['indiecoustica'],33SdDU5uSCrD6hI3dE5ft8,1
Islands,1ObsHTgbvIYOfSHohHuV6n,39,"['indie rock', 'quebec indie', 'stomp and holler']",1ObsHTgbvIYOfSHohHuV6n,1
blink-182,6FBDaR13swtiWwGhX1WQsP,80,"['pop punk', 'punk', 'rock', 'socal pop punk']",6FBDaR13swtiWwGhX1WQsP,1
The Strumbellas,6ujr1NkqbZpYOhquczUUfl,63,"['canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",6ujr1NkqbZpYOhquczUUfl,1
Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,79,"['grunge', 'permanent wave', 'rock']",1w5Kfo2jwwIPruYS2UWh56,1
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,80,"['disco', 'mellow gold', 'soft rock']",1LZEQNv7sE11VDY3SdxQeN,1
Gang Starr,5cMgGlA1xGyeAB2ctYlRdZ,65,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",5cMgGlA1xGyeAB2ctYlRdZ,1
mewithoutYou,3D4qYDvoPn5cQxtBm4oseo,49,"['dreamo', 'emo', 'indie rock', 'philly indie', 'screamo']",3D4qYDvoPn5cQxtBm4oseo,1
Ruen Brothers,0CBu2ZuF5503TaauGVk1Go,38,['alternative americana'],0CBu2ZuF5503TaauGVk1Go,1
Bright Eyes,5o206eFLx38glA2bb4zqIU,62,"['anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",5o206eFLx38glA2bb4zqIU,1
fun.,5nCi3BB41mBaMH9gfr6Su0,72,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",5nCi3BB41mBaMH9gfr6Su0,1
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,81,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",16oZKvXb6WkQlVAjwo2Wbg,1
Smallpools,4iiQabGKtS2RtTKpVkrVTw,59,"['electropop', 'hopebeat', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock']",4iiQabGKtS2RtTKpVkrVTw,1
Jeff Buckley,3nnQpaTvKb5jCQabZefACI,64,"['art rock', 'melancholia', 'permanent wave', 'rock', 'singer-songwriter']",3nnQpaTvKb5jCQabZefACI,1
Liz Vice,5KYcfVCcUgV4d1KP3Wozyx,43,['portland hip hop'],5KYcfVCcUgV4d1KP3Wozyx,1
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,73,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",4dwdTW1Lfiq0cM8nBAqIIz,1
Queen,1dfeR4HaWDbWqFHLkxsg1d,88,"['classic rock', 'glam rock', 'rock']",1dfeR4HaWDbWqFHLkxsg1d,1
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,65,"['folk-pop', 'indie folk', 'indie pop', 'indiecoustica', 'san marcos tx indie', 'shimmer pop', 'stomp and holler']",3Fe3pszR2t4TOBVz41B1WR,1
"Slaughter Beach, Dog",3lWVgSwutPsiJ8Awm7OTKU,56,"['alternative emo', 'anti-folk', 'bubblegrunge', 'emo', 'indie pop', 'indie rock', 'lo-fi emo', 'midwest emo', 'small room']",3lWVgSwutPsiJ8Awm7OTKU,1
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,88,"['art pop', 'dance pop', 'pop']",1HY2Jd0NmPuamShAr6KMms,1
Tow'rs,3LcpRDABINyBTa4V1s9Hql,48,"['acoustic pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",3LcpRDABINyBTa4V1s9Hql,1
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,75,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",77tT1kLj6mCWtFNqiOmP9H,1
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,75,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",7mnBLXK823vNxN3UWB7Gfz,1
The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,82,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",5me0Irg2ANcsgc93uaYrpb,1
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,69,"['electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'pop rock', 'shimmer pop']",3CjlHNtplJyTf9npxaPl5w,1
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,75,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",7mnBLXK823vNxN3UWB7Gfz,1
The Fratellis,3M4ThdJR28z9eSMcQHAZ5G,65,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",3M4ThdJR28z9eSMcQHAZ5G,1
The New Electric Sound,33Y5JkVwK4c1H8YhuG3zze,35,['utah indie'],33Y5JkVwK4c1H8YhuG3zze,1
Ben Rector,4AapPt7H6bGH4i7chTulpI,67,"['acoustic pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock', 'pop rock']",4AapPt7H6bGH4i7chTulpI,1
The Killers,0C0XlULifJtAgn6ZNCW2eu,81,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",0C0XlULifJtAgn6ZNCW2eu,1
Vance Joy,10exVja0key0uqUkk6LJRT,80,"['folk-pop', 'modern rock', 'pop', 'pop rock']",10exVja0key0uqUkk6LJRT,1
Jack Stauber,1vVHevk2PD45epYnDi9CCc,67,['pittsburgh indie'],1vVHevk2PD45epYnDi9CCc,1
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,80,"['baroque pop', 'pop', 'uk alternative pop']",1moxjboGR7GNWYIMWsRjgG,1
WILLIS,3OykSjAE6F2Mb51WplFoRk,59,['alabama indie'],3OykSjAE6F2Mb51WplFoRk,1
Wolf Parade,0XSqX2PB3C5dTMv7SZaxSm,47,"['alternative rock', 'canadian indie', 'indie pop', 'indie rock', 'modern rock', 'quebec indie', 'stomp and holler']",0XSqX2PB3C5dTMv7SZaxSm,1
Chance Peña,4lhUHpVOXmkEBGGHV71QCh,53,[],4lhUHpVOXmkEBGGHV71QCh,1
Kimya Dawson,5PPCkoOKabpGGhqrUwSikz,52,"['anti-folk', 'folk punk', 'indie pop', 'olympia wa indie']",5PPCkoOKabpGGhqrUwSikz,1
Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,67,"['chamber pop', 'folk', 'indie folk', 'indie rock', 'seattle indie', 'stomp and holler']",4EVpmkEwrLYEg6jIsiPMIb,1
The Front Bottoms,5ictveRyhWRs8Gt8Dvt1hS,67,"['asbury park indie', 'emo', 'modern rock', 'new jersey indie']",5ictveRyhWRs8Gt8Dvt1hS,1
Never Shout Never,5pUmXBIQtqpvdV1HAy2xYC,55,"['alternative pop rock', 'neon pop punk', 'pop emo', 'pop punk']",5pUmXBIQtqpvdV1HAy2xYC,1
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,71,"['baroque pop', 'indie rock', 'modern rock']",5BvJzeQpmsdsFp4HGUYUEx,1
Field Medic,4wMfqR1EZagrSlYndItxGQ,52,"['bubblegrunge', 'indie pop', 'lo-fi indie', 'small room']",4wMfqR1EZagrSlYndItxGQ,1
Billie Marten,02YLJJnWC7YQVixkjEBRn7,63,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indie pop']",02YLJJnWC7YQVixkjEBRn7,1
Blitzen Trapper,72XY3HrDdFfZXNZFCT9Zh1,51,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']",72XY3HrDdFfZXNZFCT9Zh1,1
The Strumbellas,6ujr1NkqbZpYOhquczUUfl,63,"['canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",6ujr1NkqbZpYOhquczUUfl,1
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,82,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0X2BH1fck6amBIoJhDVmmJ,1
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,81,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0oSGxfWSnnOXhD2fKuz2Gy,1
OK Go,3hozsZ9hqNq7CoBGYNlFTz,60,"['alternative rock', 'chicago indie', 'indie rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']",3hozsZ9hqNq7CoBGYNlFTz,1
The Avett Brothers,196lKsA13K3keVXMDFK66q,66,"['indie folk', 'neo mellow', 'new americana', 'north carolina indie', 'north carolina roots', 'pop rock', 'progressive bluegrass', 'roots rock', 'stomp and holler']",196lKsA13K3keVXMDFK66q,1
The Postal Service,5yV1qdnmxyIYiSFB02wpDj,57,"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']",5yV1qdnmxyIYiSFB02wpDj,1
Shannon & The Clams,6A5Ns1SpGWTt8SzXPwiqVE,49,"['bay area indie', 'garage pop', 'indie garage rock', 'oakland indie', 'power-pop punk']",6A5Ns1SpGWTt8SzXPwiqVE,1
Erthlings,7l66fxCnEL8pBlzI5QwGBe,32,['australian alternative pop'],7l66fxCnEL8pBlzI5QwGBe,1
Sorcha Richardson,04Zh21lNHZb2MCCcRcN2pc,45,['deep euro house'],04Zh21lNHZb2MCCcRcN2pc,1
Beastie Boys,03r4iKL2g2442PT9n2UKsx,72,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",03r4iKL2g2442PT9n2UKsx,1
