danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.539,0.596,2,-9.129,0,0.0246,0.548,0.0,0.106,0.535,101.765,audio_features,56TF6UPlucOfUolhXcEYGb,spotify:track:56TF6UPlucOfUolhXcEYGb,https://api.spotify.com/v1/tracks/56TF6UPlucOfUolhXcEYGb,https://api.spotify.com/v1/audio-analysis/56TF6UPlucOfUolhXcEYGb,204613,3
0.343,0.873,8,-6.048,0,0.076,0.000538,0.00208,0.329,0.257,119.837,audio_features,0HcZ204DRBCZBfiKTVdSkB,spotify:track:0HcZ204DRBCZBfiKTVdSkB,https://api.spotify.com/v1/tracks/0HcZ204DRBCZBfiKTVdSkB,https://api.spotify.com/v1/audio-analysis/0HcZ204DRBCZBfiKTVdSkB,230075,4
0.347,0.93,10,-5.978,0,0.317,0.00116,0.0047,0.541,0.281,150.005,audio_features,590vxkl1PX7ZvCGpKzTN9E,spotify:track:590vxkl1PX7ZvCGpKzTN9E,https://api.spotify.com/v1/tracks/590vxkl1PX7ZvCGpKzTN9E,https://api.spotify.com/v1/audio-analysis/590vxkl1PX7ZvCGpKzTN9E,206910,4
0.443,0.15,4,-17.047,1,0.0279,0.964,0.000103,0.096,0.13,105.297,audio_features,3Avuo18nkP2qv5l4VgBtwp,spotify:track:3Avuo18nkP2qv5l4VgBtwp,https://api.spotify.com/v1/tracks/3Avuo18nkP2qv5l4VgBtwp,https://api.spotify.com/v1/audio-analysis/3Avuo18nkP2qv5l4VgBtwp,217227,4
0.337,0.529,10,-7.995,1,0.0298,0.334,0.00173,0.7,0.372,140.076,audio_features,0Z9N7UNXpMRI4GDcvQgP0P,spotify:track:0Z9N7UNXpMRI4GDcvQgP0P,https://api.spotify.com/v1/tracks/0Z9N7UNXpMRI4GDcvQgP0P,https://api.spotify.com/v1/audio-analysis/0Z9N7UNXpMRI4GDcvQgP0P,321550,4
0.758,0.604,7,-9.858,0,0.0429,0.395,0.000926,0.101,0.546,117.975,audio_features,3vE5UBYUVM7EM93oznYcRJ,spotify:track:3vE5UBYUVM7EM93oznYcRJ,https://api.spotify.com/v1/tracks/3vE5UBYUVM7EM93oznYcRJ,https://api.spotify.com/v1/audio-analysis/3vE5UBYUVM7EM93oznYcRJ,252933,4
0.268,0.687,10,-4.995,0,0.0391,0.0904,0.0,0.109,0.143,186.056,audio_features,367na6zfsQhIuQxBEtHeX6,spotify:track:367na6zfsQhIuQxBEtHeX6,https://api.spotify.com/v1/tracks/367na6zfsQhIuQxBEtHeX6,https://api.spotify.com/v1/audio-analysis/367na6zfsQhIuQxBEtHeX6,284772,4
0.302,0.866,8,-7.203,0,0.0504,0.00588,0.000301,0.0584,0.628,119.779,audio_features,38VS1Ijf8EPGF0OwjBuxnQ,spotify:track:38VS1Ijf8EPGF0OwjBuxnQ,https://api.spotify.com/v1/tracks/38VS1Ijf8EPGF0OwjBuxnQ,https://api.spotify.com/v1/audio-analysis/38VS1Ijf8EPGF0OwjBuxnQ,291983,4
0.402,0.763,5,-8.372,0,0.415,0.498,0.000569,0.901,0.426,80.834,audio_features,1syosULRIfDdNzpl46ypcl,spotify:track:1syosULRIfDdNzpl46ypcl,https://api.spotify.com/v1/tracks/1syosULRIfDdNzpl46ypcl,https://api.spotify.com/v1/audio-analysis/1syosULRIfDdNzpl46ypcl,238147,4
0.267,0.61,10,-7.198,1,0.0335,0.145,0.000148,0.11,0.441,76.859,audio_features,2QQHGenSalGO7E7AWJaPZq,spotify:track:2QQHGenSalGO7E7AWJaPZq,https://api.spotify.com/v1/tracks/2QQHGenSalGO7E7AWJaPZq,https://api.spotify.com/v1/audio-analysis/2QQHGenSalGO7E7AWJaPZq,284387,4
0.323,0.126,2,-19.735,1,0.032,0.903,0.578,0.359,0.0738,80.604,audio_features,2qNZHRL2WIbe98f1auPbeu,spotify:track:2qNZHRL2WIbe98f1auPbeu,https://api.spotify.com/v1/tracks/2qNZHRL2WIbe98f1auPbeu,https://api.spotify.com/v1/audio-analysis/2qNZHRL2WIbe98f1auPbeu,198360,4
0.56,0.729,2,-7.395,0,0.0358,0.00162,9.71e-06,0.0915,0.602,134.024,audio_features,2r0WuRvSYu6DXxxDIlvooc,spotify:track:2r0WuRvSYu6DXxxDIlvooc,https://api.spotify.com/v1/tracks/2r0WuRvSYu6DXxxDIlvooc,https://api.spotify.com/v1/audio-analysis/2r0WuRvSYu6DXxxDIlvooc,209027,4
0.443,0.739,2,-7.159,1,0.055,0.12,0.00056,0.341,0.544,124.082,audio_features,55Djo3KzQbvtS7SEVdN9VS,spotify:track:55Djo3KzQbvtS7SEVdN9VS,https://api.spotify.com/v1/tracks/55Djo3KzQbvtS7SEVdN9VS,https://api.spotify.com/v1/audio-analysis/55Djo3KzQbvtS7SEVdN9VS,195702,4
0.594,0.976,7,-4.225,1,0.117,0.0841,0.0,0.273,0.693,145.131,audio_features,1neQivTH5WmV06lMkSXcb6,spotify:track:1neQivTH5WmV06lMkSXcb6,https://api.spotify.com/v1/tracks/1neQivTH5WmV06lMkSXcb6,https://api.spotify.com/v1/audio-analysis/1neQivTH5WmV06lMkSXcb6,155909,4
0.263,0.459,7,-7.895,1,0.0296,0.0719,0.827,0.187,0.391,98.728,audio_features,2fPXGuRNuiZ5bnShU3ZhPa,spotify:track:2fPXGuRNuiZ5bnShU3ZhPa,https://api.spotify.com/v1/tracks/2fPXGuRNuiZ5bnShU3ZhPa,https://api.spotify.com/v1/audio-analysis/2fPXGuRNuiZ5bnShU3ZhPa,231680,3
0.457,0.91,0,-2.932,1,0.0345,0.0207,2.02e-05,0.249,0.572,160.212,audio_features,1t0GEXD0dQpuNXae79s5YS,spotify:track:1t0GEXD0dQpuNXae79s5YS,https://api.spotify.com/v1/tracks/1t0GEXD0dQpuNXae79s5YS,https://api.spotify.com/v1/audio-analysis/1t0GEXD0dQpuNXae79s5YS,169067,4
0.604,0.494,4,-6.154,1,0.0325,0.24,0.000178,0.539,0.391,96.005,audio_features,2KogEl1r0tDgIgJiLaA7y1,spotify:track:2KogEl1r0tDgIgJiLaA7y1,https://api.spotify.com/v1/tracks/2KogEl1r0tDgIgJiLaA7y1,https://api.spotify.com/v1/audio-analysis/2KogEl1r0tDgIgJiLaA7y1,219200,4
0.279,0.12,4,-11.037,1,0.039,0.914,0.0,0.247,0.512,101.088,audio_features,1SX8HSsHC08dO0sZdi9H7A,spotify:track:1SX8HSsHC08dO0sZdi9H7A,https://api.spotify.com/v1/tracks/1SX8HSsHC08dO0sZdi9H7A,https://api.spotify.com/v1/audio-analysis/1SX8HSsHC08dO0sZdi9H7A,96093,4
0.639,0.796,2,-4.158,1,0.0741,0.449,0.122,0.0436,0.709,135.192,audio_features,3Msw7kxI71LXFK6Fhjljjc,spotify:track:3Msw7kxI71LXFK6Fhjljjc,https://api.spotify.com/v1/tracks/3Msw7kxI71LXFK6Fhjljjc,https://api.spotify.com/v1/audio-analysis/3Msw7kxI71LXFK6Fhjljjc,184107,4
0.669,0.91,2,-2.467,1,0.0519,0.0433,2.33e-06,0.138,0.685,109.888,audio_features,2pYkWMHmwjorMjuFpUXZl0,spotify:track:2pYkWMHmwjorMjuFpUXZl0,https://api.spotify.com/v1/tracks/2pYkWMHmwjorMjuFpUXZl0,https://api.spotify.com/v1/audio-analysis/2pYkWMHmwjorMjuFpUXZl0,200920,4
0.684,0.761,7,-3.779,1,0.0315,0.0814,2.58e-05,0.251,0.724,98.056,audio_features,4yU4HXqEpHWIhKk9IHRvrn,spotify:track:4yU4HXqEpHWIhKk9IHRvrn,https://api.spotify.com/v1/tracks/4yU4HXqEpHWIhKk9IHRvrn,https://api.spotify.com/v1/audio-analysis/4yU4HXqEpHWIhKk9IHRvrn,242160,4
0.594,0.928,4,-4.781,1,0.0519,0.0182,0.00536,0.124,0.923,131.001,audio_features,50ng2AslK2GkljqsPNlt6S,spotify:track:50ng2AslK2GkljqsPNlt6S,https://api.spotify.com/v1/tracks/50ng2AslK2GkljqsPNlt6S,https://api.spotify.com/v1/audio-analysis/50ng2AslK2GkljqsPNlt6S,153373,4
0.402,0.332,7,-3.395,1,0.0313,0.928,0.0991,0.381,0.341,109.645,audio_features,5U430lbha0XWLZPKhV5IzD,spotify:track:5U430lbha0XWLZPKhV5IzD,https://api.spotify.com/v1/tracks/5U430lbha0XWLZPKhV5IzD,https://api.spotify.com/v1/audio-analysis/5U430lbha0XWLZPKhV5IzD,164027,4
0.57,0.899,4,-4.621,1,0.108,0.266,0.000383,0.445,0.831,155.802,audio_features,6Qob4B9BvRrjSP9cqWAc1O,spotify:track:6Qob4B9BvRrjSP9cqWAc1O,https://api.spotify.com/v1/tracks/6Qob4B9BvRrjSP9cqWAc1O,https://api.spotify.com/v1/audio-analysis/6Qob4B9BvRrjSP9cqWAc1O,355733,4
0.509,0.877,5,-6.122,1,0.0774,0.122,0.00236,0.407,0.603,140.197,audio_features,3LX7AhUOxH7u8yd0u8Kw1t,spotify:track:3LX7AhUOxH7u8yd0u8Kw1t,https://api.spotify.com/v1/tracks/3LX7AhUOxH7u8yd0u8Kw1t,https://api.spotify.com/v1/audio-analysis/3LX7AhUOxH7u8yd0u8Kw1t,277307,4
0.407,0.567,7,-6.61,1,0.0328,0.168,0.00615,0.125,0.465,108.898,audio_features,1M0JVdSThE8KrOfNNvdm7E,spotify:track:1M0JVdSThE8KrOfNNvdm7E,https://api.spotify.com/v1/tracks/1M0JVdSThE8KrOfNNvdm7E,https://api.spotify.com/v1/audio-analysis/1M0JVdSThE8KrOfNNvdm7E,249067,1
0.46,0.817,2,-6.598,1,0.0464,0.21,0.566,0.171,0.801,120.203,audio_features,3HSdiL4XEXQ4Bz8cWmlnti,spotify:track:3HSdiL4XEXQ4Bz8cWmlnti,https://api.spotify.com/v1/tracks/3HSdiL4XEXQ4Bz8cWmlnti,https://api.spotify.com/v1/audio-analysis/3HSdiL4XEXQ4Bz8cWmlnti,242013,4
0.541,0.518,0,-8.613,1,0.0449,0.492,0.735,0.0922,0.568,78.133,audio_features,2bnNxEiJ8WKecq0qmO25ak,spotify:track:2bnNxEiJ8WKecq0qmO25ak,https://api.spotify.com/v1/tracks/2bnNxEiJ8WKecq0qmO25ak,https://api.spotify.com/v1/audio-analysis/2bnNxEiJ8WKecq0qmO25ak,168573,3
0.437,0.75,11,-5.188,0,0.138,0.554,1.68e-06,0.353,0.585,120.954,audio_features,4mH51uDonpU2Te4C7wukJr,spotify:track:4mH51uDonpU2Te4C7wukJr,https://api.spotify.com/v1/tracks/4mH51uDonpU2Te4C7wukJr,https://api.spotify.com/v1/audio-analysis/4mH51uDonpU2Te4C7wukJr,299547,4
0.551,0.866,2,-7.303,1,0.0307,0.247,5.39e-06,0.304,0.966,133.066,audio_features,0oqaFjeZSclObfUf8ZqcnE,spotify:track:0oqaFjeZSclObfUf8ZqcnE,https://api.spotify.com/v1/tracks/0oqaFjeZSclObfUf8ZqcnE,https://api.spotify.com/v1/audio-analysis/0oqaFjeZSclObfUf8ZqcnE,179560,4
0.524,0.961,0,-5.666,1,0.0454,0.00768,0.0296,0.0752,0.833,77.491,audio_features,35BexviO05WPatC3iRP6j1,spotify:track:35BexviO05WPatC3iRP6j1,https://api.spotify.com/v1/tracks/35BexviO05WPatC3iRP6j1,https://api.spotify.com/v1/audio-analysis/35BexviO05WPatC3iRP6j1,240173,4
0.459,0.658,7,-8.727,1,0.0372,0.351,0.381,0.169,0.849,121.451,audio_features,1XheLClJGSgidUzEBlKJIs,spotify:track:1XheLClJGSgidUzEBlKJIs,https://api.spotify.com/v1/tracks/1XheLClJGSgidUzEBlKJIs,https://api.spotify.com/v1/audio-analysis/1XheLClJGSgidUzEBlKJIs,155373,4
0.658,0.74,11,-7.559,0,0.192,0.14,0.841,0.178,0.654,110.14,audio_features,3LeOrBGVcNb5ctOVlEu7al,spotify:track:3LeOrBGVcNb5ctOVlEu7al,https://api.spotify.com/v1/tracks/3LeOrBGVcNb5ctOVlEu7al,https://api.spotify.com/v1/audio-analysis/3LeOrBGVcNb5ctOVlEu7al,208467,4
0.597,0.923,2,-3.748,1,0.0614,0.239,0.00164,0.149,0.777,142.32,audio_features,5i2A1ZJY2NuUJDyPfpJTys,spotify:track:5i2A1ZJY2NuUJDyPfpJTys,https://api.spotify.com/v1/tracks/5i2A1ZJY2NuUJDyPfpJTys,https://api.spotify.com/v1/audio-analysis/5i2A1ZJY2NuUJDyPfpJTys,254947,4
0.68,0.828,2,-3.109,1,0.107,0.652,0.0823,0.146,0.793,120.038,audio_features,1epA4F0NqO4vfPALYTTITM,spotify:track:1epA4F0NqO4vfPALYTTITM,https://api.spotify.com/v1/tracks/1epA4F0NqO4vfPALYTTITM,https://api.spotify.com/v1/audio-analysis/1epA4F0NqO4vfPALYTTITM,173907,4
0.575,0.829,7,-6.911,1,0.0489,0.627,0.0,0.112,0.962,171.985,audio_features,5obDxeGvcWPyruiCUZkywo,spotify:track:5obDxeGvcWPyruiCUZkywo,https://api.spotify.com/v1/tracks/5obDxeGvcWPyruiCUZkywo,https://api.spotify.com/v1/audio-analysis/5obDxeGvcWPyruiCUZkywo,281280,4
0.771,0.449,3,-7.858,1,0.0273,0.687,0.00385,0.251,0.48,100.062,audio_features,6mVGetRG21LmSpXa7STQpM,spotify:track:6mVGetRG21LmSpXa7STQpM,https://api.spotify.com/v1/tracks/6mVGetRG21LmSpXa7STQpM,https://api.spotify.com/v1/audio-analysis/6mVGetRG21LmSpXa7STQpM,212573,4
0.455,0.171,6,-13.093,1,0.0384,0.867,2.43e-05,0.115,0.198,120.57,audio_features,2C3vRo9sT8BnmNl5dqgNQd,spotify:track:2C3vRo9sT8BnmNl5dqgNQd,https://api.spotify.com/v1/tracks/2C3vRo9sT8BnmNl5dqgNQd,https://api.spotify.com/v1/audio-analysis/2C3vRo9sT8BnmNl5dqgNQd,551640,4
0.633,0.497,5,-9.246,1,0.0466,0.241,3.61e-05,0.361,0.571,80.496,audio_features,4QzMQk83wfm9actZW6Fx0Z,spotify:track:4QzMQk83wfm9actZW6Fx0Z,https://api.spotify.com/v1/tracks/4QzMQk83wfm9actZW6Fx0Z,https://api.spotify.com/v1/audio-analysis/4QzMQk83wfm9actZW6Fx0Z,251062,4
0.557,0.303,7,-13.723,1,0.0341,0.928,0.0228,0.238,0.525,122.259,audio_features,5FTB2HBKr630WrSmMedi0v,spotify:track:5FTB2HBKr630WrSmMedi0v,https://api.spotify.com/v1/tracks/5FTB2HBKr630WrSmMedi0v,https://api.spotify.com/v1/audio-analysis/5FTB2HBKr630WrSmMedi0v,187130,4
0.46,0.401,8,-8.112,1,0.0447,0.259,0.000325,0.0728,0.32,108.647,audio_features,6oc3SBe4Rm62LYLwVx61ni,spotify:track:6oc3SBe4Rm62LYLwVx61ni,https://api.spotify.com/v1/tracks/6oc3SBe4Rm62LYLwVx61ni,https://api.spotify.com/v1/audio-analysis/6oc3SBe4Rm62LYLwVx61ni,307120,3
0.292,0.239,9,-11.412,1,0.0314,0.919,0.0161,0.218,0.18,97.553,audio_features,12dK1JpbCLDYFUVPhiEygK,spotify:track:12dK1JpbCLDYFUVPhiEygK,https://api.spotify.com/v1/tracks/12dK1JpbCLDYFUVPhiEygK,https://api.spotify.com/v1/audio-analysis/12dK1JpbCLDYFUVPhiEygK,338853,3
0.496,0.301,11,-11.095,0,0.0321,0.871,0.0,0.0621,0.17,116.582,audio_features,72vW7B9Iqaw55s2TMTE5GU,spotify:track:72vW7B9Iqaw55s2TMTE5GU,https://api.spotify.com/v1/tracks/72vW7B9Iqaw55s2TMTE5GU,https://api.spotify.com/v1/audio-analysis/72vW7B9Iqaw55s2TMTE5GU,218240,4
0.308,0.191,7,-12.568,1,0.0363,0.991,0.00614,0.165,0.159,67.552,audio_features,4TDxQcce8cM0p13lVy9pyF,spotify:track:4TDxQcce8cM0p13lVy9pyF,https://api.spotify.com/v1/tracks/4TDxQcce8cM0p13lVy9pyF,https://api.spotify.com/v1/audio-analysis/4TDxQcce8cM0p13lVy9pyF,312240,4
0.577,0.698,2,-8.725,0,0.0805,0.366,0.0193,0.105,0.304,159.934,audio_features,2bdOJHE1HaNBPivbQSbdqC,spotify:track:2bdOJHE1HaNBPivbQSbdqC,https://api.spotify.com/v1/tracks/2bdOJHE1HaNBPivbQSbdqC,https://api.spotify.com/v1/audio-analysis/2bdOJHE1HaNBPivbQSbdqC,279104,4
0.517,0.928,4,-5.628,0,0.0778,0.217,3.32e-05,0.166,0.317,103.947,audio_features,39oQFGheBK1nf4WIVvlLbj,spotify:track:39oQFGheBK1nf4WIVvlLbj,https://api.spotify.com/v1/tracks/39oQFGheBK1nf4WIVvlLbj,https://api.spotify.com/v1/audio-analysis/39oQFGheBK1nf4WIVvlLbj,218853,4
0.51,0.279,2,-14.89,1,0.0387,0.992,0.415,0.336,0.205,142.871,audio_features,3G9DXvICqdqbJNxp73WPDG,spotify:track:3G9DXvICqdqbJNxp73WPDG,https://api.spotify.com/v1/tracks/3G9DXvICqdqbJNxp73WPDG,https://api.spotify.com/v1/audio-analysis/3G9DXvICqdqbJNxp73WPDG,137560,4
0.509,0.448,0,-10.752,1,0.0412,0.798,4.3e-06,0.331,0.325,83.942,audio_features,1L9iUbnRfsYZxDHFd849lm,spotify:track:1L9iUbnRfsYZxDHFd849lm,https://api.spotify.com/v1/tracks/1L9iUbnRfsYZxDHFd849lm,https://api.spotify.com/v1/audio-analysis/1L9iUbnRfsYZxDHFd849lm,214440,1
0.55,0.785,0,-7.101,1,0.0871,0.00495,0.000147,0.296,0.706,167.202,audio_features,6WotpuWhW2PItDX0zY4npw,spotify:track:6WotpuWhW2PItDX0zY4npw,https://api.spotify.com/v1/tracks/6WotpuWhW2PItDX0zY4npw,https://api.spotify.com/v1/audio-analysis/6WotpuWhW2PItDX0zY4npw,210400,4
0.413,0.341,0,-13.325,0,0.04,0.727,0.0274,0.517,0.399,77.494,audio_features,3GqTYXTJpMQ0Bma2Qw5bH6,spotify:track:3GqTYXTJpMQ0Bma2Qw5bH6,https://api.spotify.com/v1/tracks/3GqTYXTJpMQ0Bma2Qw5bH6,https://api.spotify.com/v1/audio-analysis/3GqTYXTJpMQ0Bma2Qw5bH6,237520,3
0.554,0.795,0,-5.38,1,0.101,0.0442,9.31e-05,0.148,0.789,154.377,audio_features,1uWiwlAWHRMKZEElR6pEOH,spotify:track:1uWiwlAWHRMKZEElR6pEOH,https://api.spotify.com/v1/tracks/1uWiwlAWHRMKZEElR6pEOH,https://api.spotify.com/v1/audio-analysis/1uWiwlAWHRMKZEElR6pEOH,245960,4
0.535,0.758,2,-7.606,1,0.0402,0.0509,0.942,0.0595,0.833,140.062,audio_features,32kzsUYMCVZyOlyEFWUevR,spotify:track:32kzsUYMCVZyOlyEFWUevR,https://api.spotify.com/v1/tracks/32kzsUYMCVZyOlyEFWUevR,https://api.spotify.com/v1/audio-analysis/32kzsUYMCVZyOlyEFWUevR,155080,4
0.637,0.918,7,-3.334,1,0.0492,0.0487,0.0,0.0812,0.965,137.759,audio_features,3F4Yzr0quwVT99B7WoIizY,spotify:track:3F4Yzr0quwVT99B7WoIizY,https://api.spotify.com/v1/tracks/3F4Yzr0quwVT99B7WoIizY,https://api.spotify.com/v1/audio-analysis/3F4Yzr0quwVT99B7WoIizY,183933,4
0.593,0.943,7,-5.255,1,0.0534,0.135,0.784,0.073,0.85,121.157,audio_features,6IQcHublwDng90HAfC3qoW,spotify:track:6IQcHublwDng90HAfC3qoW,https://api.spotify.com/v1/tracks/6IQcHublwDng90HAfC3qoW,https://api.spotify.com/v1/audio-analysis/6IQcHublwDng90HAfC3qoW,168080,4
0.612,0.693,2,-9.215,0,0.0471,0.216,0.551,0.418,0.525,111.577,audio_features,2XLgKH4vku0Ka49EJwyhDH,spotify:track:2XLgKH4vku0Ka49EJwyhDH,https://api.spotify.com/v1/tracks/2XLgKH4vku0Ka49EJwyhDH,https://api.spotify.com/v1/audio-analysis/2XLgKH4vku0Ka49EJwyhDH,216547,4
0.676,0.62,2,-6.637,0,0.0311,0.623,0.0126,0.102,0.833,107.987,audio_features,3rhUOxNLFbE9mZNIbmxoiH,spotify:track:3rhUOxNLFbE9mZNIbmxoiH,https://api.spotify.com/v1/tracks/3rhUOxNLFbE9mZNIbmxoiH,https://api.spotify.com/v1/audio-analysis/3rhUOxNLFbE9mZNIbmxoiH,177973,4
0.569,0.724,7,-8.122,1,0.443,0.239,0.000235,0.121,0.303,144.285,audio_features,1VX8s05NQWjecNXeS1xzaD,spotify:track:1VX8s05NQWjecNXeS1xzaD,https://api.spotify.com/v1/tracks/1VX8s05NQWjecNXeS1xzaD,https://api.spotify.com/v1/audio-analysis/1VX8s05NQWjecNXeS1xzaD,127872,4
0.864,0.53,7,-8.478,1,0.0489,0.568,0.000893,0.077,0.893,126.966,audio_features,0gvbT39W92fgUxbmpho4AP,spotify:track:0gvbT39W92fgUxbmpho4AP,https://api.spotify.com/v1/tracks/0gvbT39W92fgUxbmpho4AP,https://api.spotify.com/v1/audio-analysis/0gvbT39W92fgUxbmpho4AP,175760,4
0.697,0.806,6,-4.944,1,0.0638,0.19,0.000142,0.0946,0.515,146.97,audio_features,41tazZ7j9pJdT5x5ZvIQQI,spotify:track:41tazZ7j9pJdT5x5ZvIQQI,https://api.spotify.com/v1/tracks/41tazZ7j9pJdT5x5ZvIQQI,https://api.spotify.com/v1/audio-analysis/41tazZ7j9pJdT5x5ZvIQQI,229440,4
0.39,0.606,5,-6.43,1,0.0381,0.0673,3.48e-06,0.174,0.652,206.087,audio_features,42kMMBCgs9fVBO0go3VNYU,spotify:track:42kMMBCgs9fVBO0go3VNYU,https://api.spotify.com/v1/tracks/42kMMBCgs9fVBO0go3VNYU,https://api.spotify.com/v1/audio-analysis/42kMMBCgs9fVBO0go3VNYU,184373,4
0.524,0.487,5,-9.929,1,0.0263,0.779,0.00249,0.0866,0.471,95.004,audio_features,5d03SNwSawf5m7X6KfKTbz,spotify:track:5d03SNwSawf5m7X6KfKTbz,https://api.spotify.com/v1/tracks/5d03SNwSawf5m7X6KfKTbz,https://api.spotify.com/v1/audio-analysis/5d03SNwSawf5m7X6KfKTbz,284787,4
0.594,0.773,2,-6.968,1,0.0264,0.0278,0.00103,0.201,0.512,118.024,audio_features,7uGIcQr43ldUpqmJ4iJoNx,spotify:track:7uGIcQr43ldUpqmJ4iJoNx,https://api.spotify.com/v1/tracks/7uGIcQr43ldUpqmJ4iJoNx,https://api.spotify.com/v1/audio-analysis/7uGIcQr43ldUpqmJ4iJoNx,261525,4
0.605,0.739,7,-7.433,1,0.0361,0.00959,2.89e-05,0.196,0.8,104.006,audio_features,64AFKcZzIq3cMVpAPM9DYB,spotify:track:64AFKcZzIq3cMVpAPM9DYB,https://api.spotify.com/v1/tracks/64AFKcZzIq3cMVpAPM9DYB,https://api.spotify.com/v1/audio-analysis/64AFKcZzIq3cMVpAPM9DYB,199613,4
0.527,0.642,7,-6.946,1,0.0512,0.347,9.61e-05,0.139,0.384,128.002,audio_features,4wHDU1N9Twiikv1jjTe7Rm,spotify:track:4wHDU1N9Twiikv1jjTe7Rm,https://api.spotify.com/v1/tracks/4wHDU1N9Twiikv1jjTe7Rm,https://api.spotify.com/v1/audio-analysis/4wHDU1N9Twiikv1jjTe7Rm,229267,4
0.7,0.432,11,-11.289,1,0.0305,0.413,0.0,0.13,0.705,125.975,audio_features,3YE5MTrfmTu1UqgW61Cn73,spotify:track:3YE5MTrfmTu1UqgW61Cn73,https://api.spotify.com/v1/tracks/3YE5MTrfmTu1UqgW61Cn73,https://api.spotify.com/v1/audio-analysis/3YE5MTrfmTu1UqgW61Cn73,185720,4
0.728,0.48,4,-7.522,0,0.0309,0.242,0.00758,0.0634,0.475,106.964,audio_features,7tLa3woAIlcIk95qjUTNoC,spotify:track:7tLa3woAIlcIk95qjUTNoC,https://api.spotify.com/v1/tracks/7tLa3woAIlcIk95qjUTNoC,https://api.spotify.com/v1/audio-analysis/7tLa3woAIlcIk95qjUTNoC,206028,4
0.779,0.44,2,-6.091,1,0.0507,0.662,0.0,0.354,0.739,109.044,audio_features,2cBS7oq3NpVIuRxD00s3pE,spotify:track:2cBS7oq3NpVIuRxD00s3pE,https://api.spotify.com/v1/tracks/2cBS7oq3NpVIuRxD00s3pE,https://api.spotify.com/v1/audio-analysis/2cBS7oq3NpVIuRxD00s3pE,186920,4
0.558,0.858,4,-8.013,0,0.0304,0.425,0.609,0.203,0.534,105.01,audio_features,5706TQsi8ZJg0n1B0kMYog,spotify:track:5706TQsi8ZJg0n1B0kMYog,https://api.spotify.com/v1/tracks/5706TQsi8ZJg0n1B0kMYog,https://api.spotify.com/v1/audio-analysis/5706TQsi8ZJg0n1B0kMYog,260727,4
0.676,0.785,11,-4.793,1,0.0274,0.0654,0.000168,0.178,0.559,102.035,audio_features,7EmFrlxatnA6ZmOD0449iq,spotify:track:7EmFrlxatnA6ZmOD0449iq,https://api.spotify.com/v1/tracks/7EmFrlxatnA6ZmOD0449iq,https://api.spotify.com/v1/audio-analysis/7EmFrlxatnA6ZmOD0449iq,187107,4
0.398,0.629,11,-6.249,1,0.0309,0.137,1.12e-05,0.109,0.345,141.866,audio_features,41kUupAzNt7hy1BEbPkp0P,spotify:track:41kUupAzNt7hy1BEbPkp0P,https://api.spotify.com/v1/tracks/41kUupAzNt7hy1BEbPkp0P,https://api.spotify.com/v1/audio-analysis/41kUupAzNt7hy1BEbPkp0P,285507,4
0.527,0.739,2,-3.815,1,0.0969,0.754,1.02e-06,0.113,0.791,116.713,audio_features,0cUbSZRQkneEV2AB6m1pZJ,spotify:track:0cUbSZRQkneEV2AB6m1pZJ,https://api.spotify.com/v1/tracks/0cUbSZRQkneEV2AB6m1pZJ,https://api.spotify.com/v1/audio-analysis/0cUbSZRQkneEV2AB6m1pZJ,208067,4
0.415,0.766,2,-6.024,1,0.0752,0.264,0.00153,0.0791,0.562,114.361,audio_features,2S13OfSigcCGWNT0r1VTgB,spotify:track:2S13OfSigcCGWNT0r1VTgB,https://api.spotify.com/v1/tracks/2S13OfSigcCGWNT0r1VTgB,https://api.spotify.com/v1/audio-analysis/2S13OfSigcCGWNT0r1VTgB,225907,4
0.624,0.72,7,-5.895,1,0.0333,0.462,2.21e-06,0.238,0.819,112.993,audio_features,11i6pVSn1rQt1BlvquMWw7,spotify:track:11i6pVSn1rQt1BlvquMWw7,https://api.spotify.com/v1/tracks/11i6pVSn1rQt1BlvquMWw7,https://api.spotify.com/v1/audio-analysis/11i6pVSn1rQt1BlvquMWw7,211933,4
0.379,0.494,9,-14.108,1,0.114,0.455,0.453,0.0343,0.345,140.916,audio_features,05FDyiMxn3kTHNS8PMmuEN,spotify:track:05FDyiMxn3kTHNS8PMmuEN,https://api.spotify.com/v1/tracks/05FDyiMxn3kTHNS8PMmuEN,https://api.spotify.com/v1/audio-analysis/05FDyiMxn3kTHNS8PMmuEN,246307,4
0.471,0.791,2,-6.73,1,0.04,0.0716,0.000544,0.107,0.526,106.55,audio_features,77gqPsZxtzVJwAkijjFgiP,spotify:track:77gqPsZxtzVJwAkijjFgiP,https://api.spotify.com/v1/tracks/77gqPsZxtzVJwAkijjFgiP,https://api.spotify.com/v1/audio-analysis/77gqPsZxtzVJwAkijjFgiP,245987,4
0.553,0.887,7,-7.215,1,0.0396,0.16,0.0431,0.0676,0.826,159.864,audio_features,7dosdNYAsjf5Jv6awA3V8X,spotify:track:7dosdNYAsjf5Jv6awA3V8X,https://api.spotify.com/v1/tracks/7dosdNYAsjf5Jv6awA3V8X,https://api.spotify.com/v1/audio-analysis/7dosdNYAsjf5Jv6awA3V8X,205480,4
