danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.479,0.859,2,-6.187,0,0.0475,0.184,0.0386,0.198,0.472,150.005,audio_features,3AFVmWZTVCS0LpMxEjCOJ1,spotify:track:3AFVmWZTVCS0LpMxEjCOJ1,https://api.spotify.com/v1/tracks/3AFVmWZTVCS0LpMxEjCOJ1,https://api.spotify.com/v1/audio-analysis/3AFVmWZTVCS0LpMxEjCOJ1,257507,4
0.505,0.828,2,-5.361,0,0.0505,0.00183,3.92e-06,0.275,0.277,139.991,audio_features,4JxcuYX2wcVPgSMqFLDxK6,spotify:track:4JxcuYX2wcVPgSMqFLDxK6,https://api.spotify.com/v1/tracks/4JxcuYX2wcVPgSMqFLDxK6,https://api.spotify.com/v1/audio-analysis/4JxcuYX2wcVPgSMqFLDxK6,194000,4
0.601,0.685,9,-12.262,1,0.0359,0.127,0.0194,0.106,0.214,138.003,audio_features,3WbOFD2WSMetWiiAEVJ3lN,spotify:track:3WbOFD2WSMetWiiAEVJ3lN,https://api.spotify.com/v1/tracks/3WbOFD2WSMetWiiAEVJ3lN,https://api.spotify.com/v1/audio-analysis/3WbOFD2WSMetWiiAEVJ3lN,211373,4
0.294,0.502,0,-9.052,1,0.0364,0.671,0.0106,0.0955,0.188,183.999,audio_features,4eQOOMrUMljh8ogjzoH4lg,spotify:track:4eQOOMrUMljh8ogjzoH4lg,https://api.spotify.com/v1/tracks/4eQOOMrUMljh8ogjzoH4lg,https://api.spotify.com/v1/audio-analysis/4eQOOMrUMljh8ogjzoH4lg,234837,4
0.506,0.863,4,-5.865,1,0.0347,0.0327,0.175,0.333,0.247,99.978,audio_features,3loGTQaNWhN75RUBaU6a4n,spotify:track:3loGTQaNWhN75RUBaU6a4n,https://api.spotify.com/v1/tracks/3loGTQaNWhN75RUBaU6a4n,https://api.spotify.com/v1/audio-analysis/3loGTQaNWhN75RUBaU6a4n,202214,4
0.551,0.423,1,-7.93,0,0.0261,0.795,2.72e-06,0.161,0.16,137.903,audio_features,1uTCjxoeX95rT57W4R6Kka,spotify:track:1uTCjxoeX95rT57W4R6Kka,https://api.spotify.com/v1/tracks/1uTCjxoeX95rT57W4R6Kka,https://api.spotify.com/v1/audio-analysis/1uTCjxoeX95rT57W4R6Kka,226750,4
0.511,0.838,6,-5.048,1,0.0411,0.00292,0.000277,0.322,0.535,73.979,audio_features,4C5EmC2LlD9cIpZuaNMQF7,spotify:track:4C5EmC2LlD9cIpZuaNMQF7,https://api.spotify.com/v1/tracks/4C5EmC2LlD9cIpZuaNMQF7,https://api.spotify.com/v1/audio-analysis/4C5EmC2LlD9cIpZuaNMQF7,208480,4
0.437,0.905,1,-8.409,0,0.0368,0.03,0.797,0.0878,0.487,108.02,audio_features,0NAQcRffkzR3qRXgEexUlC,spotify:track:0NAQcRffkzR3qRXgEexUlC,https://api.spotify.com/v1/tracks/0NAQcRffkzR3qRXgEexUlC,https://api.spotify.com/v1/audio-analysis/0NAQcRffkzR3qRXgEexUlC,259371,4
0.529,0.746,9,-5.209,1,0.0288,0.102,0.0153,0.0841,0.338,101.969,audio_features,1gkr1gwWTHOek0QbE17eMX,spotify:track:1gkr1gwWTHOek0QbE17eMX,https://api.spotify.com/v1/tracks/1gkr1gwWTHOek0QbE17eMX,https://api.spotify.com/v1/audio-analysis/1gkr1gwWTHOek0QbE17eMX,224947,4
0.452,0.543,7,-11.144,1,0.0592,0.012,0.0211,0.192,0.14,133.94,audio_features,32zSQP0XIWg3qXYM5OkxHw,spotify:track:32zSQP0XIWg3qXYM5OkxHw,https://api.spotify.com/v1/tracks/32zSQP0XIWg3qXYM5OkxHw,https://api.spotify.com/v1/audio-analysis/32zSQP0XIWg3qXYM5OkxHw,171307,4
0.542,0.9,6,-4.881,0,0.0726,0.000988,1e-05,0.135,0.566,140.036,audio_features,03SJHFvaJ7dxSiDDxFqjpZ,spotify:track:03SJHFvaJ7dxSiDDxFqjpZ,https://api.spotify.com/v1/tracks/03SJHFvaJ7dxSiDDxFqjpZ,https://api.spotify.com/v1/audio-analysis/03SJHFvaJ7dxSiDDxFqjpZ,199000,4
0.566,0.702,7,-7.468,1,0.0275,0.235,0.35,0.102,0.603,148.048,audio_features,3KGjS3EwJbAqFHTYKhfzmN,spotify:track:3KGjS3EwJbAqFHTYKhfzmN,https://api.spotify.com/v1/tracks/3KGjS3EwJbAqFHTYKhfzmN,https://api.spotify.com/v1/audio-analysis/3KGjS3EwJbAqFHTYKhfzmN,252128,4
0.534,0.668,6,-9.285,1,0.0314,0.434,9.87e-05,0.102,0.14,96.122,audio_features,0NueoLhGEsp64UGIiV0ZsP,spotify:track:0NueoLhGEsp64UGIiV0ZsP,https://api.spotify.com/v1/tracks/0NueoLhGEsp64UGIiV0ZsP,https://api.spotify.com/v1/audio-analysis/0NueoLhGEsp64UGIiV0ZsP,219507,4
0.536,0.943,6,-2.676,0,0.0402,0.225,0.948,0.0314,0.737,140.026,audio_features,4h6KvE4IPsQAtNoDIHfBe4,spotify:track:4h6KvE4IPsQAtNoDIHfBe4,https://api.spotify.com/v1/tracks/4h6KvE4IPsQAtNoDIHfBe4,https://api.spotify.com/v1/audio-analysis/4h6KvE4IPsQAtNoDIHfBe4,104480,4
0.292,0.522,9,-8.255,1,0.0309,0.665,0.634,0.0968,0.0617,73.657,audio_features,5vQvy82YliEzyrMxz86tL5,spotify:track:5vQvy82YliEzyrMxz86tL5,https://api.spotify.com/v1/tracks/5vQvy82YliEzyrMxz86tL5,https://api.spotify.com/v1/audio-analysis/5vQvy82YliEzyrMxz86tL5,280210,3
0.66,0.718,9,-7.094,0,0.0252,0.176,0.00209,0.0872,0.533,105.001,audio_features,0txxjXPs7U06xxgXnmjGNI,spotify:track:0txxjXPs7U06xxgXnmjGNI,https://api.spotify.com/v1/tracks/0txxjXPs7U06xxgXnmjGNI,https://api.spotify.com/v1/audio-analysis/0txxjXPs7U06xxgXnmjGNI,231890,4
0.254,0.0343,0,-28.737,1,0.0359,0.958,0.595,0.221,0.0379,90.855,audio_features,0Zemz16Jb4t4A0EwMOoIEW,spotify:track:0Zemz16Jb4t4A0EwMOoIEW,https://api.spotify.com/v1/tracks/0Zemz16Jb4t4A0EwMOoIEW,https://api.spotify.com/v1/audio-analysis/0Zemz16Jb4t4A0EwMOoIEW,76200,3
0.563,0.959,9,-4.102,0,0.0577,0.000129,0.00109,0.118,0.748,138.025,audio_features,6y7jr7IMstPQ4IyOPSJJGh,spotify:track:6y7jr7IMstPQ4IyOPSJJGh,https://api.spotify.com/v1/tracks/6y7jr7IMstPQ4IyOPSJJGh,https://api.spotify.com/v1/audio-analysis/6y7jr7IMstPQ4IyOPSJJGh,202693,4
0.542,0.672,11,-6.898,1,0.0521,0.211,0.0174,0.588,0.255,117.973,audio_features,61gA5MUuTFaKw6Hq2tbfH9,spotify:track:61gA5MUuTFaKw6Hq2tbfH9,https://api.spotify.com/v1/tracks/61gA5MUuTFaKw6Hq2tbfH9,https://api.spotify.com/v1/audio-analysis/61gA5MUuTFaKw6Hq2tbfH9,281653,4
0.528,0.682,0,-6.515,1,0.0283,0.00083,0.00346,0.0924,0.446,93.998,audio_features,0tGpZUAOSQt9l53jrAXqlI,spotify:track:0tGpZUAOSQt9l53jrAXqlI,https://api.spotify.com/v1/tracks/0tGpZUAOSQt9l53jrAXqlI,https://api.spotify.com/v1/audio-analysis/0tGpZUAOSQt9l53jrAXqlI,201134,4
0.164,0.166,9,-20.25,1,0.0377,0.513,0.0489,0.0882,0.037,130.035,audio_features,3qSeRhLqLfhyrfk8AgxQo1,spotify:track:3qSeRhLqLfhyrfk8AgxQo1,https://api.spotify.com/v1/tracks/3qSeRhLqLfhyrfk8AgxQo1,https://api.spotify.com/v1/audio-analysis/3qSeRhLqLfhyrfk8AgxQo1,116613,3
0.631,0.524,9,-10.356,1,0.0406,0.672,0.000425,0.226,0.181,109.867,audio_features,1qeTKq8ZvLSt8ivsiIxPGB,spotify:track:1qeTKq8ZvLSt8ivsiIxPGB,https://api.spotify.com/v1/tracks/1qeTKq8ZvLSt8ivsiIxPGB,https://api.spotify.com/v1/audio-analysis/1qeTKq8ZvLSt8ivsiIxPGB,174577,4
0.502,0.913,11,-6.128,0,0.046,0.024,0.00158,0.321,0.412,131.976,audio_features,2k49UOVFcEUDzs2vkXmBFI,spotify:track:2k49UOVFcEUDzs2vkXmBFI,https://api.spotify.com/v1/tracks/2k49UOVFcEUDzs2vkXmBFI,https://api.spotify.com/v1/audio-analysis/2k49UOVFcEUDzs2vkXmBFI,283627,4
0.424,0.875,8,-4.826,1,0.0468,0.00817,0.00014,0.0824,0.309,164.117,audio_features,3D4X1lzXsxaaAHZEaLZrsQ,spotify:track:3D4X1lzXsxaaAHZEaLZrsQ,https://api.spotify.com/v1/tracks/3D4X1lzXsxaaAHZEaLZrsQ,https://api.spotify.com/v1/audio-analysis/3D4X1lzXsxaaAHZEaLZrsQ,235520,4
0.41,0.858,9,-4.691,0,0.052,0.335,0.00562,0.0658,0.0653,115.918,audio_features,3jeMqGRS4C7llod8fSnETX,spotify:track:3jeMqGRS4C7llod8fSnETX,https://api.spotify.com/v1/tracks/3jeMqGRS4C7llod8fSnETX,https://api.spotify.com/v1/audio-analysis/3jeMqGRS4C7llod8fSnETX,257027,4
0.622,0.294,4,-18.801,1,0.376,0.867,0.0,0.108,0.755,129.712,audio_features,5G1zUELIit0EB9DVivxLyz,spotify:track:5G1zUELIit0EB9DVivxLyz,https://api.spotify.com/v1/tracks/5G1zUELIit0EB9DVivxLyz,https://api.spotify.com/v1/audio-analysis/5G1zUELIit0EB9DVivxLyz,140067,4
0.378,0.648,7,-5.303,1,0.0469,0.0981,0.0,0.149,0.191,122.053,audio_features,3SchbWjSLrjon6V9JvGTNb,spotify:track:3SchbWjSLrjon6V9JvGTNb,https://api.spotify.com/v1/tracks/3SchbWjSLrjon6V9JvGTNb,https://api.spotify.com/v1/audio-analysis/3SchbWjSLrjon6V9JvGTNb,240520,4
0.467,0.302,0,-14.012,1,0.0413,0.779,0.00344,0.12,0.223,144.358,audio_features,3e5DdLSgBr1wKRhN4IL7xr,spotify:track:3e5DdLSgBr1wKRhN4IL7xr,https://api.spotify.com/v1/tracks/3e5DdLSgBr1wKRhN4IL7xr,https://api.spotify.com/v1/audio-analysis/3e5DdLSgBr1wKRhN4IL7xr,254240,4
0.612,0.381,7,-11.117,1,0.0333,0.578,0.809,0.121,0.36,129.954,audio_features,4n2CTjmYOvobPaHDYTUVCp,spotify:track:4n2CTjmYOvobPaHDYTUVCp,https://api.spotify.com/v1/tracks/4n2CTjmYOvobPaHDYTUVCp,https://api.spotify.com/v1/audio-analysis/4n2CTjmYOvobPaHDYTUVCp,190893,4
0.667,0.659,7,-8.206,1,0.03,0.121,0.477,0.191,0.229,125.014,audio_features,7IKAmKlqtsXYNrSoUUvSUc,spotify:track:7IKAmKlqtsXYNrSoUUvSUc,https://api.spotify.com/v1/tracks/7IKAmKlqtsXYNrSoUUvSUc,https://api.spotify.com/v1/audio-analysis/7IKAmKlqtsXYNrSoUUvSUc,240454,4
0.57,0.137,7,-20.042,1,0.0712,0.971,0.504,0.112,0.39,97.241,audio_features,1vuqJy8MKXXpOSInrGm63J,spotify:track:1vuqJy8MKXXpOSInrGm63J,https://api.spotify.com/v1/tracks/1vuqJy8MKXXpOSInrGm63J,https://api.spotify.com/v1/audio-analysis/1vuqJy8MKXXpOSInrGm63J,107867,4
0.529,0.738,1,-6.656,1,0.0934,0.0744,0.0158,0.282,0.316,142.492,audio_features,3fKRzFe8ubAysY9zD6ksxQ,spotify:track:3fKRzFe8ubAysY9zD6ksxQ,https://api.spotify.com/v1/tracks/3fKRzFe8ubAysY9zD6ksxQ,https://api.spotify.com/v1/audio-analysis/3fKRzFe8ubAysY9zD6ksxQ,174150,4
0.572,0.32,9,-10.734,1,0.0345,0.173,1.02e-05,0.137,0.193,146.849,audio_features,7BaKPZujZbbpXYqwPzPXSG,spotify:track:7BaKPZujZbbpXYqwPzPXSG,https://api.spotify.com/v1/tracks/7BaKPZujZbbpXYqwPzPXSG,https://api.spotify.com/v1/audio-analysis/7BaKPZujZbbpXYqwPzPXSG,205347,3
0.684,0.0757,9,-24.411,1,0.0493,0.948,0.00686,0.138,0.315,95.153,audio_features,2hwbB2iem4lQ5IgiqtKegs,spotify:track:2hwbB2iem4lQ5IgiqtKegs,https://api.spotify.com/v1/tracks/2hwbB2iem4lQ5IgiqtKegs,https://api.spotify.com/v1/audio-analysis/2hwbB2iem4lQ5IgiqtKegs,166640,1
0.474,0.108,6,-18.252,1,0.0381,0.934,4.94e-05,0.147,0.278,133.349,audio_features,0tCTVRWcrEzdkTHRfvdyRl,spotify:track:0tCTVRWcrEzdkTHRfvdyRl,https://api.spotify.com/v1/tracks/0tCTVRWcrEzdkTHRfvdyRl,https://api.spotify.com/v1/audio-analysis/0tCTVRWcrEzdkTHRfvdyRl,256587,4
0.668,0.474,2,-9.696,0,0.0328,0.317,0.0238,0.092,0.684,115.0,audio_features,0Sn0C86nXGFsUoc8i7rwTM,spotify:track:0Sn0C86nXGFsUoc8i7rwTM,https://api.spotify.com/v1/tracks/0Sn0C86nXGFsUoc8i7rwTM,https://api.spotify.com/v1/audio-analysis/0Sn0C86nXGFsUoc8i7rwTM,283400,4
0.736,0.776,9,-5.148,1,0.0508,0.377,0.0,0.118,0.971,116.047,audio_features,2aNFkeLIuVca4fHPgDSWkb,spotify:track:2aNFkeLIuVca4fHPgDSWkb,https://api.spotify.com/v1/tracks/2aNFkeLIuVca4fHPgDSWkb,https://api.spotify.com/v1/audio-analysis/2aNFkeLIuVca4fHPgDSWkb,191587,4
0.577,0.548,7,-9.138,1,0.0668,0.392,0.843,0.0427,0.931,106.52,audio_features,79mafYVWGR74Fo2Kuy4JLh,spotify:track:79mafYVWGR74Fo2Kuy4JLh,https://api.spotify.com/v1/tracks/79mafYVWGR74Fo2Kuy4JLh,https://api.spotify.com/v1/audio-analysis/79mafYVWGR74Fo2Kuy4JLh,172147,4
0.42,0.881,0,-6.138,0,0.0585,0.097,0.00183,0.181,0.735,157.105,audio_features,2L5Ld3YkMiTmRvtI0kirZJ,spotify:track:2L5Ld3YkMiTmRvtI0kirZJ,https://api.spotify.com/v1/tracks/2L5Ld3YkMiTmRvtI0kirZJ,https://api.spotify.com/v1/audio-analysis/2L5Ld3YkMiTmRvtI0kirZJ,221333,4
0.53,0.701,1,-8.117,1,0.0536,0.0277,0.000491,0.173,0.203,139.891,audio_features,3Fxb5ndiDRuX7LANqKKV3N,spotify:track:3Fxb5ndiDRuX7LANqKKV3N,https://api.spotify.com/v1/tracks/3Fxb5ndiDRuX7LANqKKV3N,https://api.spotify.com/v1/audio-analysis/3Fxb5ndiDRuX7LANqKKV3N,157981,4
0.47,0.826,6,-5.023,1,0.0675,0.0155,1.13e-06,0.218,0.558,149.662,audio_features,1klFmBhj54GvxQFjpc17Nv,spotify:track:1klFmBhj54GvxQFjpc17Nv,https://api.spotify.com/v1/tracks/1klFmBhj54GvxQFjpc17Nv,https://api.spotify.com/v1/audio-analysis/1klFmBhj54GvxQFjpc17Nv,164598,4
0.713,0.432,11,-11.823,1,0.0329,0.635,0.00295,0.0876,0.14,115.995,audio_features,7b7rUKLbJoRCghe2NeJTlU,spotify:track:7b7rUKLbJoRCghe2NeJTlU,https://api.spotify.com/v1/tracks/7b7rUKLbJoRCghe2NeJTlU,https://api.spotify.com/v1/audio-analysis/7b7rUKLbJoRCghe2NeJTlU,195926,4
0.569,0.209,5,-16.213,1,0.0416,0.819,0.0,0.102,0.0752,132.283,audio_features,4i5vGV5W6rY9i684MDOHJz,spotify:track:4i5vGV5W6rY9i684MDOHJz,https://api.spotify.com/v1/tracks/4i5vGV5W6rY9i684MDOHJz,https://api.spotify.com/v1/audio-analysis/4i5vGV5W6rY9i684MDOHJz,262238,4
0.685,0.701,2,-9.713,1,0.0359,0.129,2.07e-05,0.338,0.667,122.021,audio_features,0DOzqDQeK2BgmdWEk6d91I,spotify:track:0DOzqDQeK2BgmdWEk6d91I,https://api.spotify.com/v1/tracks/0DOzqDQeK2BgmdWEk6d91I,https://api.spotify.com/v1/audio-analysis/0DOzqDQeK2BgmdWEk6d91I,173835,4
0.538,0.752,7,-6.72,1,0.0391,0.0272,8.48e-05,0.131,0.372,150.061,audio_features,7dmV5v95B30Esw8SwvfDwT,spotify:track:7dmV5v95B30Esw8SwvfDwT,https://api.spotify.com/v1/tracks/7dmV5v95B30Esw8SwvfDwT,https://api.spotify.com/v1/audio-analysis/7dmV5v95B30Esw8SwvfDwT,223933,4
0.645,0.221,9,-15.458,1,0.0372,0.417,6.6e-05,0.278,0.275,113.944,audio_features,3snFaF4gIbZ584c00lkIDv,spotify:track:3snFaF4gIbZ584c00lkIDv,https://api.spotify.com/v1/tracks/3snFaF4gIbZ584c00lkIDv,https://api.spotify.com/v1/audio-analysis/3snFaF4gIbZ584c00lkIDv,167352,4
0.387,0.162,11,-14.854,0,0.0391,0.149,1.11e-06,0.101,0.0692,111.908,audio_features,55KyKosUzhawRkiijrpMz1,spotify:track:55KyKosUzhawRkiijrpMz1,https://api.spotify.com/v1/tracks/55KyKosUzhawRkiijrpMz1,https://api.spotify.com/v1/audio-analysis/55KyKosUzhawRkiijrpMz1,278936,4
0.635,0.325,1,-12.425,1,0.0412,0.0304,0.0155,0.107,0.247,130.072,audio_features,1R064RTDoOuyHhsdnRE2MQ,spotify:track:1R064RTDoOuyHhsdnRE2MQ,https://api.spotify.com/v1/tracks/1R064RTDoOuyHhsdnRE2MQ,https://api.spotify.com/v1/audio-analysis/1R064RTDoOuyHhsdnRE2MQ,99545,4
0.725,0.543,2,-7.836,1,0.0421,0.0547,0.000218,0.0878,0.587,130.0,audio_features,0xrpXPfHbjj5BuXbRCns1Q,spotify:track:0xrpXPfHbjj5BuXbRCns1Q,https://api.spotify.com/v1/tracks/0xrpXPfHbjj5BuXbRCns1Q,https://api.spotify.com/v1/audio-analysis/0xrpXPfHbjj5BuXbRCns1Q,191945,4
0.634,0.749,0,-5.533,1,0.0293,0.0297,0.0,0.0869,0.381,130.008,audio_features,0vSyhmRP4ZTEfktyKAZ22M,spotify:track:0vSyhmRP4ZTEfktyKAZ22M,https://api.spotify.com/v1/tracks/0vSyhmRP4ZTEfktyKAZ22M,https://api.spotify.com/v1/audio-analysis/0vSyhmRP4ZTEfktyKAZ22M,175374,4
0.677,0.683,1,-7.781,1,0.0756,0.00987,0.000465,0.109,0.45,139.722,audio_features,1CaT6n03zjwp3cxN7VLEwJ,spotify:track:1CaT6n03zjwp3cxN7VLEwJ,https://api.spotify.com/v1/tracks/1CaT6n03zjwp3cxN7VLEwJ,https://api.spotify.com/v1/audio-analysis/1CaT6n03zjwp3cxN7VLEwJ,224791,4
0.508,0.547,1,-12.247,0,0.106,0.0289,0.0,0.0887,0.327,174.921,audio_features,7J20mpCAGCLvsCCGwNXcZy,spotify:track:7J20mpCAGCLvsCCGwNXcZy,https://api.spotify.com/v1/tracks/7J20mpCAGCLvsCCGwNXcZy,https://api.spotify.com/v1/audio-analysis/7J20mpCAGCLvsCCGwNXcZy,139886,4
0.69,0.629,0,-9.575,1,0.0399,0.228,1.27e-05,0.261,0.667,124.056,audio_features,2stqFKiQdVlEtJkwuHG9UJ,spotify:track:2stqFKiQdVlEtJkwuHG9UJ,https://api.spotify.com/v1/tracks/2stqFKiQdVlEtJkwuHG9UJ,https://api.spotify.com/v1/audio-analysis/2stqFKiQdVlEtJkwuHG9UJ,171033,4
0.719,0.44,6,-11.783,1,0.043,0.361,0.0,0.0912,0.707,130.024,audio_features,20T2cKeQhMHhSCGkX37cKt,spotify:track:20T2cKeQhMHhSCGkX37cKt,https://api.spotify.com/v1/tracks/20T2cKeQhMHhSCGkX37cKt,https://api.spotify.com/v1/audio-analysis/20T2cKeQhMHhSCGkX37cKt,100566,4
0.491,0.743,1,-5.41,1,0.0415,0.102,3.06e-06,0.107,0.0771,150.029,audio_features,6qIU6mIcdyn1Z9mrl0uHo8,spotify:track:6qIU6mIcdyn1Z9mrl0uHo8,https://api.spotify.com/v1/tracks/6qIU6mIcdyn1Z9mrl0uHo8,https://api.spotify.com/v1/audio-analysis/6qIU6mIcdyn1Z9mrl0uHo8,146869,4
0.475,0.434,11,-8.384,1,0.0344,0.0831,1.97e-05,0.118,0.319,133.052,audio_features,5G1v4UyTVAeRhWBYVzBa9s,spotify:track:5G1v4UyTVAeRhWBYVzBa9s,https://api.spotify.com/v1/tracks/5G1v4UyTVAeRhWBYVzBa9s,https://api.spotify.com/v1/audio-analysis/5G1v4UyTVAeRhWBYVzBa9s,194000,3
0.615,0.573,8,-6.328,0,0.0322,0.221,0.0,0.135,0.171,119.85,audio_features,0KvguNcvwaUstEpfhY8qCs,spotify:track:0KvguNcvwaUstEpfhY8qCs,https://api.spotify.com/v1/tracks/0KvguNcvwaUstEpfhY8qCs,https://api.spotify.com/v1/audio-analysis/0KvguNcvwaUstEpfhY8qCs,213373,4
0.339,0.471,1,-12.305,0,0.0675,0.25,7.33e-05,0.059,0.218,184.287,audio_features,4FNCqimvy9mqwkteg4K8OZ,spotify:track:4FNCqimvy9mqwkteg4K8OZ,https://api.spotify.com/v1/tracks/4FNCqimvy9mqwkteg4K8OZ,https://api.spotify.com/v1/audio-analysis/4FNCqimvy9mqwkteg4K8OZ,306473,4
0.586,0.645,11,-9.747,1,0.0429,0.000717,0.0314,0.25,0.465,130.024,audio_features,0FCrytbvXkxi0p9tjss6e0,spotify:track:0FCrytbvXkxi0p9tjss6e0,https://api.spotify.com/v1/tracks/0FCrytbvXkxi0p9tjss6e0,https://api.spotify.com/v1/audio-analysis/0FCrytbvXkxi0p9tjss6e0,198948,4
0.489,0.334,11,-7.886,1,0.0339,0.681,1.05e-06,0.308,0.355,127.083,audio_features,15ScLfLEj3sXRs4zIK7QPi,spotify:track:15ScLfLEj3sXRs4zIK7QPi,https://api.spotify.com/v1/tracks/15ScLfLEj3sXRs4zIK7QPi,https://api.spotify.com/v1/audio-analysis/15ScLfLEj3sXRs4zIK7QPi,197000,3
0.588,0.699,2,-7.04,1,0.0404,0.0161,0.016,0.111,0.186,139.914,audio_features,5JmStDylLWEV67v8rtbXSr,spotify:track:5JmStDylLWEV67v8rtbXSr,https://api.spotify.com/v1/tracks/5JmStDylLWEV67v8rtbXSr,https://api.spotify.com/v1/audio-analysis/5JmStDylLWEV67v8rtbXSr,203687,4
0.438,0.346,5,-9.44,1,0.0346,0.693,0.000705,0.113,0.185,112.335,audio_features,5bTpuErRgymv92bpUoSwV2,spotify:track:5bTpuErRgymv92bpUoSwV2,https://api.spotify.com/v1/tracks/5bTpuErRgymv92bpUoSwV2,https://api.spotify.com/v1/audio-analysis/5bTpuErRgymv92bpUoSwV2,158714,4
0.366,0.546,9,-7.38,1,0.0331,0.0372,5.45e-05,0.106,0.155,118.706,audio_features,29r3UH5chcfTqZMj41SqzK,spotify:track:29r3UH5chcfTqZMj41SqzK,https://api.spotify.com/v1/tracks/29r3UH5chcfTqZMj41SqzK,https://api.spotify.com/v1/audio-analysis/29r3UH5chcfTqZMj41SqzK,234997,4
0.646,0.272,2,-9.738,1,0.027,0.713,7.16e-06,0.0839,0.303,68.989,audio_features,5aJncS4ik1rULxaAU8VFns,spotify:track:5aJncS4ik1rULxaAU8VFns,https://api.spotify.com/v1/tracks/5aJncS4ik1rULxaAU8VFns,https://api.spotify.com/v1/audio-analysis/5aJncS4ik1rULxaAU8VFns,263184,4
0.673,0.669,7,-5.622,1,0.028,0.212,0.00229,0.103,0.507,140.012,audio_features,7kIrHPDYTyyEvEqPyJNkXW,spotify:track:7kIrHPDYTyyEvEqPyJNkXW,https://api.spotify.com/v1/tracks/7kIrHPDYTyyEvEqPyJNkXW,https://api.spotify.com/v1/audio-analysis/7kIrHPDYTyyEvEqPyJNkXW,201371,3
0.591,0.884,6,-5.216,0,0.0315,0.0357,1.24e-05,0.137,0.746,128.984,audio_features,0bwNnx8pA8VUumaHvf8KRN,spotify:track:0bwNnx8pA8VUumaHvf8KRN,https://api.spotify.com/v1/tracks/0bwNnx8pA8VUumaHvf8KRN,https://api.spotify.com/v1/audio-analysis/0bwNnx8pA8VUumaHvf8KRN,231861,4
0.609,0.808,2,-7.32,1,0.0591,0.311,0.799,0.139,0.458,123.072,audio_features,2vWl4rH7lPPspf55glfCpc,spotify:track:2vWl4rH7lPPspf55glfCpc,https://api.spotify.com/v1/tracks/2vWl4rH7lPPspf55glfCpc,https://api.spotify.com/v1/audio-analysis/2vWl4rH7lPPspf55glfCpc,235227,4
0.284,0.75,2,-9.058,0,0.105,0.419,0.533,0.0403,0.402,169.887,audio_features,1PkR2TyjUXCuNb689TcxJG,spotify:track:1PkR2TyjUXCuNb689TcxJG,https://api.spotify.com/v1/tracks/1PkR2TyjUXCuNb689TcxJG,https://api.spotify.com/v1/audio-analysis/1PkR2TyjUXCuNb689TcxJG,280680,4
0.5,0.796,9,-5.282,0,0.353,0.754,7.05e-06,0.518,0.297,125.677,audio_features,7qMlCqiNKZnOD1ZgSxq06w,spotify:track:7qMlCqiNKZnOD1ZgSxq06w,https://api.spotify.com/v1/tracks/7qMlCqiNKZnOD1ZgSxq06w,https://api.spotify.com/v1/audio-analysis/7qMlCqiNKZnOD1ZgSxq06w,272467,4
0.46,0.213,9,-6.307,1,0.0391,0.951,0.0,0.109,0.669,77.993,audio_features,4osJQB4XEWruMTNciHqD0q,spotify:track:4osJQB4XEWruMTNciHqD0q,https://api.spotify.com/v1/tracks/4osJQB4XEWruMTNciHqD0q,https://api.spotify.com/v1/audio-analysis/4osJQB4XEWruMTNciHqD0q,112867,3
0.502,0.855,6,-7.369,0,0.147,0.241,0.00034,0.394,0.205,129.941,audio_features,601t2n02tUmzUMtPC8atOi,spotify:track:601t2n02tUmzUMtPC8atOi,https://api.spotify.com/v1/tracks/601t2n02tUmzUMtPC8atOi,https://api.spotify.com/v1/audio-analysis/601t2n02tUmzUMtPC8atOi,206560,4
0.574,0.556,6,-10.102,1,0.0328,0.337,2.19e-05,0.0905,0.1,94.995,audio_features,6tMKCTkjDvlp8A8DmFTZFG,spotify:track:6tMKCTkjDvlp8A8DmFTZFG,https://api.spotify.com/v1/tracks/6tMKCTkjDvlp8A8DmFTZFG,https://api.spotify.com/v1/audio-analysis/6tMKCTkjDvlp8A8DmFTZFG,193640,4
0.416,0.761,10,-8.462,1,0.0428,0.00157,0.0451,0.17,0.368,133.911,audio_features,0IbJ4pqIP5x3cHIX2AvRGz,spotify:track:0IbJ4pqIP5x3cHIX2AvRGz,https://api.spotify.com/v1/tracks/0IbJ4pqIP5x3cHIX2AvRGz,https://api.spotify.com/v1/audio-analysis/0IbJ4pqIP5x3cHIX2AvRGz,260200,4
0.611,0.477,2,-9.318,1,0.0348,0.438,2.1e-05,0.23,0.0392,133.932,audio_features,5ULtKwxQV93wjyh0x8Zcaq,spotify:track:5ULtKwxQV93wjyh0x8Zcaq,https://api.spotify.com/v1/tracks/5ULtKwxQV93wjyh0x8Zcaq,https://api.spotify.com/v1/audio-analysis/5ULtKwxQV93wjyh0x8Zcaq,223013,4
0.456,0.948,0,-4.784,0,0.0731,9.1e-05,0.00128,0.156,0.449,150.032,audio_features,7kJeigfhaGw93yCUnCa5uO,spotify:track:7kJeigfhaGw93yCUnCa5uO,https://api.spotify.com/v1/tracks/7kJeigfhaGw93yCUnCa5uO,https://api.spotify.com/v1/audio-analysis/7kJeigfhaGw93yCUnCa5uO,184000,4
