acousticness,danceability,duration_ms,energy,id,instrumentalness,key_1,key_10,key_11,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,likable,liveness,loudness,mode,speechiness,tempo,time_signature_0time_signature_1time_signature_3,time_signature_3,time_signature_4,time_signature_5,time_signature_6,time_signature_7valence,valence
0.0678,0.307,195121,0.884,4cHKd6qPMR1TMx55KHlida,0.00103,0,0,0,0,0,0,0,0,0,0,1,1,0.0849,-3.825,1,0.0813,159.579,0,0,1,0,0,0,0.314
0.000246,0.607,193000,0.878,4UuHWIkAWnN176A2rx7YFB,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0.337,-4.422,1,0.0665,119.955,0,0,1,0,0,0,0.853
0.000844,0.29,168750,0.629,4G6E84lvx8jJh4lWv7Fecm,0.000728,1,0,0,0,0,0,0,0,0,0,0,1,0.107,-7.052,1,0.0637,179.797,0,1,0,0,0,0,0.289
0.873,0.666,386200,0.317,7vRia9rlEuTDQxkfXIKySi,3.74e-05,0,0,0,0,0,0,1,0,0,0,0,1,0.111,-10.644,1,0.0327,117.676,0,0,1,0,0,0,0.359
0.916,0.481,143966,0.164,2fpfApt0LZiOWybYfRVXTB,0.145,0,0,0,1,0,0,0,0,0,0,0,1,0.16,-17.201,1,0.0391,130.229,0,0,1,0,0,0,0.405
0.823,0.601,202617,0.471,45I4rYlEhr2iEzxHHB5CnB,1.39e-06,0,0,0,0,0,0,0,0,0,1,0,1,0.0972,-7.099,1,0.0384,88.081,0,0,1,0,0,0,0.557
0.696,0.497,387693,0.292,7FMedJPiag48GjON0tp2PO,4.46e-06,0,0,0,0,0,1,0,0,0,0,0,1,0.156,-9.515,1,0.0452,121.544,0,0,1,0,0,0,0.193
0.051,0.733,221413,0.882,3huV7eiNpaQlCB3LbZi9bB,9.92e-06,0,0,0,0,0,0,0,0,0,0,0,1,0.131,-4.199,0,0.0389,123.071,0,0,1,0,0,0,0.854
0.633,0.443,256520,0.419,3MwHZDGwAR8RjZZBriBqmx,0.00183,0,0,0,0,0,0,0,0,1,0,0,1,0.404,-7.975,1,0.0321,132.204,0,0,1,0,0,0,0.0719
0.153,0.838,206533,0.546,51LIqkda3pTeECZUhMnool,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0.0656,-6.811,0,0.295,137.027,0,0,1,0,0,0,0.745
0.45,0.401,328507,0.364,3CAX47TnPqTujLIQTw8nwI,0.0503,0,0,0,0,0,0,1,0,0,0,0,1,0.162,-10.836,1,0.033,129.57,0,0,1,0,0,0,0.224
0.0421,0.379,211453,0.879,60ZGteAEtPCnGE6zevgUcd,0.00449,1,0,0,0,0,0,0,0,0,0,0,1,0.146,-4.336,0,0.0362,102.021,0,0,1,0,0,0,0.37
0.707,0.635,218307,0.3,5DHnF7S6HtFDhVG8dewTQ9,0.829,0,0,0,1,0,0,0,0,0,0,0,1,0.574,-13.957,0,0.0285,91.452,0,0,1,0,0,0,0.772
0.812,0.424,187242,0.197,6EdnX4fu6jAY65VmOHFhOk,0.0114,0,0,0,1,0,0,0,0,0,0,0,1,0.112,-12.381,1,0.0302,99.626,0,0,1,0,0,0,0.094
0.914,0.44,234383,0.269,6hRROyw3ieG2Mc7lXaS5GP,0.261,0,0,0,0,0,0,1,0,0,0,0,1,0.132,-10.769,1,0.0262,103.877,0,1,0,0,0,0,0.138
0.402,0.697,135535,0.499,69E50pIDeFjLYy3uiYC0Zd,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0.197,-9.716,1,0.0645,87.673,0,0,1,0,0,0,0.244
0.174,0.627,261427,0.699,38xWaVFKaxZlMFvzNff2aW,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0789,-4.504,1,0.0244,94.003,0,0,1,0,0,0,0.535
0.0873,0.449,179096,0.541,57HwKH3pHLeelTkckr94qf,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0.17,-10.299,0,0.0417,125.156,0,0,1,0,0,0,0.276
0.734,0.603,147987,0.429,3qp9uvrwIESgqrVkQJi9WG,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0.265,-9.668,1,0.25,144.7,0,0,1,0,0,0,0.799
0.723,0.587,287634,0.497,6HTVZeVQ9J6Uiq6tHESxU9,0.782,0,0,0,0,0,0,0,1,0,0,0,1,0.142,-10.757,1,0.0307,144.972,0,1,0,0,0,0,0.401
0.12,0.862,238267,0.663,1MQCTOWVfy4PcuBXkBsHVB,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.318,-9.004,1,0.21,85.308,0,0,1,0,0,0,0.837
0.0427,0.683,160987,0.813,7ikrFGfSscvwV42tZKUl29,7.12e-06,0,0,0,0,0,0,1,0,0,0,0,1,0.0945,-4.729,1,0.0357,109.997,0,0,1,0,0,0,0.723
0.747,0.786,227185,0.284,2OhLlg1IcRlO9e1nn6dWSH,0.499,0,0,0,0,0,0,0,0,1,0,0,1,0.0874,-11.565,1,0.0336,107.906,0,0,1,0,0,0,0.656
0.0171,0.647,233769,0.827,4PH1C0uJYxgdV68LuOZF3C,0.0025,1,0,0,0,0,0,0,0,0,0,0,1,0.0656,-5.865,1,0.0328,123.025,0,0,1,0,0,0,0.157
0.334,0.664,174520,0.586,4k6WZXbHUFEZR02X9FhOuT,2.96e-06,0,0,0,0,0,1,0,0,0,0,0,1,0.16,-7.985,0,0.0283,102.991,0,0,1,0,0,0,0.727
0.334,0.664,174520,0.586,4k6WZXbHUFEZR02X9FhOuT,2.96e-06,0,0,0,0,0,1,0,0,0,0,0,0,0.16,-7.985,0,0.0283,102.991,0,0,1,0,0,0,0.727
0.00054,0.612,224674,0.938,0IwP4xY3wS0uiGxgqGXgIN,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0.368,-4.463,1,0.0623,100.04,0,0,1,0,0,0,0.612
0.858,0.532,229950,0.238,4thasWKApAzOu3PSNtP5TS,0.000147,0,0,0,0,1,0,0,0,0,0,0,1,0.0721,-11.178,1,0.034,129.737,0,0,1,0,0,0,0.173
0.438,0.51,382790,0.643,01iHGDpdYJBxfkiKjc0chw,5.81e-06,0,0,0,0,0,0,0,0,0,0,0,1,0.104,-6.546,0,0.0385,129.137,0,0,1,0,0,0,0.318
0.231,0.76,204067,0.674,1bHEcHv3lUkLFAebNnaPNE,0.0027,0,0,0,0,1,0,0,0,0,0,0,1,0.0728,-6.425,1,0.0411,140.022,0,0,1,0,0,0,0.797
0.21,0.262,182947,0.87,6i6Wi5CAYZUFiQr4dP2QPm,8.03e-05,1,0,0,0,0,0,0,0,0,0,0,1,0.24,-3.851,0,0.171,203.744,0,0,1,0,0,0,0.185
0.252,0.545,212760,0.497,1hqA8JizCxRFHrxqfehEVU,5.53e-05,0,1,0,0,0,0,0,0,0,0,0,1,0.111,-9.724,1,0.0343,98.082,0,0,1,0,0,0,0.384
0.0128,0.626,198667,0.626,0nKrDJLm94OpQElETtklsh,0.491,0,0,0,0,0,0,0,0,0,0,0,1,0.169,-6.352,1,0.0302,139.964,0,0,1,0,0,0,0.697
0.868,0.582,275682,0.249,3qjFQgpVZ2VX0xHJKm8c6i,0.000504,0,0,0,0,0,0,0,0,0,0,1,1,0.0784,-11.946,1,0.0404,70.74,0,0,1,0,0,0,0.218
0.119,0.485,218493,0.591,7BDbyDs5FUmnh955RABFd7,0.00278,0,1,0,0,0,0,0,0,0,0,0,1,0.0787,-3.888,1,0.0453,160.336,0,0,1,0,0,0,0.636
0.0755,0.679,214148,0.715,3gbBpTdY8lnQwqxNCcf795,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.271,-6.383,1,0.0407,127.435,0,0,1,0,0,0,0.571
0.868,0.546,191693,0.193,0jCe45cYIc6NXedmbIKy0Q,4.18e-05,0,0,0,0,0,0,0,0,0,0,0,1,0.087,-11.903,1,0.0426,139.795,0,0,1,0,0,0,0.311
0.0903,0.709,165139,0.696,4JLen73wg0AEqcIDV6NMeb,6.03e-05,0,0,0,0,0,0,0,0,0,0,1,1,0.0595,-7.98,1,0.0316,102.006,0,0,1,0,0,0,0.893
0.0807,0.636,208760,0.676,2tznHmp70DxMyr2XhWLOW0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0.0831,-3.442,1,0.0263,113.98,0,0,1,0,0,0,0.273
0.000457,0.624,216560,0.878,3c7vquF4xacCmFrxztLUVH,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.0656,-2.934,1,0.0514,119.106,0,0,1,0,0,0,0.878
0.395,0.732,258520,0.602,3rlGhzsLdOEMb65d3q7ZO5,0.0192,0,0,0,0,0,0,0,1,0,0,0,1,0.109,-8.056,0,0.087,189.909,0,0,1,0,0,0,0.477
0.292,0.542,303200,0.589,6ZapsNk1ZpaebNXAIohP9R,0.000522,0,0,0,1,0,0,0,0,0,0,0,1,0.177,-6.623,1,0.0318,111.665,0,0,1,0,0,0,0.137
0.376,0.583,201133,0.38,3uHpPWsNDTpbbqedCRoaQU,0.00685,0,0,0,0,0,0,0,0,1,0,0,1,0.0676,-17.607,1,0.0482,81.892,0,0,1,0,0,0,0.529
0.463,0.449,331320,0.314,7KbuK70PwKK722BvMXvfqB,0.0509,0,0,0,0,0,0,0,0,0,0,0,1,0.31,-12.009,0,0.031,91.032,0,0,1,0,0,0,0.281
0.817,0.479,265453,0.17,77t45zyItSzzCSuInlovT5,0.00106,0,0,0,0,1,0,0,0,0,0,0,1,0.11,-13.752,1,0.0355,95.393,0,0,1,0,0,0,0.354
0.0223,0.683,186440,0.675,2PtBhfoPZ6VYtXkrE5FrCH,0.0187,0,0,0,1,0,0,0,0,0,0,0,1,0.101,-5.461,1,0.0292,111.008,0,0,1,0,0,0,0.6
0.796,0.584,280795,0.474,75nZ4W6quZhI55LKiqCXWh,2.69e-06,0,0,0,0,0,0,0,0,0,0,1,1,0.115,-7.981,1,0.0258,101.457,0,0,1,0,0,0,0.332
0.716,0.651,187696,0.505,6kNhA6DrQFASTXL0yIBiwZ,2.19e-05,0,0,0,1,0,0,0,0,0,0,0,1,0.091,-8.415,1,0.0351,76.506,0,0,1,0,0,0,0.387
0.924,0.553,264587,0.185,4mWpYE80DD9s9fKegB5GOC,1.06e-05,0,0,0,0,0,0,0,0,1,0,0,1,0.131,-11.623,1,0.0279,98.614,0,0,1,0,0,0,0.246
0.0657,0.532,156813,0.947,57XbiF3mXSAXDntyEw57lW,1.49e-06,0,0,0,0,0,0,0,0,0,1,0,1,0.065,-4.2,1,0.0457,95.786,0,0,1,0,0,0,0.748
0.392,0.47,225973,0.623,5n0CTysih20NYdT2S0Wpe8,0.000439,0,0,0,0,0,0,0,0,0,0,0,1,0.0992,-5.655,1,0.0302,77.861,0,0,1,0,0,0,0.298
0.156,0.681,178000,0.683,1yY9uOKV3A9pPedzTfvbg1,2.55e-05,0,0,0,0,0,0,0,0,0,1,0,1,0.273,-6.449,0,0.0287,120.028,0,0,1,0,0,0,0.64
0.0162,0.656,237987,0.884,6BtmXhTJMM9sBTHeYYASGz,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0.145,-4.748,1,0.0372,105.009,0,0,1,0,0,0,0.86
0.0438,0.634,175493,0.849,3kb72STxc2959ZqsTwu52i,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.363,-7.075,1,0.105,156.004,0,0,1,0,0,0,0.919
0.0249,0.648,225995,0.74,3xH4yhksVN6bGsq5BIZPSH,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0.188,-6.879,1,0.0328,120.03,0,0,1,0,0,0,0.94
0.118,0.388,278373,0.694,7gpy7sfWPNuOKmUNs3XQYE,0.000293,0,0,0,0,0,0,1,0,0,0,0,1,0.082,-5.769,1,0.0735,145.434,0,0,0,1,0,0,0.365
0.0889,0.517,208773,0.738,6cXVcmVwVdExi7Qq76CXBa,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0.27,-6.854,1,0.054,97.003,0,0,1,0,0,0,0.425
0.485,0.62,263053,0.524,1bL3HILVosmTjMQ6N5ok7A,2.34e-05,0,0,0,0,0,0,0,0,0,0,0,1,0.106,-8.282,1,0.0297,120.027,0,0,1,0,0,0,0.244
0.887,0.389,192053,0.396,52vA3CYKZqZVdQnzRrdZt6,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0.0828,-7.999,1,0.0332,171.86,0,1,0,0,0,0,0.585
0.598,0.541,168307,0.411,6KyyTheVmJZsNdqwOj0MR3,0.000435,1,0,0,0,0,0,0,0,0,0,0,1,0.103,-7.589,1,0.0437,83.684,0,0,1,0,0,0,0.408
0.108,0.359,278373,0.648,1hxq7kWQnwdhxgpEugBMGk,0.0135,0,0,0,0,1,0,0,0,0,0,0,1,0.0555,-7.06,1,0.035,111.733,0,0,1,0,0,0,0.133
0.869,0.599,245530,0.207,52nqqYbb2PcKmLgQ9UuQ7k,0.000157,0,0,0,1,0,0,0,0,0,0,0,1,0.108,-15.909,1,0.043,131.392,0,0,1,0,0,0,0.301
0.882,0.592,210080,0.416,41yIvlFgvGwxq8qTqAR7eG,0.000586,1,0,0,0,0,0,0,0,0,0,0,1,0.112,-9.794,1,0.0246,96.002,0,0,1,0,0,0,0.417
0.328,0.477,310693,0.519,7bhI6rnvaVw8qgZPn32qE0,0.748,0,0,0,1,0,0,0,0,0,0,0,1,0.0949,-12.461,1,0.0358,175.094,0,0,1,0,0,0,0.102
0.0338,0.643,174587,0.676,59CzyyXjbOfTxfsv5MnBOV,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0804,-6.091,1,0.0394,104.844,0,0,1,0,0,0,0.62
0.875,0.212,648827,0.245,62aEe7mLn8wdWr0o26shwx,0.00527,0,0,0,0,0,0,0,0,0,1,0,1,0.406,-16.939,1,0.0455,88.426,0,1,0,0,0,0,0.178
0.875,0.593,306618,0.357,4TRRAsZlSanRqzmsCaJ5XM,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0.112,-10.813,1,0.0693,111.689,0,0,1,0,0,0,0.352
0.00148,0.613,213800,0.953,305WCRhhS10XUcH6AEwZk6,0.000582,0,0,0,1,0,0,0,0,0,0,0,1,0.152,-3.435,1,0.0855,105.046,0,0,1,0,0,0,0.537
0.118,0.699,232893,0.719,2M1Qc1mGSI1IYtmJzQtfPq,0.00259,0,0,0,0,0,0,0,0,0,0,1,1,0.0913,-9.481,1,0.0312,138.958,0,0,1,0,0,0,0.831
0.101,0.575,239013,0.603,2Dv7PTwSoB17f3VFDIKw8m,0.0381,0,0,0,1,0,0,0,0,0,0,0,1,0.0858,-8.2,1,0.0376,107.947,0,0,1,0,0,0,0.12
0.029,0.814,219240,0.713,4rTgrVh6ZnIUKRntXTKXdh,1.16e-06,0,0,0,0,0,0,0,0,1,0,0,1,0.352,-7.004,1,0.04,126.003,0,0,1,0,0,0,0.879
0.00407,0.524,259413,0.924,58CMA5tAWWjc1Cs5nvWeqV,5.31e-06,0,0,0,1,0,0,0,0,0,0,0,1,0.104,-4.422,1,0.0513,154.137,0,0,1,0,0,0,0.824
0.608,0.437,257736,0.681,77P46soeijQDJKYKM0KUec,0.00171,0,0,0,0,0,0,0,0,1,0,0,1,0.343,-8.814,0,0.0672,120.032,0,0,1,0,0,0,0.622
0.145,0.733,239600,0.71,7w87IxuO7BDcJ3YUqCyMTT,0.115,0,0,0,0,0,0,1,0,0,0,0,1,0.0956,-5.849,0,0.0292,127.975,0,0,1,0,0,0,0.965
0.000715,0.579,171533,0.928,1fJFuvU2ldmeAm5nFIHcPP,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,-4.344,1,0.0411,95.594,0,0,1,0,0,0,0.882
0.0142,0.316,321147,0.769,4o0NjemqhmsYLIMwlcosvW,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0928,-5.283,0,0.0422,122.507,0,0,1,0,0,0,0.127
0.233,0.378,219680,0.538,61YKGZYzL5O8wZ7GFQduMd,2.3e-06,0,0,0,0,0,0,0,0,1,0,0,1,0.356,-6.795,1,0.0283,83.822,0,0,1,0,0,0,0.407
0.0621,0.733,213707,0.565,3bi8yEuK44vLcbjHkPH0u1,0.000324,0,0,0,0,0,0,0,0,0,0,0,1,0.104,-8.515,1,0.0367,120.006,0,0,1,0,0,0,0.35
0.383,0.345,180602,0.416,6hljcHcXCHYsYJph2WmENk,0.849,0,0,0,0,0,0,0,0,1,0,0,1,0.175,-12.27,0,0.0284,100.193,0,1,0,0,0,0,0.691
0.547,0.757,184421,0.644,2verJxcmsG61RdEtOc5eBF,3.46e-05,0,0,0,0,0,0,0,0,0,0,0,1,0.0955,-9.613,1,0.0429,95.0,0,0,1,0,0,0,0.859
0.943,0.656,120000,0.0888,4jzzeMDQM73zElFLLoevPs,0.000129,0,0,0,0,0,0,0,0,0,0,1,1,0.117,-12.33,0,0.0428,131.611,0,1,0,0,0,0,0.576
0.0444,0.922,215933,0.392,5HkFTCxSeJ3kGNyQJbT4rJ,0.165,0,0,0,0,0,0,1,0,0,0,0,1,0.123,-12.083,0,0.122,109.878,0,0,1,0,0,0,0.771
0.034,0.596,195312,0.796,3lCuh98pgDT4A6M6UNxsED,2.18e-06,0,0,0,0,0,0,0,0,0,0,1,1,0.468,-6.087,1,0.0469,162.0,0,0,1,0,0,0,0.891
0.614,0.631,308973,0.623,1ykGzwneOrDnMq2wZcy3eg,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0.0745,-6.313,1,0.146,131.672,0,0,1,0,0,0,0.565
0.612,0.523,210628,0.482,2dJrn376fJPUCj1f4txnRQ,0.0103,0,0,0,0,0,1,0,0,0,0,0,1,0.264,-6.646,1,0.0245,79.581,0,0,1,0,0,0,0.283
0.981,0.53,211394,0.403,7E7YQ5PUb30p9CdtqeLsDX,0.00606,0,0,0,0,0,1,0,0,0,0,0,1,0.139,-7.064,1,0.0288,133.731,0,0,1,0,0,0,0.413
0.419,0.369,259120,0.517,77hI6DJ12C9WohWk8XUhto,0.00019,0,0,0,1,0,0,0,0,0,0,0,1,0.286,-9.125,1,0.0293,95.352,0,0,1,0,0,0,0.364
0.739,0.526,185480,0.102,1Y9EQOGTAeHwVyIcX3Dsi4,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0.0888,-15.142,1,0.11,139.085,0,1,0,0,0,0,0.32
0.979,0.571,307698,0.172,5I6y1KWmUoV5YCaIEcs1qs,0.275,0,0,0,0,0,0,0,0,1,0,0,1,0.124,-20.7,1,0.0318,90.972,0,0,1,0,0,0,0.297
0.0679,0.435,263920,0.567,69bVsJ4DyvkTcUVRodbipO,4.52e-05,0,0,0,0,0,1,0,0,0,0,0,1,0.0952,-8.823,1,0.0492,137.312,0,0,1,0,0,0,0.216
5.31e-05,0.429,188120,0.667,1SMtj9r8K7Lzh71S5MsIhD,0.00637,0,0,0,0,0,0,1,0,0,0,0,1,0.128,-3.435,1,0.0447,160.022,0,0,1,0,0,0,0.395
0.362,0.628,187232,0.814,51Lwyrou0WmEbw868fCgIO,0.00925,0,0,0,0,0,0,0,0,0,1,0,1,0.118,-6.41,1,0.0455,125.095,0,0,1,0,0,0,0.731
0.00233,0.594,147813,0.912,62EeAcrnNziLrUyxsjuqE2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0.15,-5.311,1,0.044,136.914,0,0,1,0,0,0,0.691
0.243,0.521,268293,0.526,37zuIvk4KBkAxxLJsxJaHq,0.00537,0,0,0,0,0,0,1,0,0,0,0,1,0.108,-6.032,1,0.0281,130.694,0,0,1,0,0,0,0.502
0.776,0.586,169124,0.468,4pmvHMBHo9KV2fBNWtYEuY,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0.718,-11.53,1,0.26,79.675,0,0,1,0,0,0,0.621
0.804,0.46,354840,0.437,4BzYMqZUzXpLz6TULBkAFI,1.65e-05,1,0,0,0,0,0,0,0,0,0,0,1,0.283,-8.822,1,0.0416,127.318,0,0,0,1,0,0,0.119
0.989,0.401,210653,0.13,3uCkIqD0VzQUijbs8WIizs,0.305,0,0,0,0,0,0,1,0,0,0,0,1,0.101,-17.638,1,0.0312,93.091,0,0,1,0,0,0,0.213
0.863,0.489,109387,0.186,0djZ2ndRfAL69WYNra5jRC,0.000152,0,0,0,0,0,0,0,0,0,0,1,1,0.2,-16.237,1,0.029,102.245,0,0,1,0,0,0,0.349
0.769,0.519,222133,0.489,6wsutjN16jat9ip9JFfdLX,0.000147,0,0,0,0,0,1,0,0,0,0,0,1,0.368,-8.396,1,0.0325,102.349,0,0,1,0,0,0,0.456
0.305,0.721,169987,0.418,1uC8CoidgacQzx9f01n73h,1.4e-06,0,0,0,0,0,1,0,0,0,0,0,1,0.277,-11.315,1,0.0343,94.935,0,0,1,0,0,0,0.651
0.0144,0.526,195200,0.862,0fYVliAYKHuPmECRs1pbRf,0.0597,0,0,0,1,0,0,0,0,0,0,0,1,0.229,-6.003,1,0.0905,90.052,0,0,1,0,0,0,0.528
0.804,0.688,153813,0.268,06fOl4WZi4XJlP71fWFtwN,0.00752,0,0,0,0,0,0,1,0,0,0,0,1,0.0988,-16.788,1,0.0342,120.035,0,0,1,0,0,0,0.615
0.753,0.483,193049,0.486,6255IIBwKySv6RYrOeHfQh,0.00479,0,0,0,0,0,0,0,0,0,0,0,1,0.134,-11.062,1,0.0434,92.048,0,0,1,0,0,0,0.466
0.00826,0.715,252307,0.738,0QMHVTnrFTQJoaqmkdsKhT,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0.26,-10.139,1,0.157,97.877,0,0,1,0,0,0,0.573
0.119,0.747,233347,0.643,24ZgaIczi6oKcyTZw4koOL,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.109,-6.068,1,0.0501,125.073,0,0,1,0,0,0,0.781
0.000507,0.422,221240,0.827,4PgJ0NUYaDDh659TW5mWBK,0.765,0,0,0,1,0,0,0,0,0,0,0,1,0.198,-5.31,1,0.0445,152.956,0,0,1,0,0,0,0.327
0.14,0.645,138067,0.686,0xQvrfyrolYl97XYPwzvgp,0.0095,0,0,0,0,0,0,0,0,0,0,0,1,0.365,-7.242,1,0.0442,132.563,0,0,1,0,0,0,0.65
0.169,0.552,203653,0.724,0VhDlpezWuAgOnfOCx2fRv,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,-3.698,1,0.0271,80.516,0,0,1,0,0,0,0.774
0.391,0.715,188411,0.52,6NVu0gFLV6t6SDjXUpwCeu,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0797,-6.933,1,0.0265,108.991,0,0,1,0,0,0,0.769
0.0814,0.728,237240,0.94,1sxUaLi0G2vB7dl4ogtCxH,0.000162,0,0,0,0,0,1,0,0,0,0,0,1,0.109,-5.034,1,0.0368,113.76,0,0,1,0,0,0,0.967
0.0955,0.417,189293,0.686,0Z57YWES04xGh3AImDz6Qr,0.0287,0,0,0,0,0,0,0,0,1,0,0,1,0.0989,-6.484,1,0.0373,204.113,0,0,1,0,0,0,0.625
0.323,0.812,114156,0.372,0Na8cvcMzzKNoqMFoMEtkb,0.0405,1,0,0,0,0,0,0,0,0,0,0,1,0.104,-14.012,0,0.0719,106.142,0,0,1,0,0,0,0.312
0.392,0.271,202347,0.714,4OciRObYGzPzlU40U7YRc8,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0.115,-5.124,1,0.0329,94.158,0,1,0,0,0,0,0.239
0.00681,0.242,132227,0.779,4qZBvdqWuui5qj6ImvS14L,1.03e-06,0,0,0,0,0,0,0,1,0,0,0,1,0.338,-4.999,1,0.0534,173.217,0,0,1,0,0,0,0.767
0.0241,0.667,278294,0.568,7yNOO3YXk0BnG3wHwRkYWs,1.82e-06,0,0,0,1,0,0,0,0,0,0,0,1,0.358,-5.239,1,0.0297,73.998,0,0,1,0,0,0,0.34
0.0167,0.569,192213,0.692,3xxmjMvJsSR3L7mUOxP9QA,3.78e-05,0,0,0,0,0,0,0,0,0,0,1,1,0.126,-4.683,1,0.0323,141.632,0,0,1,0,0,0,0.737
0.181,0.575,238000,0.821,6H2NtlZr110yO3uwphiTKk,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.124,-5.7,1,0.0527,118.021,0,0,1,0,0,0,0.449
0.102,0.57,171333,0.798,57i3M29DWoo7RDk0Tf0LZG,0.000128,0,0,0,0,0,0,0,0,0,0,1,1,0.178,-4.92,1,0.0323,103.303,0,0,1,0,0,0,0.671
0.374,0.573,278868,0.767,7fE5PFt7j1aNGdCEM89qxN,0.139,0,0,0,0,0,1,0,0,0,0,0,1,0.225,-5.811,1,0.0357,128.008,0,0,1,0,0,0,0.477
0.333,0.583,270333,0.796,0NB68WBmKfJNC3fhhqfZGv,0.00122,0,0,0,0,0,0,0,0,0,0,1,1,0.141,-7.524,1,0.0905,133.512,0,0,1,0,0,0,0.847
0.0159,0.718,213107,0.691,6ihL9TjfRjadfEePzXXyVF,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0.0627,-6.44,1,0.0387,100.008,0,0,1,0,0,0,0.552
0.712,0.68,189907,0.542,2p2vnGtc6zZRXmU7deBrGl,0.000363,0,0,0,0,1,0,0,0,0,0,0,1,0.0885,-9.094,1,0.0316,112.556,0,0,1,0,0,0,0.336
0.0177,0.454,229960,0.788,7fK8e68OFiIgUpcWKzu1nM,1.36e-06,1,0,0,0,0,0,0,0,0,0,0,1,0.181,-1.729,0,0.0309,147.952,0,0,1,0,0,0,0.33
0.918,0.371,214251,0.268,5WH6StV9v6GUvyFPTdBxQe,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0.0927,-11.421,1,0.0482,97.875,0,0,1,0,0,0,0.372
0.16,0.822,229667,0.362,0ZAbupc7jAQpG9IxojQ3s3,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0.313,-7.462,1,0.0411,119.903,0,0,1,0,0,0,0.159
0.892,0.399,268264,0.318,26bCI2KTzz0ow6kL6FEl5Z,0.0125,0,1,0,0,0,0,0,0,0,0,0,1,0.119,-13.482,1,0.0295,93.566,0,0,1,0,0,0,0.383
0.0562,0.625,245512,0.729,5MNRv4XYIXjEG34dxf747J,0.000107,0,0,0,0,0,0,0,0,0,0,0,1,0.171,-7.82,1,0.0355,119.982,0,0,1,0,0,0,0.268
0.104,0.606,181640,0.815,1WPqawIF9HCKfSOt7mN6X0,0.00566,0,0,0,1,0,0,0,0,0,0,0,1,0.0515,-9.377,0,0.0485,129.34,0,0,1,0,0,0,0.877
0.721,0.632,219696,0.556,5L7IgwUPhir2FJftGNXJDW,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0995,-8.851,1,0.12,78.603,0,0,1,0,0,0,0.385
0.875,0.228,254854,0.348,5os4iDInR4chqaCdXi895k,0.000139,0,0,1,0,0,0,0,0,0,0,0,1,0.0829,-9.748,1,0.0295,109.255,0,0,1,0,0,0,0.178
0.000307,0.412,171067,0.955,2fJmqG6fungBqFKZJseHZB,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0741,-4.749,1,0.0923,193.152,0,0,1,0,0,0,0.869
0.124,0.597,153747,0.408,3SdNvvL8mFmzdLYYPNdLXa,8.31e-05,0,0,0,0,1,0,0,0,0,0,0,1,0.112,-11.263,1,0.0379,126.071,0,0,1,0,0,0,0.218
0.19,0.505,175200,0.71,3LlAyCYU26dvFZBDUIMb7a,0.00025,0,0,0,0,1,0,0,0,0,0,0,1,0.329,-3.015,1,0.0321,89.938,0,0,1,0,0,0,0.428
0.868,0.803,229627,0.373,45p0MAVey0dnjZXo8kMUzh,0.0266,0,0,0,0,0,0,0,0,0,1,0,1,0.104,-13.692,1,0.0367,124.921,0,0,1,0,0,0,0.636
0.315,0.559,176027,0.466,3MJov5mT64K42o1Rffhblq,0.0039,0,0,0,0,0,0,1,0,0,0,0,1,0.0933,-6.769,1,0.0362,117.21,0,0,1,0,0,0,0.623
