danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,likable
0.381,0.821,2,-5.95,1,0.0581,0.0238,0.000216,0.0786,0.696,80.895,audio_features,71vNP0oDhROvlOtRnYkWQQ,spotify:track:71vNP0oDhROvlOtRnYkWQQ,https://api.spotify.com/v1/tracks/71vNP0oDhROvlOtRnYkWQQ,https://api.spotify.com/v1/audio-analysis/71vNP0oDhROvlOtRnYkWQQ,208933,4,1
0.531,0.322,1,-8.824,1,0.0265,0.656,1.1e-06,0.112,0.309,81.986,audio_features,1cPtMErymxlrj7pssAB03r,spotify:track:1cPtMErymxlrj7pssAB03r,https://api.spotify.com/v1/tracks/1cPtMErymxlrj7pssAB03r,https://api.spotify.com/v1/audio-analysis/1cPtMErymxlrj7pssAB03r,240187,4,1
0.789,0.283,0,-11.679,1,0.0354,0.629,0.0134,0.097,0.406,77.576,audio_features,0MH2fBfdoOl17OSbmrwClC,spotify:track:0MH2fBfdoOl17OSbmrwClC,https://api.spotify.com/v1/tracks/0MH2fBfdoOl17OSbmrwClC,https://api.spotify.com/v1/audio-analysis/0MH2fBfdoOl17OSbmrwClC,215880,4,1
0.559,0.292,1,-14.053,1,0.0523,0.938,0.428,0.113,0.609,120.445,audio_features,4uYCjKIgImj5mTx8I25Pk3,spotify:track:4uYCjKIgImj5mTx8I25Pk3,https://api.spotify.com/v1/tracks/4uYCjKIgImj5mTx8I25Pk3,https://api.spotify.com/v1/audio-analysis/4uYCjKIgImj5mTx8I25Pk3,366200,4,1
0.772,0.878,5,-4.479,1,0.0806,0.0707,1.55e-06,0.303,0.535,107.951,audio_features,5JzF2iymNwCyFz9MTmojd0,spotify:track:5JzF2iymNwCyFz9MTmojd0,https://api.spotify.com/v1/tracks/5JzF2iymNwCyFz9MTmojd0,https://api.spotify.com/v1/audio-analysis/5JzF2iymNwCyFz9MTmojd0,171867,4,1
0.579,0.714,0,-4.455,1,0.0347,0.00258,0.0269,0.111,0.299,109.971,audio_features,1aOxOpH4AkGAd8OMrKjyNY,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/tracks/1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/audio-analysis/1aOxOpH4AkGAd8OMrKjyNY,275667,4,1
0.443,0.419,7,-7.975,1,0.0321,0.633,0.00183,0.404,0.0719,132.204,audio_features,3MwHZDGwAR8RjZZBriBqmx,spotify:track:3MwHZDGwAR8RjZZBriBqmx,https://api.spotify.com/v1/tracks/3MwHZDGwAR8RjZZBriBqmx,https://api.spotify.com/v1/audio-analysis/3MwHZDGwAR8RjZZBriBqmx,256520,4,1
0.789,0.476,9,-10.674,1,0.0338,0.782,0.0937,0.113,0.773,123.977,audio_features,5L3XdGLaieG0cGpgsFmzku,spotify:track:5L3XdGLaieG0cGpgsFmzku,https://api.spotify.com/v1/tracks/5L3XdGLaieG0cGpgsFmzku,https://api.spotify.com/v1/audio-analysis/5L3XdGLaieG0cGpgsFmzku,316468,4,1
0.378,0.538,7,-6.795,1,0.0283,0.233,2.3e-06,0.356,0.407,83.822,audio_features,61YKGZYzL5O8wZ7GFQduMd,spotify:track:61YKGZYzL5O8wZ7GFQduMd,https://api.spotify.com/v1/tracks/61YKGZYzL5O8wZ7GFQduMd,https://api.spotify.com/v1/audio-analysis/61YKGZYzL5O8wZ7GFQduMd,219680,4,1
0.53,0.244,4,-12.164,1,0.0503,0.822,0.0,0.11,0.2,93.983,audio_features,39AzER24vDw0P9oh5ScHR5,spotify:track:39AzER24vDw0P9oh5ScHR5,https://api.spotify.com/v1/tracks/39AzER24vDw0P9oh5ScHR5,https://api.spotify.com/v1/audio-analysis/39AzER24vDw0P9oh5ScHR5,280720,4,1
0.569,0.743,0,-5.37,1,0.0297,0.384,0.0136,0.202,0.364,118.976,audio_features,0PTeNRJqKk854bYCfms1oE,spotify:track:0PTeNRJqKk854bYCfms1oE,https://api.spotify.com/v1/tracks/0PTeNRJqKk854bYCfms1oE,https://api.spotify.com/v1/audio-analysis/0PTeNRJqKk854bYCfms1oE,177507,4,1
0.715,0.697,2,-7.516,1,0.0576,0.282,0.0,0.0873,0.411,88.987,audio_features,2pI6ZxY5eRJ4pWRLL28xCP,spotify:track:2pI6ZxY5eRJ4pWRLL28xCP,https://api.spotify.com/v1/tracks/2pI6ZxY5eRJ4pWRLL28xCP,https://api.spotify.com/v1/audio-analysis/2pI6ZxY5eRJ4pWRLL28xCP,237631,4,1
0.382,0.33,9,-6.182,1,0.0435,0.926,0.000578,0.0744,0.3,181.455,audio_features,3gwfEBrFpzEFCZMjw7mqxA,spotify:track:3gwfEBrFpzEFCZMjw7mqxA,https://api.spotify.com/v1/tracks/3gwfEBrFpzEFCZMjw7mqxA,https://api.spotify.com/v1/audio-analysis/3gwfEBrFpzEFCZMjw7mqxA,230013,3,1
0.512,0.817,7,-3.154,1,0.142,0.0505,0.0,0.0775,0.552,154.607,audio_features,3ItzRpwvKtkDSNdRSjXu7Z,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/tracks/3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/audio-analysis/3ItzRpwvKtkDSNdRSjXu7Z,215173,4,1
0.444,0.243,2,-10.609,1,0.0303,0.791,2.42e-06,0.175,0.0896,90.518,audio_features,6zVBxCYJkiLwIMx584eyu6,spotify:track:6zVBxCYJkiLwIMx584eyu6,https://api.spotify.com/v1/tracks/6zVBxCYJkiLwIMx584eyu6,https://api.spotify.com/v1/audio-analysis/6zVBxCYJkiLwIMx584eyu6,284907,4,1
0.412,0.955,9,-4.749,1,0.0923,0.000307,0.0,0.0741,0.869,193.152,audio_features,2fJmqG6fungBqFKZJseHZB,spotify:track:2fJmqG6fungBqFKZJseHZB,https://api.spotify.com/v1/tracks/2fJmqG6fungBqFKZJseHZB,https://api.spotify.com/v1/audio-analysis/2fJmqG6fungBqFKZJseHZB,171067,4,1
0.357,0.557,5,-6.411,1,0.0671,0.517,0.00376,0.0981,0.522,178.879,audio_features,3hPzmLSDSNp35zYfX3GxyW,spotify:track:3hPzmLSDSNp35zYfX3GxyW,https://api.spotify.com/v1/tracks/3hPzmLSDSNp35zYfX3GxyW,https://api.spotify.com/v1/audio-analysis/3hPzmLSDSNp35zYfX3GxyW,180547,4,1
0.447,0.72,3,-6.235,1,0.0286,0.033,0.0473,0.0817,0.421,141.999,audio_features,5bNrxsBY7GaovXZ8gfbLfn,spotify:track:5bNrxsBY7GaovXZ8gfbLfn,https://api.spotify.com/v1/tracks/5bNrxsBY7GaovXZ8gfbLfn,https://api.spotify.com/v1/audio-analysis/5bNrxsBY7GaovXZ8gfbLfn,258653,4,1
0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,audio_features,4iCGSi1RonREsPtfEKYj5b,spotify:track:4iCGSi1RonREsPtfEKYj5b,https://api.spotify.com/v1/tracks/4iCGSi1RonREsPtfEKYj5b,https://api.spotify.com/v1/audio-analysis/4iCGSi1RonREsPtfEKYj5b,254627,4,1
0.544,0.551,5,-7.112,1,0.0574,0.363,2.14e-05,0.157,0.289,77.654,audio_features,7DqOEFNBLOfF2X24eXbG2z,spotify:track:7DqOEFNBLOfF2X24eXbG2z,https://api.spotify.com/v1/tracks/7DqOEFNBLOfF2X24eXbG2z,https://api.spotify.com/v1/audio-analysis/7DqOEFNBLOfF2X24eXbG2z,264320,4,1
0.494,0.341,2,-12.501,1,0.0508,0.662,0.000571,0.0673,0.391,171.21,audio_features,6WCbV2noO85ne1TM6UzbTT,spotify:track:6WCbV2noO85ne1TM6UzbTT,https://api.spotify.com/v1/tracks/6WCbV2noO85ne1TM6UzbTT,https://api.spotify.com/v1/audio-analysis/6WCbV2noO85ne1TM6UzbTT,235416,4,1
0.431,0.823,7,-5.592,1,0.122,0.0538,2.48e-05,0.0855,0.624,176.536,audio_features,1UM7bluhwWTGfhvWWOshk7,spotify:track:1UM7bluhwWTGfhvWWOshk7,https://api.spotify.com/v1/tracks/1UM7bluhwWTGfhvWWOshk7,https://api.spotify.com/v1/audio-analysis/1UM7bluhwWTGfhvWWOshk7,227105,4,1
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,4h8VwCb1MTGoLKueQ1WgbD,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/tracks/4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/audio-analysis/4h8VwCb1MTGoLKueQ1WgbD,247427,4,1
0.532,0.686,4,-7.569,1,0.0342,0.275,5.75e-06,0.217,0.411,108.638,audio_features,1K96cDHhmM9q1Zdj4GzlTT,spotify:track:1K96cDHhmM9q1Zdj4GzlTT,https://api.spotify.com/v1/tracks/1K96cDHhmM9q1Zdj4GzlTT,https://api.spotify.com/v1/audio-analysis/1K96cDHhmM9q1Zdj4GzlTT,265850,4,1
0.469,0.403,8,-10.047,1,0.0483,0.132,4.71e-05,0.116,0.208,147.429,audio_features,4MZQ3lHA1TYO6yyedtmBYg,spotify:track:4MZQ3lHA1TYO6yyedtmBYg,https://api.spotify.com/v1/tracks/4MZQ3lHA1TYO6yyedtmBYg,https://api.spotify.com/v1/audio-analysis/4MZQ3lHA1TYO6yyedtmBYg,224744,4,1
0.463,0.123,7,-12.562,0,0.0408,0.928,1.44e-06,0.136,0.259,136.618,audio_features,6vIyrLqStTPvZ6zwdW0zNw,spotify:track:6vIyrLqStTPvZ6zwdW0zNw,https://api.spotify.com/v1/tracks/6vIyrLqStTPvZ6zwdW0zNw,https://api.spotify.com/v1/audio-analysis/6vIyrLqStTPvZ6zwdW0zNw,271560,4,1
0.682,0.248,2,-12.152,1,0.0916,0.452,1.23e-06,0.664,0.335,104.158,audio_features,4CcZsv1s9UPTqlaWlm4y1u,spotify:track:4CcZsv1s9UPTqlaWlm4y1u,https://api.spotify.com/v1/tracks/4CcZsv1s9UPTqlaWlm4y1u,https://api.spotify.com/v1/audio-analysis/4CcZsv1s9UPTqlaWlm4y1u,177660,4,1
0.477,0.273,0,-13.074,1,0.0419,0.422,0.000141,0.141,0.0979,168.597,audio_features,4kCSKIFIBo9DMtslnz3tMY,spotify:track:4kCSKIFIBo9DMtslnz3tMY,https://api.spotify.com/v1/tracks/4kCSKIFIBo9DMtslnz3tMY,https://api.spotify.com/v1/audio-analysis/4kCSKIFIBo9DMtslnz3tMY,228050,4,1
0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.02,audio_features,38bDGWuyYdSdNfrFfbCiVS,spotify:track:38bDGWuyYdSdNfrFfbCiVS,https://api.spotify.com/v1/tracks/38bDGWuyYdSdNfrFfbCiVS,https://api.spotify.com/v1/audio-analysis/38bDGWuyYdSdNfrFfbCiVS,288400,4,1
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,192790,5,1
0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,audio_features,46iI0binWzpkEJgIWTYUBR,spotify:track:46iI0binWzpkEJgIWTYUBR,https://api.spotify.com/v1/tracks/46iI0binWzpkEJgIWTYUBR,https://api.spotify.com/v1/audio-analysis/46iI0binWzpkEJgIWTYUBR,224333,4,1
0.331,0.559,2,-8.263,1,0.0316,0.224,0.0,0.297,0.236,115.117,audio_features,721tATaNQPPGSuC3dYEI3h,spotify:track:721tATaNQPPGSuC3dYEI3h,https://api.spotify.com/v1/tracks/721tATaNQPPGSuC3dYEI3h,https://api.spotify.com/v1/audio-analysis/721tATaNQPPGSuC3dYEI3h,313600,4,1
0.558,0.454,9,-8.377,0,0.0378,0.376,4.76e-06,0.258,0.285,134.94,audio_features,6nl9BAvm7wMV2mEEChRzA9,spotify:track:6nl9BAvm7wMV2mEEChRzA9,https://api.spotify.com/v1/tracks/6nl9BAvm7wMV2mEEChRzA9,https://api.spotify.com/v1/audio-analysis/6nl9BAvm7wMV2mEEChRzA9,204000,4,1
0.499,0.178,0,-9.764,1,0.0345,0.701,3.75e-05,0.0762,0.184,131.993,audio_features,20svOpmCQao5GUBgSu8zDe,spotify:track:20svOpmCQao5GUBgSu8zDe,https://api.spotify.com/v1/tracks/20svOpmCQao5GUBgSu8zDe,https://api.spotify.com/v1/audio-analysis/20svOpmCQao5GUBgSu8zDe,284000,3,1
0.575,0.694,1,-5.674,1,0.0709,0.0158,0.0,0.108,0.442,77.537,audio_features,3YQ96qkxiEwTLwgu2Izcmq,spotify:track:3YQ96qkxiEwTLwgu2Izcmq,https://api.spotify.com/v1/tracks/3YQ96qkxiEwTLwgu2Izcmq,https://api.spotify.com/v1/audio-analysis/3YQ96qkxiEwTLwgu2Izcmq,196533,4,1
0.325,0.867,4,-5.53,1,0.0809,0.00548,4.33e-06,0.103,0.336,144.866,audio_features,14N3tALR3Mhf7UHpJRKk4L,spotify:track:14N3tALR3Mhf7UHpJRKk4L,https://api.spotify.com/v1/tracks/14N3tALR3Mhf7UHpJRKk4L,https://api.spotify.com/v1/audio-analysis/14N3tALR3Mhf7UHpJRKk4L,264677,4,1
0.345,0.416,7,-12.27,0,0.0284,0.383,0.849,0.175,0.691,100.193,audio_features,6hljcHcXCHYsYJph2WmENk,spotify:track:6hljcHcXCHYsYJph2WmENk,https://api.spotify.com/v1/tracks/6hljcHcXCHYsYJph2WmENk,https://api.spotify.com/v1/audio-analysis/6hljcHcXCHYsYJph2WmENk,180602,3,1
0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653,4,1
0.68,0.799,8,-5.805,0,0.0347,0.0323,0.0459,0.123,0.744,120.031,audio_features,44906V2WC6k59u06A8CO9D,spotify:track:44906V2WC6k59u06A8CO9D,https://api.spotify.com/v1/tracks/44906V2WC6k59u06A8CO9D,https://api.spotify.com/v1/audio-analysis/44906V2WC6k59u06A8CO9D,210634,4,1
0.658,0.573,3,-5.408,0,0.107,0.023,0.0613,0.0981,0.583,133.442,audio_features,5e8v4ibmsMHxHLALe5KaiZ,spotify:track:5e8v4ibmsMHxHLALe5KaiZ,https://api.spotify.com/v1/tracks/5e8v4ibmsMHxHLALe5KaiZ,https://api.spotify.com/v1/audio-analysis/5e8v4ibmsMHxHLALe5KaiZ,219853,4,1
0.688,0.268,5,-16.788,1,0.0342,0.804,0.00752,0.0988,0.615,120.035,audio_features,06fOl4WZi4XJlP71fWFtwN,spotify:track:06fOl4WZi4XJlP71fWFtwN,https://api.spotify.com/v1/tracks/06fOl4WZi4XJlP71fWFtwN,https://api.spotify.com/v1/audio-analysis/06fOl4WZi4XJlP71fWFtwN,153813,4,1
0.495,0.46,0,-11.221,1,0.0897,0.665,0.0,0.325,0.822,107.325,audio_features,6588w3GdDxmdtLMLuwf1tO,spotify:track:6588w3GdDxmdtLMLuwf1tO,https://api.spotify.com/v1/tracks/6588w3GdDxmdtLMLuwf1tO,https://api.spotify.com/v1/audio-analysis/6588w3GdDxmdtLMLuwf1tO,274000,4,1
0.454,0.636,0,-4.731,1,0.0273,0.00228,0.0,0.154,0.313,87.89,audio_features,1FMHNVeJ9s1x1l1WlaRs2I,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,https://api.spotify.com/v1/tracks/1FMHNVeJ9s1x1l1WlaRs2I,https://api.spotify.com/v1/audio-analysis/1FMHNVeJ9s1x1l1WlaRs2I,244827,4,1
0.726,0.861,6,-5.167,1,0.0695,0.277,4.12e-06,0.0534,0.711,91.966,audio_features,4kK14radw0XfwxJDPt9tnP,spotify:track:4kK14radw0XfwxJDPt9tnP,https://api.spotify.com/v1/tracks/4kK14radw0XfwxJDPt9tnP,https://api.spotify.com/v1/audio-analysis/4kK14radw0XfwxJDPt9tnP,243413,4,1
0.276,0.405,8,-7.296,1,0.0329,0.758,0.0,0.706,0.335,76.18,audio_features,3WKnfkgwrARwElktHSU5Ik,spotify:track:3WKnfkgwrARwElktHSU5Ik,https://api.spotify.com/v1/tracks/3WKnfkgwrARwElktHSU5Ik,https://api.spotify.com/v1/audio-analysis/3WKnfkgwrARwElktHSU5Ik,179760,4,1
0.618,0.732,5,-4.609,1,0.0724,0.147,9.23e-06,0.0925,0.444,140.086,audio_features,5zTX7MeCrTX5ZBFSqJS7XZ,spotify:track:5zTX7MeCrTX5ZBFSqJS7XZ,https://api.spotify.com/v1/tracks/5zTX7MeCrTX5ZBFSqJS7XZ,https://api.spotify.com/v1/audio-analysis/5zTX7MeCrTX5ZBFSqJS7XZ,273787,4,1
0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,audio_features,3CAX47TnPqTujLIQTw8nwI,spotify:track:3CAX47TnPqTujLIQTw8nwI,https://api.spotify.com/v1/tracks/3CAX47TnPqTujLIQTw8nwI,https://api.spotify.com/v1/audio-analysis/3CAX47TnPqTujLIQTw8nwI,328507,4,1
0.494,0.915,7,-3.795,1,0.0583,0.00214,0.0,0.11,0.607,100.133,audio_features,4xy9nsO8EX4OR0c6lf0WFu,spotify:track:4xy9nsO8EX4OR0c6lf0WFu,https://api.spotify.com/v1/tracks/4xy9nsO8EX4OR0c6lf0WFu,https://api.spotify.com/v1/audio-analysis/4xy9nsO8EX4OR0c6lf0WFu,221493,4,1
0.63,0.649,0,-8.227,1,0.354,0.164,1.98e-05,0.814,0.806,85.593,audio_features,6RympHnHXbm7SD7F6z6IO5,spotify:track:6RympHnHXbm7SD7F6z6IO5,https://api.spotify.com/v1/tracks/6RympHnHXbm7SD7F6z6IO5,https://api.spotify.com/v1/audio-analysis/6RympHnHXbm7SD7F6z6IO5,166013,4,1
0.606,0.411,1,-7.566,1,0.0413,0.6,0.000649,0.103,0.412,84.944,audio_features,4XpQ2F8NtzWMZ3g5t8qv2Y,spotify:track:4XpQ2F8NtzWMZ3g5t8qv2Y,https://api.spotify.com/v1/tracks/4XpQ2F8NtzWMZ3g5t8qv2Y,https://api.spotify.com/v1/audio-analysis/4XpQ2F8NtzWMZ3g5t8qv2Y,168307,4,1
0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,audio_features,0Z57YWES04xGh3AImDz6Qr,spotify:track:0Z57YWES04xGh3AImDz6Qr,https://api.spotify.com/v1/tracks/0Z57YWES04xGh3AImDz6Qr,https://api.spotify.com/v1/audio-analysis/0Z57YWES04xGh3AImDz6Qr,189293,4,1
0.395,0.529,5,-8.778,1,0.0309,0.568,0.00188,0.701,0.316,79.098,audio_features,0ll9N65h5uyzAJV6GFAfAV,spotify:track:0ll9N65h5uyzAJV6GFAfAV,https://api.spotify.com/v1/tracks/0ll9N65h5uyzAJV6GFAfAV,https://api.spotify.com/v1/audio-analysis/0ll9N65h5uyzAJV6GFAfAV,242213,4,1
0.476,0.415,9,-7.199,1,0.0406,0.0632,5.66e-06,0.0537,0.368,115.807,audio_features,74MVdBnDdBRmj3JBCdlFoZ,spotify:track:74MVdBnDdBRmj3JBCdlFoZ,https://api.spotify.com/v1/tracks/74MVdBnDdBRmj3JBCdlFoZ,https://api.spotify.com/v1/audio-analysis/74MVdBnDdBRmj3JBCdlFoZ,206237,4,1
0.494,0.279,9,-10.241,0,0.0305,0.81,0.0,0.14,0.273,158.026,audio_features,0KT1cFIavyl1gpkpylChhh,spotify:track:0KT1cFIavyl1gpkpylChhh,https://api.spotify.com/v1/tracks/0KT1cFIavyl1gpkpylChhh,https://api.spotify.com/v1/audio-analysis/0KT1cFIavyl1gpkpylChhh,147159,4,1
0.544,0.635,0,-4.193,1,0.0409,0.0542,0.000915,0.334,0.429,147.761,audio_features,3vRgdbsxfjWXslRQ38UBVY,spotify:track:3vRgdbsxfjWXslRQ38UBVY,https://api.spotify.com/v1/tracks/3vRgdbsxfjWXslRQ38UBVY,https://api.spotify.com/v1/audio-analysis/3vRgdbsxfjWXslRQ38UBVY,253852,4,1
0.489,0.186,9,-16.237,1,0.029,0.863,0.000152,0.2,0.349,102.245,audio_features,0djZ2ndRfAL69WYNra5jRC,spotify:track:0djZ2ndRfAL69WYNra5jRC,https://api.spotify.com/v1/tracks/0djZ2ndRfAL69WYNra5jRC,https://api.spotify.com/v1/audio-analysis/0djZ2ndRfAL69WYNra5jRC,109387,4,1
0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,audio_features,0UV5zxRMz6AO4ZwUOZNIKI,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/tracks/0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/audio-analysis/0UV5zxRMz6AO4ZwUOZNIKI,234800,4,1
0.713,0.387,8,-15.257,0,0.0356,0.0539,0.442,0.0732,0.539,129.908,audio_features,6mEP1cofyVXsJ9oDAeaRIt,spotify:track:6mEP1cofyVXsJ9oDAeaRIt,https://api.spotify.com/v1/tracks/6mEP1cofyVXsJ9oDAeaRIt,https://api.spotify.com/v1/audio-analysis/6mEP1cofyVXsJ9oDAeaRIt,241603,4,1
0.351,0.867,11,-4.737,0,0.162,0.036,0.0,0.106,0.45,169.598,audio_features,35InpekRUU1txrK2GHnvSH,spotify:track:35InpekRUU1txrK2GHnvSH,https://api.spotify.com/v1/tracks/35InpekRUU1txrK2GHnvSH,https://api.spotify.com/v1/audio-analysis/35InpekRUU1txrK2GHnvSH,202013,4,1
0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,audio_features,15BQ7vEDv2LJuh8TxWIhtd,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,https://api.spotify.com/v1/tracks/15BQ7vEDv2LJuh8TxWIhtd,https://api.spotify.com/v1/audio-analysis/15BQ7vEDv2LJuh8TxWIhtd,283360,4,1
0.389,0.696,5,-5.251,1,0.0402,0.0619,0.43,0.546,0.65,153.245,audio_features,1oy0UIGzuqIPBkOsjojeJ1,spotify:track:1oy0UIGzuqIPBkOsjojeJ1,https://api.spotify.com/v1/tracks/1oy0UIGzuqIPBkOsjojeJ1,https://api.spotify.com/v1/audio-analysis/1oy0UIGzuqIPBkOsjojeJ1,242093,5,1
0.381,0.257,0,-12.312,1,0.0472,0.75,0.0,0.131,0.315,203.428,audio_features,5AvssCglyvhDJFOUYn4gOF,spotify:track:5AvssCglyvhDJFOUYn4gOF,https://api.spotify.com/v1/tracks/5AvssCglyvhDJFOUYn4gOF,https://api.spotify.com/v1/audio-analysis/5AvssCglyvhDJFOUYn4gOF,184319,4,1
0.699,0.719,9,-9.481,1,0.0312,0.118,0.00259,0.0913,0.831,138.958,audio_features,2M1Qc1mGSI1IYtmJzQtfPq,spotify:track:2M1Qc1mGSI1IYtmJzQtfPq,https://api.spotify.com/v1/tracks/2M1Qc1mGSI1IYtmJzQtfPq,https://api.spotify.com/v1/audio-analysis/2M1Qc1mGSI1IYtmJzQtfPq,232893,4,1
0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,audio_features,6vSq5q5DCs1IvwKIq53hj2,spotify:track:6vSq5q5DCs1IvwKIq53hj2,https://api.spotify.com/v1/tracks/6vSq5q5DCs1IvwKIq53hj2,https://api.spotify.com/v1/audio-analysis/6vSq5q5DCs1IvwKIq53hj2,263427,4,1
0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,audio_features,66S14BkJDxgkYxLl5DCqOz,spotify:track:66S14BkJDxgkYxLl5DCqOz,https://api.spotify.com/v1/tracks/66S14BkJDxgkYxLl5DCqOz,https://api.spotify.com/v1/audio-analysis/66S14BkJDxgkYxLl5DCqOz,219467,4,1
0.594,0.912,11,-5.311,1,0.044,0.00233,0.0,0.15,0.691,136.914,audio_features,62EeAcrnNziLrUyxsjuqE2,spotify:track:62EeAcrnNziLrUyxsjuqE2,https://api.spotify.com/v1/tracks/62EeAcrnNziLrUyxsjuqE2,https://api.spotify.com/v1/audio-analysis/62EeAcrnNziLrUyxsjuqE2,147813,4,1
0.699,0.395,7,-7.665,1,0.0371,0.888,2.76e-05,0.101,0.697,138.164,audio_features,0BGM5wPT4L0KNKrf3WsMkn,spotify:track:0BGM5wPT4L0KNKrf3WsMkn,https://api.spotify.com/v1/tracks/0BGM5wPT4L0KNKrf3WsMkn,https://api.spotify.com/v1/audio-analysis/0BGM5wPT4L0KNKrf3WsMkn,226427,4,1
0.559,0.454,9,-8.377,0,0.0377,0.376,4.88e-06,0.258,0.284,134.941,audio_features,3o5K1YmFz9i9KluRGJusd1,spotify:track:3o5K1YmFz9i9KluRGJusd1,https://api.spotify.com/v1/tracks/3o5K1YmFz9i9KluRGJusd1,https://api.spotify.com/v1/audio-analysis/3o5K1YmFz9i9KluRGJusd1,204000,4,1
0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,audio_features,1Dr1fXbc2IxaK1Mu8P8Khz,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/tracks/1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/audio-analysis/1Dr1fXbc2IxaK1Mu8P8Khz,178000,4,1
0.642,0.767,9,-8.648,1,0.0327,0.0439,0.00176,0.0874,0.662,113.3,audio_features,0b16PJlDwSaBPqM9uyyujg,spotify:track:0b16PJlDwSaBPqM9uyyujg,https://api.spotify.com/v1/tracks/0b16PJlDwSaBPqM9uyyujg,https://api.spotify.com/v1/audio-analysis/0b16PJlDwSaBPqM9uyyujg,258907,4,1
0.59,0.671,11,-4.97,1,0.0723,0.372,0.0,0.0795,0.261,135.097,audio_features,77dEtUAHufvPJLZkwaj2Vu,spotify:track:77dEtUAHufvPJLZkwaj2Vu,https://api.spotify.com/v1/tracks/77dEtUAHufvPJLZkwaj2Vu,https://api.spotify.com/v1/audio-analysis/77dEtUAHufvPJLZkwaj2Vu,178000,4,1
0.552,0.724,0,-3.698,1,0.0271,0.169,0.0,0.11,0.774,80.516,audio_features,0VhDlpezWuAgOnfOCx2fRv,spotify:track:0VhDlpezWuAgOnfOCx2fRv,https://api.spotify.com/v1/tracks/0VhDlpezWuAgOnfOCx2fRv,https://api.spotify.com/v1/audio-analysis/0VhDlpezWuAgOnfOCx2fRv,203653,4,1
0.743,0.49,1,-10.845,1,0.0377,0.307,0.0393,0.108,0.394,120.028,audio_features,6FmnMoph4yx7zjhuBcrHDv,spotify:track:6FmnMoph4yx7zjhuBcrHDv,https://api.spotify.com/v1/tracks/6FmnMoph4yx7zjhuBcrHDv,https://api.spotify.com/v1/audio-analysis/6FmnMoph4yx7zjhuBcrHDv,194133,4,1
0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,audio_features,0ZAbupc7jAQpG9IxojQ3s3,spotify:track:0ZAbupc7jAQpG9IxojQ3s3,https://api.spotify.com/v1/tracks/0ZAbupc7jAQpG9IxojQ3s3,https://api.spotify.com/v1/audio-analysis/0ZAbupc7jAQpG9IxojQ3s3,229667,4,1
