danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,likable
0.726,0.411,1,-12.929,1,0.0671,0.438,0.0,0.087,0.734,137.905,audio_features,7HsjuVBM93Z2RoxjpWLgTT,spotify:track:7HsjuVBM93Z2RoxjpWLgTT,https://api.spotify.com/v1/tracks/7HsjuVBM93Z2RoxjpWLgTT,https://api.spotify.com/v1/audio-analysis/7HsjuVBM93Z2RoxjpWLgTT,190459,3,0
0.625,0.774,9,-8.039,0,0.0884,0.301,0.0076,0.601,0.403,103.894,audio_features,1OCLInwojACAIRgUM4Jzx2,spotify:track:1OCLInwojACAIRgUM4Jzx2,https://api.spotify.com/v1/tracks/1OCLInwojACAIRgUM4Jzx2,https://api.spotify.com/v1/audio-analysis/1OCLInwojACAIRgUM4Jzx2,206936,4,0
0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,audio_features,7FjZU7XFs7P9jHI9Z0yRhK,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,https://api.spotify.com/v1/tracks/7FjZU7XFs7P9jHI9Z0yRhK,https://api.spotify.com/v1/audio-analysis/7FjZU7XFs7P9jHI9Z0yRhK,190302,4,0
0.542,0.585,3,-9.3,1,0.0474,0.0141,0.213,0.0929,0.337,170.046,audio_features,06JRkix5RRMRIWffxZqlGt,spotify:track:06JRkix5RRMRIWffxZqlGt,https://api.spotify.com/v1/tracks/06JRkix5RRMRIWffxZqlGt,https://api.spotify.com/v1/audio-analysis/06JRkix5RRMRIWffxZqlGt,160941,4,0
0.721,0.463,1,-9.483,0,0.0646,0.241,0.0,0.0929,0.216,137.915,audio_features,2SJZdZ5DLtlRosJ2xHJJJa,spotify:track:2SJZdZ5DLtlRosJ2xHJJJa,https://api.spotify.com/v1/tracks/2SJZdZ5DLtlRosJ2xHJJJa,https://api.spotify.com/v1/audio-analysis/2SJZdZ5DLtlRosJ2xHJJJa,204003,3,0
0.746,0.572,0,-8.951,1,0.26,0.665,0.0,0.371,0.319,129.933,audio_features,28axGcu9he7YdQ0xwXIaC9,spotify:track:28axGcu9he7YdQ0xwXIaC9,https://api.spotify.com/v1/tracks/28axGcu9he7YdQ0xwXIaC9,https://api.spotify.com/v1/audio-analysis/28axGcu9he7YdQ0xwXIaC9,212308,4,0
0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,audio_features,1soxUgYIZb1qx1c7o1Lc7z,spotify:track:1soxUgYIZb1qx1c7o1Lc7z,https://api.spotify.com/v1/tracks/1soxUgYIZb1qx1c7o1Lc7z,https://api.spotify.com/v1/audio-analysis/1soxUgYIZb1qx1c7o1Lc7z,254467,4,0
0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298,audio_features,2bZIDMpzVooosmPHn0tHnd,spotify:track:2bZIDMpzVooosmPHn0tHnd,https://api.spotify.com/v1/tracks/2bZIDMpzVooosmPHn0tHnd,https://api.spotify.com/v1/audio-analysis/2bZIDMpzVooosmPHn0tHnd,191696,4,0
0.556,0.655,3,-5.909,1,0.031,0.46,0.0,0.12,0.334,183.981,audio_features,2MxvvBEJreIHojGrYCwTVB,spotify:track:2MxvvBEJreIHojGrYCwTVB,https://api.spotify.com/v1/tracks/2MxvvBEJreIHojGrYCwTVB,https://api.spotify.com/v1/audio-analysis/2MxvvBEJreIHojGrYCwTVB,223840,4,0
0.681,0.587,9,-9.714,1,0.0579,0.127,0.0264,0.0826,0.0626,96.028,audio_features,1Y0l1nt2DjjVL741o00u0i,spotify:track:1Y0l1nt2DjjVL741o00u0i,https://api.spotify.com/v1/tracks/1Y0l1nt2DjjVL741o00u0i,https://api.spotify.com/v1/audio-analysis/1Y0l1nt2DjjVL741o00u0i,198818,4,0
0.362,0.968,9,-2.629,0,0.0741,6.56e-06,0.00204,0.0672,0.427,164.167,audio_features,03vyanFcfUmZAwsZC5Ni1S,spotify:track:03vyanFcfUmZAwsZC5Ni1S,https://api.spotify.com/v1/tracks/03vyanFcfUmZAwsZC5Ni1S,https://api.spotify.com/v1/audio-analysis/03vyanFcfUmZAwsZC5Ni1S,284518,4,0
0.563,0.869,5,-2.235,1,0.0532,0.0362,0.0,0.138,0.48,85.016,audio_features,14pjnaIqkpReO5D0tHofAS,spotify:track:14pjnaIqkpReO5D0tHofAS,https://api.spotify.com/v1/tracks/14pjnaIqkpReO5D0tHofAS,https://api.spotify.com/v1/audio-analysis/14pjnaIqkpReO5D0tHofAS,189000,4,0
0.31,0.993,11,-2.903,0,0.162,0.000148,0.0588,0.129,0.0908,194.976,audio_features,447Njnc42ii3OpAcVVzw60,spotify:track:447Njnc42ii3OpAcVVzw60,https://api.spotify.com/v1/tracks/447Njnc42ii3OpAcVVzw60,https://api.spotify.com/v1/audio-analysis/447Njnc42ii3OpAcVVzw60,216500,3,0
0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,audio_features,1Fo2N5iXRi37maMboaig7O,spotify:track:1Fo2N5iXRi37maMboaig7O,https://api.spotify.com/v1/tracks/1Fo2N5iXRi37maMboaig7O,https://api.spotify.com/v1/audio-analysis/1Fo2N5iXRi37maMboaig7O,177253,4,0
0.67,0.498,3,-6.67,0,0.0693,0.0509,0.0,0.113,0.374,116.988,audio_features,5CMeiptSKRhqrgMFH4Numb,spotify:track:5CMeiptSKRhqrgMFH4Numb,https://api.spotify.com/v1/tracks/5CMeiptSKRhqrgMFH4Numb,https://api.spotify.com/v1/audio-analysis/5CMeiptSKRhqrgMFH4Numb,227110,4,0
0.536,0.987,1,-4.369,1,0.121,1.94e-05,0.414,0.0707,0.278,130.016,audio_features,0upqZcB5Dq5xeIgYWol8Z4,spotify:track:0upqZcB5Dq5xeIgYWol8Z4,https://api.spotify.com/v1/tracks/0upqZcB5Dq5xeIgYWol8Z4,https://api.spotify.com/v1/audio-analysis/0upqZcB5Dq5xeIgYWol8Z4,306613,4,0
0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,audio_features,1TwLKNsCnhi1HxbIi4bAW0,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/tracks/1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/audio-analysis/1TwLKNsCnhi1HxbIi4bAW0,190240,4,0
0.657,0.703,1,-3.402,1,0.0753,0.222,0.0,0.256,0.338,122.381,audio_features,0Zx8khUcEfCFK2AEoIhC92,spotify:track:0Zx8khUcEfCFK2AEoIhC92,https://api.spotify.com/v1/tracks/0Zx8khUcEfCFK2AEoIhC92,https://api.spotify.com/v1/audio-analysis/0Zx8khUcEfCFK2AEoIhC92,214693,4,0
0.697,0.935,1,-0.811,0,0.0597,0.0283,0.0,0.0883,0.539,109.97,audio_features,7rQDt6y60dMT9Wh7xzLZAf,spotify:track:7rQDt6y60dMT9Wh7xzLZAf,https://api.spotify.com/v1/tracks/7rQDt6y60dMT9Wh7xzLZAf,https://api.spotify.com/v1/audio-analysis/7rQDt6y60dMT9Wh7xzLZAf,190960,4,0
0.64,0.669,7,-5.17,1,0.0519,0.413,0.0,0.0779,0.646,155.844,audio_features,3z0a8G407NbxfjTRffvQiP,spotify:track:3z0a8G407NbxfjTRffvQiP,https://api.spotify.com/v1/tracks/3z0a8G407NbxfjTRffvQiP,https://api.spotify.com/v1/audio-analysis/3z0a8G407NbxfjTRffvQiP,194680,4,0
0.342,0.917,9,-7.713,1,0.133,4.38e-05,0.632,0.326,0.107,140.107,audio_features,1B8pErf0fcrQ9FPFCUZOGd,spotify:track:1B8pErf0fcrQ9FPFCUZOGd,https://api.spotify.com/v1/tracks/1B8pErf0fcrQ9FPFCUZOGd,https://api.spotify.com/v1/audio-analysis/1B8pErf0fcrQ9FPFCUZOGd,196000,5,0
0.638,0.854,1,-4.664,1,0.11,0.216,0.0,0.0357,0.859,93.869,audio_features,4EpLU30bi1KNWkBTfgZkoK,spotify:track:4EpLU30bi1KNWkBTfgZkoK,https://api.spotify.com/v1/tracks/4EpLU30bi1KNWkBTfgZkoK,https://api.spotify.com/v1/audio-analysis/4EpLU30bi1KNWkBTfgZkoK,190640,4,0
0.735,0.688,5,-8.541,1,0.0435,0.431,0.296,0.0815,0.544,121.013,audio_features,5Vpl9uIPDRyP4H0kzJ0VMJ,spotify:track:5Vpl9uIPDRyP4H0kzJ0VMJ,https://api.spotify.com/v1/tracks/5Vpl9uIPDRyP4H0kzJ0VMJ,https://api.spotify.com/v1/audio-analysis/5Vpl9uIPDRyP4H0kzJ0VMJ,243973,4,0
0.758,0.502,8,-5.03,0,0.0651,0.22,9.61e-05,0.126,0.337,120.01,audio_features,3voNGqzixtoyzTBQd3tKXl,spotify:track:3voNGqzixtoyzTBQd3tKXl,https://api.spotify.com/v1/tracks/3voNGqzixtoyzTBQd3tKXl,https://api.spotify.com/v1/audio-analysis/3voNGqzixtoyzTBQd3tKXl,197707,4,0
0.574,0.914,11,-3.468,0,0.0505,0.0215,0.00219,0.0735,0.681,128.956,audio_features,3Q7alLUVqvmpSVT7aAkFLG,spotify:track:3Q7alLUVqvmpSVT7aAkFLG,https://api.spotify.com/v1/tracks/3Q7alLUVqvmpSVT7aAkFLG,https://api.spotify.com/v1/audio-analysis/3Q7alLUVqvmpSVT7aAkFLG,240173,4,0
0.644,0.659,0,-8.616,1,0.0809,0.699,0.916,0.178,0.368,92.067,audio_features,0zSlbsAjTNKm4HjpPE6IcS,spotify:track:0zSlbsAjTNKm4HjpPE6IcS,https://api.spotify.com/v1/tracks/0zSlbsAjTNKm4HjpPE6IcS,https://api.spotify.com/v1/audio-analysis/0zSlbsAjTNKm4HjpPE6IcS,256000,4,0
0.739,0.79,2,-4.503,0,0.0658,0.567,0.000322,0.1,0.492,117.394,audio_features,3NG5DtW4VQT7DjNzWtVNTy,spotify:track:3NG5DtW4VQT7DjNzWtVNTy,https://api.spotify.com/v1/tracks/3NG5DtW4VQT7DjNzWtVNTy,https://api.spotify.com/v1/audio-analysis/3NG5DtW4VQT7DjNzWtVNTy,155027,4,0
0.711,0.801,6,-3.742,1,0.029,0.0244,0.000113,0.135,0.956,105.006,audio_features,1qwnPVOIJjAFfCc40Etb1D,spotify:track:1qwnPVOIJjAFfCc40Etb1D,https://api.spotify.com/v1/tracks/1qwnPVOIJjAFfCc40Etb1D,https://api.spotify.com/v1/audio-analysis/1qwnPVOIJjAFfCc40Etb1D,205000,4,0
0.458,0.951,6,-4.936,1,0.075,0.000254,0.00262,0.109,0.495,155.073,audio_features,0x4rHQ1Syor8YChasHuRJg,spotify:track:0x4rHQ1Syor8YChasHuRJg,https://api.spotify.com/v1/tracks/0x4rHQ1Syor8YChasHuRJg,https://api.spotify.com/v1/audio-analysis/0x4rHQ1Syor8YChasHuRJg,266467,4,0
0.729,0.704,7,-7.69,1,0.179,0.0702,0.237,0.374,0.11,105.008,audio_features,5Nd50WKhVieaCLWFJlcLT2,spotify:track:5Nd50WKhVieaCLWFJlcLT2,https://api.spotify.com/v1/tracks/5Nd50WKhVieaCLWFJlcLT2,https://api.spotify.com/v1/audio-analysis/5Nd50WKhVieaCLWFJlcLT2,210857,4,0
0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,audio_features,4PJXT82AZtlDW4Q71b43oz,spotify:track:4PJXT82AZtlDW4Q71b43oz,https://api.spotify.com/v1/tracks/4PJXT82AZtlDW4Q71b43oz,https://api.spotify.com/v1/audio-analysis/4PJXT82AZtlDW4Q71b43oz,236800,4,0
0.511,0.992,1,-3.372,1,0.133,0.000186,0.00104,0.39,0.327,124.941,audio_features,74Ijstyp0EXcdEZzyLOJy6,spotify:track:74Ijstyp0EXcdEZzyLOJy6,https://api.spotify.com/v1/tracks/74Ijstyp0EXcdEZzyLOJy6,https://api.spotify.com/v1/audio-analysis/74Ijstyp0EXcdEZzyLOJy6,246405,4,0
0.794,0.717,7,-5.73,1,0.251,0.0511,0.0,0.195,0.372,141.881,audio_features,3eV2WT9YhfzkxbufnBF8wK,spotify:track:3eV2WT9YhfzkxbufnBF8wK,https://api.spotify.com/v1/tracks/3eV2WT9YhfzkxbufnBF8wK,https://api.spotify.com/v1/audio-analysis/3eV2WT9YhfzkxbufnBF8wK,202816,4,0
0.677,0.749,1,-5.919,0,0.121,0.408,0.000198,0.434,0.436,97.956,audio_features,24QviWGfzSuXhgkr8uV65m,spotify:track:24QviWGfzSuXhgkr8uV65m,https://api.spotify.com/v1/tracks/24QviWGfzSuXhgkr8uV65m,https://api.spotify.com/v1/audio-analysis/24QviWGfzSuXhgkr8uV65m,183673,4,0
0.564,0.552,0,-5.438,1,0.055,0.439,0.0,0.163,0.26,119.907,audio_features,47zREtxQZ3cHHIZwUQnuuN,spotify:track:47zREtxQZ3cHHIZwUQnuuN,https://api.spotify.com/v1/tracks/47zREtxQZ3cHHIZwUQnuuN,https://api.spotify.com/v1/audio-analysis/47zREtxQZ3cHHIZwUQnuuN,233337,4,0
0.567,0.509,5,-12.539,1,0.0428,0.928,0.933,0.124,0.0869,97.04,audio_features,7Js278ET3O52ymQd8LU5bq,spotify:track:7Js278ET3O52ymQd8LU5bq,https://api.spotify.com/v1/tracks/7Js278ET3O52ymQd8LU5bq,https://api.spotify.com/v1/audio-analysis/7Js278ET3O52ymQd8LU5bq,231649,4,0
0.68,0.798,3,-4.978,1,0.116,0.0929,0.0,0.0746,0.594,116.989,audio_features,5j4mKTvOu0cr4cooq57sm3,spotify:track:5j4mKTvOu0cr4cooq57sm3,https://api.spotify.com/v1/tracks/5j4mKTvOu0cr4cooq57sm3,https://api.spotify.com/v1/audio-analysis/5j4mKTvOu0cr4cooq57sm3,186800,4,0
0.77,0.576,8,-11.845,0,0.339,0.138,0.0,0.08,0.364,166.162,audio_features,40QrLHWdsxyXLAdjJG4Rxs,spotify:track:40QrLHWdsxyXLAdjJG4Rxs,https://api.spotify.com/v1/tracks/40QrLHWdsxyXLAdjJG4Rxs,https://api.spotify.com/v1/audio-analysis/40QrLHWdsxyXLAdjJG4Rxs,127200,4,0
0.71,0.586,9,-8.671,1,0.0482,0.23,0.0146,0.111,0.448,116.952,audio_features,4co6ZEcJTAWRSbF6LFc28O,spotify:track:4co6ZEcJTAWRSbF6LFc28O,https://api.spotify.com/v1/tracks/4co6ZEcJTAWRSbF6LFc28O,https://api.spotify.com/v1/audio-analysis/4co6ZEcJTAWRSbF6LFc28O,197238,4,0
0.647,0.523,9,-10.579,1,0.0781,0.852,0.103,0.112,0.479,77.487,audio_features,7mNrmOsmZyjJw9FAmrboQO,spotify:track:7mNrmOsmZyjJw9FAmrboQO,https://api.spotify.com/v1/tracks/7mNrmOsmZyjJw9FAmrboQO,https://api.spotify.com/v1/audio-analysis/7mNrmOsmZyjJw9FAmrboQO,200988,4,0
0.791,0.729,3,-6.234,0,0.0646,0.456,0.291,0.0957,0.0782,102.021,audio_features,1WNOscEdUrRvDwHotfeAW5,spotify:track:1WNOscEdUrRvDwHotfeAW5,https://api.spotify.com/v1/tracks/1WNOscEdUrRvDwHotfeAW5,https://api.spotify.com/v1/audio-analysis/1WNOscEdUrRvDwHotfeAW5,268861,4,0
0.679,0.825,3,-5.59,1,0.0307,0.0148,0.318,0.11,0.0837,110.011,audio_features,2ZdsweqvRBAoFs5c09oJk3,spotify:track:2ZdsweqvRBAoFs5c09oJk3,https://api.spotify.com/v1/tracks/2ZdsweqvRBAoFs5c09oJk3,https://api.spotify.com/v1/audio-analysis/2ZdsweqvRBAoFs5c09oJk3,261818,4,0
0.363,0.249,1,-11.431,1,0.0346,0.926,0.000119,0.107,0.24,86.741,audio_features,546RhRX8VYDgcZ9obgTkkX,spotify:track:546RhRX8VYDgcZ9obgTkkX,https://api.spotify.com/v1/tracks/546RhRX8VYDgcZ9obgTkkX,https://api.spotify.com/v1/audio-analysis/546RhRX8VYDgcZ9obgTkkX,222853,4,0
0.739,0.833,1,-5.012,1,0.0463,0.35,0.0,0.266,0.699,117.99,audio_features,5bZtRlMBU76vHuDOb1GM5u,spotify:track:5bZtRlMBU76vHuDOb1GM5u,https://api.spotify.com/v1/tracks/5bZtRlMBU76vHuDOb1GM5u,https://api.spotify.com/v1/audio-analysis/5bZtRlMBU76vHuDOb1GM5u,195313,4,0
0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,audio_features,1nVLAEzhBXMJLR5zAl90Nl,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,https://api.spotify.com/v1/tracks/1nVLAEzhBXMJLR5zAl90Nl,https://api.spotify.com/v1/audio-analysis/1nVLAEzhBXMJLR5zAl90Nl,200707,3,0
0.432,0.917,7,-6.217,1,0.0496,6.73e-05,0.00197,0.121,0.487,149.938,audio_features,3B2BYW1eovn4zK4iOm13TJ,spotify:track:3B2BYW1eovn4zK4iOm13TJ,https://api.spotify.com/v1/tracks/3B2BYW1eovn4zK4iOm13TJ,https://api.spotify.com/v1/audio-analysis/3B2BYW1eovn4zK4iOm13TJ,281640,4,0
0.62,0.852,1,-4.203,1,0.0308,0.0108,4.94e-06,0.279,0.479,90.038,audio_features,10ps1I1sIMRNZW11eceN7W,spotify:track:10ps1I1sIMRNZW11eceN7W,https://api.spotify.com/v1/tracks/10ps1I1sIMRNZW11eceN7W,https://api.spotify.com/v1/audio-analysis/10ps1I1sIMRNZW11eceN7W,201840,4,0
0.759,0.852,10,-6.535,0,0.0448,0.774,0.0267,0.0917,0.889,80.619,audio_features,06s7QRpHfeiKL3YCIRTKxg,spotify:track:06s7QRpHfeiKL3YCIRTKxg,https://api.spotify.com/v1/tracks/06s7QRpHfeiKL3YCIRTKxg,https://api.spotify.com/v1/audio-analysis/06s7QRpHfeiKL3YCIRTKxg,306533,4,0
0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4,0
0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,audio_features,2rxQMGVafnNaRaXlRMWPde,spotify:track:2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200,4,0
0.831,0.762,11,-5.656,0,0.207,0.0885,0.0,0.107,0.495,99.999,audio_features,1JDhNQ0oOT7XpclZn3aQ8F,spotify:track:1JDhNQ0oOT7XpclZn3aQ8F,https://api.spotify.com/v1/tracks/1JDhNQ0oOT7XpclZn3aQ8F,https://api.spotify.com/v1/audio-analysis/1JDhNQ0oOT7XpclZn3aQ8F,192000,4,0
0.773,0.744,6,-5.108,0,0.244,0.0114,0.0,0.066,0.764,141.004,audio_features,2IT0T0EqPaUxasjl2o8J2G,spotify:track:2IT0T0EqPaUxasjl2o8J2G,https://api.spotify.com/v1/tracks/2IT0T0EqPaUxasjl2o8J2G,https://api.spotify.com/v1/audio-analysis/2IT0T0EqPaUxasjl2o8J2G,190680,4,0
0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,audio_features,2FVpOsjT1iquZ3SpCjZ9Ne,spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne,https://api.spotify.com/v1/tracks/2FVpOsjT1iquZ3SpCjZ9Ne,https://api.spotify.com/v1/audio-analysis/2FVpOsjT1iquZ3SpCjZ9Ne,202313,4,0
0.6,0.508,0,-10.279,1,0.0413,0.91,0.11,0.111,0.105,100.023,audio_features,5413LFXLYAJS85VKs6H6ag,spotify:track:5413LFXLYAJS85VKs6H6ag,https://api.spotify.com/v1/tracks/5413LFXLYAJS85VKs6H6ag,https://api.spotify.com/v1/audio-analysis/5413LFXLYAJS85VKs6H6ag,253858,4,0
0.68,0.821,0,-3.77,1,0.041,0.0956,0.00315,0.0826,0.571,105.986,audio_features,2Sy2oGjP5RYB4cLVoDU0Gz,spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/tracks/2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/audio-analysis/2Sy2oGjP5RYB4cLVoDU0Gz,173266,4,0
0.579,0.878,2,-5.396,1,0.145,0.29,0.0,0.789,0.88,165.972,audio_features,59tUXZ9dL0qkaa18WCfUnZ,spotify:track:59tUXZ9dL0qkaa18WCfUnZ,https://api.spotify.com/v1/tracks/59tUXZ9dL0qkaa18WCfUnZ,https://api.spotify.com/v1/audio-analysis/59tUXZ9dL0qkaa18WCfUnZ,191253,4,0
0.194,0.968,6,-3.226,1,0.121,0.000641,0.000448,0.335,0.157,81.932,audio_features,3cRlTtMjLWXxr0wNyNH7Ga,spotify:track:3cRlTtMjLWXxr0wNyNH7Ga,https://api.spotify.com/v1/tracks/3cRlTtMjLWXxr0wNyNH7Ga,https://api.spotify.com/v1/audio-analysis/3cRlTtMjLWXxr0wNyNH7Ga,227521,4,0
0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,audio_features,7pbg3ABlAZv2NiIdKbBBFm,spotify:track:7pbg3ABlAZv2NiIdKbBBFm,https://api.spotify.com/v1/tracks/7pbg3ABlAZv2NiIdKbBBFm,https://api.spotify.com/v1/audio-analysis/7pbg3ABlAZv2NiIdKbBBFm,147548,4,0
0.492,0.736,9,-5.134,0,0.0318,0.00376,0.000386,0.128,0.555,122.442,audio_features,16nsWHpv1wsZCcNAYcLDM2,spotify:track:16nsWHpv1wsZCcNAYcLDM2,https://api.spotify.com/v1/tracks/16nsWHpv1wsZCcNAYcLDM2,https://api.spotify.com/v1/audio-analysis/16nsWHpv1wsZCcNAYcLDM2,179387,4,0
0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,audio_features,698eQRku24PIYPQPHItKlA,spotify:track:698eQRku24PIYPQPHItKlA,https://api.spotify.com/v1/tracks/698eQRku24PIYPQPHItKlA,https://api.spotify.com/v1/audio-analysis/698eQRku24PIYPQPHItKlA,183160,4,0
0.549,0.594,8,-6.302,1,0.0496,0.65,3.57e-05,0.127,0.324,99.936,audio_features,6cWZQNgaL8yLtezJvag9Y9,spotify:track:6cWZQNgaL8yLtezJvag9Y9,https://api.spotify.com/v1/tracks/6cWZQNgaL8yLtezJvag9Y9,https://api.spotify.com/v1/audio-analysis/6cWZQNgaL8yLtezJvag9Y9,236279,4,0
0.605,0.868,7,-5.802,1,0.317,0.113,3.79e-05,0.305,0.517,147.937,audio_features,7mpoOB5YMpPnbllsALgSfr,spotify:track:7mpoOB5YMpPnbllsALgSfr,https://api.spotify.com/v1/tracks/7mpoOB5YMpPnbllsALgSfr,https://api.spotify.com/v1/audio-analysis/7mpoOB5YMpPnbllsALgSfr,158693,4,0
0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,audio_features,1LeItUMezKA1HdCHxYICed,spotify:track:1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/tracks/1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/audio-analysis/1LeItUMezKA1HdCHxYICed,262957,4,0
0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,audio_features,65jw6GhwQW3Db55PxlPEpS,spotify:track:65jw6GhwQW3Db55PxlPEpS,https://api.spotify.com/v1/tracks/65jw6GhwQW3Db55PxlPEpS,https://api.spotify.com/v1/audio-analysis/65jw6GhwQW3Db55PxlPEpS,194118,4,0
0.763,0.558,0,-5.506,1,0.285,0.372,0.0,0.12,0.276,77.026,audio_features,1F8yKtk5CQBptos4kM7aO7,spotify:track:1F8yKtk5CQBptos4kM7aO7,https://api.spotify.com/v1/tracks/1F8yKtk5CQBptos4kM7aO7,https://api.spotify.com/v1/audio-analysis/1F8yKtk5CQBptos4kM7aO7,199549,4,0
0.739,0.616,7,-6.963,0,0.0338,0.252,1.93e-06,0.101,0.654,91.071,audio_features,5kkaSMcf4BFlhRRICCKZb6,spotify:track:5kkaSMcf4BFlhRRICCKZb6,https://api.spotify.com/v1/tracks/5kkaSMcf4BFlhRRICCKZb6,https://api.spotify.com/v1/audio-analysis/5kkaSMcf4BFlhRRICCKZb6,158466,4,0
0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,audio_features,2r6OAV3WsYtXuXjvJ1lIDi,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,https://api.spotify.com/v1/tracks/2r6OAV3WsYtXuXjvJ1lIDi,https://api.spotify.com/v1/audio-analysis/2r6OAV3WsYtXuXjvJ1lIDi,190534,4,0
0.793,0.462,5,-7.495,0,0.119,0.00522,0.0,0.191,0.356,145.962,audio_features,4g27tVPyGHi38dczFoJZZy,spotify:track:4g27tVPyGHi38dczFoJZZy,https://api.spotify.com/v1/tracks/4g27tVPyGHi38dczFoJZZy,https://api.spotify.com/v1/audio-analysis/4g27tVPyGHi38dczFoJZZy,144787,4,0
0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,audio_features,6TaqooOXAEcijL6G1AWS2K,spotify:track:6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K,229747,4,0
0.738,0.675,6,-7.823,1,0.0844,0.444,5.59e-05,0.0985,0.527,96.973,audio_features,4IK4EszBJ2wzMuwNGh1YzF,spotify:track:4IK4EszBJ2wzMuwNGh1YzF,https://api.spotify.com/v1/tracks/4IK4EszBJ2wzMuwNGh1YzF,https://api.spotify.com/v1/audio-analysis/4IK4EszBJ2wzMuwNGh1YzF,213005,4,0
0.392,0.519,2,-7.438,0,0.031,0.526,0.000502,0.283,0.403,174.22,audio_features,4eTRBRseRwBDOlT5TeNyTH,spotify:track:4eTRBRseRwBDOlT5TeNyTH,https://api.spotify.com/v1/tracks/4eTRBRseRwBDOlT5TeNyTH,https://api.spotify.com/v1/audio-analysis/4eTRBRseRwBDOlT5TeNyTH,213093,3,0
0.352,0.534,1,-5.904,1,0.0365,0.221,0.0447,0.116,0.379,82.371,audio_features,7CPhvCVpEpZ6Xjvfs2EeG5,spotify:track:7CPhvCVpEpZ6Xjvfs2EeG5,https://api.spotify.com/v1/tracks/7CPhvCVpEpZ6Xjvfs2EeG5,https://api.spotify.com/v1/audio-analysis/7CPhvCVpEpZ6Xjvfs2EeG5,325638,3,0
0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,audio_features,2dwoqUYTy6SOy1dFqcTndC,spotify:track:2dwoqUYTy6SOy1dFqcTndC,https://api.spotify.com/v1/tracks/2dwoqUYTy6SOy1dFqcTndC,https://api.spotify.com/v1/audio-analysis/2dwoqUYTy6SOy1dFqcTndC,202067,4,0
0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,audio_features,6Hj9jySrnFppAI0sEMCZpJ,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,240051,5,0
